scenario_id,forecast_date,target,target_end_date,location,type,quantile,value
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,point,NA,16202
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.01,10771
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.025,11751
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.05,12419
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.1,13193
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.15,13784
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.2,14217
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.25,14599
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.3,14937
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.35,15251
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.4,15589
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.45,15907
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.5,16202
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.55,16542
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.6,16895
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.65,17243
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.7,17614
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.75,18006
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.8,18507
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.85,19004
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.9,19753
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.95,20895
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.975,21915
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.99,23063
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,point,NA,19838
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.01,7687
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.025,9131
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.05,10300
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.1,12001
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.15,13263
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.2,14300
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.25,15168
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.3,16162
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.35,17108
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.4,17947
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.45,18886
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.5,19838
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.55,20744
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.6,21762
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.65,22941
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.7,24246
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.75,25699
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.8,27405
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.85,29267
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.9,31639
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.95,35971
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.975,39412
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.99,42812
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,point,NA,11276
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.01,1413
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.025,2049
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.05,2785
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.1,3911
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.15,4788
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.2,5713
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.25,6587
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.3,7539
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.35,8442
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.4,9349
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.45,10263
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.5,11276
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.55,12294
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.6,13484
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.65,14607
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.7,16075
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.75,17452
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.8,19362
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.85,21836
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.9,24978
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.95,30527
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.975,35402
forecast,2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.99,41229
