forecast_date,target,target_end_date,location,type,quantile,value,location_name
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.35,2118,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.35,2116,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.35,1810,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.4,1931.6,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.4,2188,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.4,2241,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.4,2011.6,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.45,1958,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.45,2257.55,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.45,2373,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.45,2196.1,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.5,1984,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.5,2324,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.5,2492.5,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.5,2378,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.55,2011,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.55,2396.9,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.55,2604.45,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.55,2540.45,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.6,2034,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.6,2457.4,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.6,2718,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.6,2694.8,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.65,2061,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.65,2523,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.65,2857,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.65,2868.4,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.7,2093,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.7,2583,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.7,2989,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.7,3084,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.75,2133.25,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.75,2641,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.75,3132,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.75,3318.5,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.8,2177.2,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.8,2701,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.8,3284,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.8,3565.2,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.85,2234,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.85,2776.15,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.85,3438,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.85,3846.3,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.9,2321.1,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.9,2873,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.9,3618.1,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.9,4213.1,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.95,2467,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.95,3068.05,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.95,3873.15,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.95,4715.15,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.975,2621.15,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.975,3304.075,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.975,4101.075,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.975,5128.175,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,quantile,0.99,2931.01,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,quantile,0.99,3674.08,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,quantile,0.99,4591.02,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,quantile,0.99,5565.09,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,ES,point,NA,1984,Spain
2021-01-13,2 wk ahead inc death,2021-01-30,ES,point,NA,2324,Spain
2021-01-13,3 wk ahead inc death,2021-02-06,ES,point,NA,2492.5,Spain
2021-01-13,4 wk ahead inc death,2021-02-13,ES,point,NA,2378,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.01,72876.53,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.01,59621.87,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.01,48947.86,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.01,40921.14,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.025,87182.275,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.025,73368.325,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.025,60981.025,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.025,51121.025,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.05,105856.65,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.05,87601.25,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.05,73455,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.05,63146.95,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.1,125313,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.1,108116.4,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.1,91307.9,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.1,79064.5,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.15,140045,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.15,124014.25,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.15,105400.25,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.15,90172.9,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.2,153800.8,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.2,141152,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.2,118084.2,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.2,101793.2,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.25,163491.75,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.25,157057,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.25,131059.75,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.25,114091,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.3,173045.6,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.3,172670.1,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.3,143683.3,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.3,124447.9,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.35,180693.05,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.35,186607.6,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.35,156897.35,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.35,134567.45,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.4,188958.6,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.4,202191,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.4,171426.4,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.4,146321.8,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.45,197133.35,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.45,215938.1,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.45,187442.65,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.45,158444.3,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.5,204970,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.5,229225,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.5,205045.5,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.5,171258,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.55,213620.45,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.55,244209.7,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.55,222978.55,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.55,186211.8,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.6,222041.4,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.6,256934.2,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.6,242740.2,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.6,201681.4,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.65,232150.4,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.65,272334.5,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.65,264202.3,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.65,218987.75,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.7,242029.2,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.7,288636.8,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.7,288637.7,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.7,239614.3,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.75,252913.5,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.75,303119.25,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.75,314057,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.75,266967.5,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.8,266883.6,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.8,322294,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.8,343099.4,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.8,298891.2,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.85,282334.55,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.85,343149.4,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.85,375094.8,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.85,338826.9,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.9,301002.2,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.9,374075.9,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.9,417497.3,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.9,395190.9,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.95,333322.85,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.95,413826.1,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.95,478542,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.95,471157.9,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.975,362245.6,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.975,449830.25,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.975,518039.325,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.975,545061.699999999,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,quantile,0.99,395300.1,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,quantile,0.99,489622.38,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,quantile,0.99,579136.440000001,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,quantile,0.99,616546.220000002,Spain
2021-01-13,1 wk ahead inc case,2021-01-23,ES,point,NA,204970,Spain
2021-01-13,2 wk ahead inc case,2021-01-30,ES,point,NA,229225,Spain
2021-01-13,3 wk ahead inc case,2021-02-06,ES,point,NA,205045.5,Spain
2021-01-13,4 wk ahead inc case,2021-02-13,ES,point,NA,171258,Spain
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.01,427.87,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.01,442.96,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.01,437.92,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.01,384.97,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.025,1039.925,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.025,963.95,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.025,867.775,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.025,782.95,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.05,1424.95,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.05,1278.9,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.05,1130.95,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.05,984.75,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.1,1676.9,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.1,1507,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.1,1368.9,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.1,1205.9,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.15,1783,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.15,1622,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.15,1500,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.15,1363,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.2,1865,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.2,1724,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.2,1608,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.2,1486,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.25,1945,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.25,1810.75,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.25,1708,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.25,1594.75,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.3,2016,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.3,1886,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.3,1794,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.3,1687,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.35,2082,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.35,1951,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.35,1868,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.35,1793,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.4,2143,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.4,2017.6,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.4,1950.6,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.4,1896,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.45,2202,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.45,2079,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.45,2037,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.45,2006.55,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.5,2255,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.5,2147,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.5,2113.5,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.5,2102,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.55,2307,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.55,2214,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.55,2197,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.55,2204,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.6,2371.4,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.6,2292.4,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.6,2296.4,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.6,2315.4,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.65,2448,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.65,2366,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.65,2393,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.65,2438,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.7,2519,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.7,2451,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.7,2500,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.7,2572.3,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.75,2602,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.75,2556,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.75,2618.5,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.75,2728.25,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.8,2701.2,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.8,2659.2,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.8,2770,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.8,2906,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.85,2827.15,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.85,2817.15,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.85,2943,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.85,3145,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.9,2988.1,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.9,3021,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.9,3207.1,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.9,3476.1,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.95,3451.15,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.95,3461.15,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.95,3667.05,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.95,3998,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.975,3871.075,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.975,3971.1,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.975,4251,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.975,4677,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,quantile,0.99,4502,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,quantile,0.99,4509.78000000002,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,quantile,0.99,4865.13,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,quantile,0.99,5314.1,France
2021-01-13,1 wk ahead inc death,2021-01-23,FR,point,NA,2255,France
2021-01-13,2 wk ahead inc death,2021-01-30,FR,point,NA,2147,France
2021-01-13,3 wk ahead inc death,2021-02-06,FR,point,NA,2113.5,France
2021-01-13,4 wk ahead inc death,2021-02-13,FR,point,NA,2102,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.01,8712.27,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.01,9476.63,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.01,8887.42,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.01,7756.18,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.025,13636.75,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.025,14820.8,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.025,14746.4,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.025,13622.175,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.05,18925.7,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.05,20780.9,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.05,20680.85,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.05,20138.3,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.1,28151.4,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.1,31207.2,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.1,33638.3,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.1,32828.9,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.15,37441.65,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.15,41093.4,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.15,43326.45,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.15,44021.65,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.2,45013.2,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.2,50054.4,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.2,52457.8,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.2,53749.8,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.25,51545,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.25,57020.5,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.25,60826.5,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.25,62702,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.3,58890.9,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.3,64445.7,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.3,69362.3,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.3,71600,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.35,66860.8,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.35,73075.5,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.35,77499.85,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.35,81199.1,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.4,74836,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.4,81332,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.4,86744.6,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.4,90564.6,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.45,82447.5,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.45,90090.1,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.45,95332.3,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.45,100376.75,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.5,90210.5,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.5,98781,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.5,105076,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.5,110894.5,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.55,98467.2,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.55,107304.45,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.55,115614.9,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.55,122357.8,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.6,107231.2,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.6,116942.8,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.6,125842.6,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.6,134490.4,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.65,118162.75,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.65,128219.85,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.65,138232.4,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.65,147614.45,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.7,129799.8,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.7,141463.8,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.7,151950.9,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.7,161870.1,France
2021-01-13,1 wk ahead inc case,2021-01-23,FR,quantile,0.75,144293.75,France
2021-01-13,2 wk ahead inc case,2021-01-30,FR,quantile,0.75,155391.25,France
2021-01-13,3 wk ahead inc case,2021-02-06,FR,quantile,0.75,165623.25,France
2021-01-13,4 wk ahead inc case,2021-02-13,FR,quantile,0.75,176397,France
