forecast_date,target,target_end_date,location,type,quantile,value,location_name
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.45,6,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.5,13,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.5,10,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.5,8,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.5,6,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.55,13,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.55,10,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.55,8,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.55,7,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.6,14,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.6,10,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.6,8,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.6,7,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.65,15,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.65,11,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.65,9,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.65,8,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.7,15,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.7,11,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.7,9,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.7,8,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.75,16,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.75,12,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.75,10,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.75,9,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.8,17,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.8,13,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.8,10,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.8,10,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.85,18,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.85,14,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.85,11,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.85,10,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.9,19,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.9,15,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.9,12,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.9,11,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.95,22,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.95,17,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.95,14,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.95,13,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.975,24,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.975,19,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.975,16,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.975,15,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,quantile,0.99,28.0100000000002,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,quantile,0.99,22,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,quantile,0.99,19,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,quantile,0.99,18,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,LU,point,NA,13,Luxembourg
2021-01-13,2 wk ahead inc death,2021-01-30,LU,point,NA,10,Luxembourg
2021-01-13,3 wk ahead inc death,2021-02-06,LU,point,NA,8,Luxembourg
2021-01-13,4 wk ahead inc death,2021-02-13,LU,point,NA,6,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.01,43,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.01,25.99,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.01,18,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.01,17,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.025,67,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.025,44,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.025,33,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.025,36,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.05,99,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.05,70,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.05,59,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.05,60,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.1,147,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.1,115,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.1,102,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.1,108,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.15,197,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.15,156,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.15,150,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.15,156,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.2,236,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.2,198,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.2,193,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.2,208,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.25,277,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.25,238,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.25,237.75,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.25,256,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.3,320.7,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.3,283,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.3,280,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.3,306,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.35,365,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.35,328,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.35,326,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.35,352,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.4,409,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.4,372,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.4,377,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.4,405,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.45,458,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.45,424,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.45,431,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.45,468,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.5,513.5,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.5,470,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.5,494,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.5,534.5,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.55,566.45,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.55,530,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.55,554,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.55,597,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.6,634.400000000001,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.6,603,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.6,621.400000000001,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.6,674,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.65,712,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.65,673,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.65,698,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.65,753.350000000001,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.7,786,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.7,757.3,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.7,778,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.7,855,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.75,882,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.75,849.250000000001,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.75,888.250000000001,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.75,956.500000000001,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.8,987,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.8,965,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.8,1005.2,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.8,1074,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.85,1133.15,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.85,1102,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.85,1141.15,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.85,1233.15,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.9,1305,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.9,1276,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.9,1350.2,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.9,1457.2,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.95,1610,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.95,1634.2,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.95,1745.25,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.95,1874.05,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.975,1942.175,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.975,1983.05,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.975,2113.05,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.975,2237.075,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,quantile,0.99,2448.36000000001,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,quantile,0.99,2398.02,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,quantile,0.99,2529.04,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,quantile,0.99,2680.01,Luxembourg
2021-01-13,1 wk ahead inc case,2021-01-23,LU,point,NA,513.5,Luxembourg
2021-01-13,2 wk ahead inc case,2021-01-30,LU,point,NA,470,Luxembourg
2021-01-13,3 wk ahead inc case,2021-02-06,LU,point,NA,494,Luxembourg
2021-01-13,4 wk ahead inc case,2021-02-13,LU,point,NA,534.5,Luxembourg
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.01,250,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.01,233,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.01,231.96,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.01,226.95,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.025,373,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.025,324,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.025,320,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.025,299,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.05,428,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.05,369.95,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.05,346,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.05,322,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.1,452,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.1,385,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.1,369.9,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.1,353,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.15,461,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.15,396,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.15,385,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.15,377,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.2,467,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.2,403,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.2,400,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.2,396,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.25,472,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.25,411,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.25,412.75,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.25,415,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.3,477,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.3,420,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.3,426,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.3,435,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.35,483,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.35,431,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.35,440,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.35,452.65,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.4,492,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.4,444,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.4,458,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.4,473,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.45,506,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.45,468,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.45,481,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.45,500,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.5,529,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.5,514.5,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.5,514,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.5,532.5,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.55,563,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.55,560,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.55,567,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.55,572,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.6,586,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.6,598,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.6,623,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.6,645,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.65,644,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.65,645,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.65,672,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.65,711,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.7,702,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.7,695,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.7,726,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.7,788.3,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.75,755,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.75,750.250000000001,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.75,793,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.75,872.250000000001,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.8,812,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.8,799,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.8,868.2,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.8,965.2,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.85,858.150000000001,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.85,851,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.85,960,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.85,1091.3,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.9,897,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.9,916.1,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.9,1071,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.9,1264.1,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.95,945,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.95,1006,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.95,1234.05,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.95,1491,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.975,990.025,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.975,1090,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.975,1390.05,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.975,1731.1,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,quantile,0.99,1032.01,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,quantile,0.99,1184.03,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,quantile,0.99,1548.03,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,quantile,0.99,1986.01,Hungary
2021-01-13,1 wk ahead inc death,2021-01-23,HU,point,NA,529,Hungary
2021-01-13,2 wk ahead inc death,2021-01-30,HU,point,NA,514.5,Hungary
2021-01-13,3 wk ahead inc death,2021-02-06,HU,point,NA,514,Hungary
2021-01-13,4 wk ahead inc death,2021-02-13,HU,point,NA,532.5,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.01,2273.7,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.01,2040.96,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.01,1952.84,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.01,1826.86,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.025,2951.45,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.025,2849.8,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.025,2831.875,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.025,2855.85,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.05,3716.35,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.05,3692.95,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.05,3759.9,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.05,3886.85,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.1,4746.9,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.1,4928.9,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.1,5102.8,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.1,5073.7,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.15,5646.85,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.15,5840.55,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.15,6028.25,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.15,6234.65,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.2,6401,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.2,6653,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.2,6938.6,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.2,7132.2,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.25,7068.5,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.25,7451.5,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.25,7784,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.25,8021.75,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.3,7676.8,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.3,8137.4,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.3,8588.6,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.3,8890.1,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.35,8311.65,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.35,8815.55,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.35,9301.25,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.35,9792.65,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.4,8949.4,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.4,9476.4,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.4,10064.6,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.4,10658.2,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.45,9619.1,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.45,10142.2,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.45,10762.55,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.45,11635.3,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.5,10292,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.5,10879,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.5,11658.5,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.5,12516.5,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.55,11024.6,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.55,11745.8,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.55,12571.35,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.55,13407.9,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.6,11784,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.6,12608.8,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.6,13519,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.6,14492.8,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.65,12577.35,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.65,13525.4,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.65,14495.05,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.65,15571.4,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.7,13472.9,Hungary
2021-01-13,2 wk ahead inc case,2021-01-30,HU,quantile,0.7,14462.4,Hungary
2021-01-13,3 wk ahead inc case,2021-02-06,HU,quantile,0.7,15463.6,Hungary
2021-01-13,4 wk ahead inc case,2021-02-13,HU,quantile,0.7,16784.2,Hungary
2021-01-13,1 wk ahead inc case,2021-01-23,HU,quantile,0.75,14527.25,Hungary
