scenario_id,forecast_date,target,target_end_date,location,type,quantile,value
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,point,NA,21533
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.01,15750
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.025,16473
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.05,17379
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.1,18301
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.15,18883
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.2,19309
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.25,19747
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.3,20167
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.35,20519
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.4,20839
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.45,21171
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.5,21533
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.55,21892
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.6,22229
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.65,22631
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.7,23011
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.75,23465
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.8,23982
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.85,24539
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.9,25327
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.95,26376
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.975,27453
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,AT,quantile,0.99,28891
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,point,NA,37912
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.01,22146
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.025,24124
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.05,26221
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.1,28477
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.15,29942
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.2,31461
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.25,32725
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.3,33869
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.35,34841
forecast,2021-03-21,1 wk ahead inc case,2021-03-27,BE,quantile,0.4,35874
