scenario_id,forecast_date,target,target_end_date,location,type,quantile,value
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BE,quantile,0.975,25642
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BE,quantile,0.99,30640
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,point,NA,10336
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.01,4970
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.025,5540
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.05,6151
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.1,6984
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.15,7582
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.2,8108
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.25,8530
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.3,8910
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.35,9257
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.4,9614
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.45,9972
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.5,10336
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.55,10770
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.6,11155
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.65,11569
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.7,12064
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.75,12588
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.8,13162
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.85,13839
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.9,14685
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.95,16053
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.975,17398
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.99,18840
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,point,NA,15802
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.01,6150
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.025,7218
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.05,8311
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.1,9620
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.15,10751
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.2,11631
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.25,12309
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.3,13064
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.35,13726
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.4,14385
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.45,15141
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.5,15802
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.55,16541
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.6,17306
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.65,18078
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.7,18941
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.75,19896
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.8,21018
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.85,22477
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.9,24379
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.95,27158
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.975,29574
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.99,32844
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,point,NA,1704
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.01,944
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.025,1037
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.05,1131
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.1,1238
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.15,1325
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.2,1388
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.25,1444
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.3,1502
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.35,1558
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.4,1604
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.45,1656
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.5,1704
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.55,1753
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.6,1810
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.65,1866
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.7,1925
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.75,1992
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.8,2073
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.85,2158
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.9,2279
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.95,2448
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.975,2592
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.99,2824
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,point,NA,969
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.01,389
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.025,458
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.05,519
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.1,600
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.15,654
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.2,701
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.25,745
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.3,790
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.35,836
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.4,880
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.45,923
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.5,969
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.55,1011
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.6,1056
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.65,1101
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.7,1157
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.75,1219
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.8,1282
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.85,1364
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.9,1480
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.95,1662
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.975,1844
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.99,2024
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,point,NA,63446
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.01,40333
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.025,43412
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.05,46337
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.1,50035
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.15,52209
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.2,54171
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.25,56037
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.3,57598
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.35,59027
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.4,60521
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.45,62083
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.5,63446
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.55,64784
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.6,66054
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.65,67646
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.7,69397
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.75,71262
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.8,73202
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.85,75575
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.9,78755
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.95,83888
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.975,87492
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.99,92270
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,point,NA,6544
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.01,4613
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.025,4902
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.05,5145
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.1,5415
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.15,5633
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.2,5779
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.25,5921
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.3,6059
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.35,6187
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.4,6301
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.45,6416
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.5,6544
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.55,6661
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.6,6779
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.65,6901
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.7,7032
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.75,7189
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.8,7364
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.85,7572
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.9,7845
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.95,8237
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.975,8624
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.99,8983
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,point,NA,1493
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.01,653
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.025,760
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.05,857
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.1,975
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.15,1068
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.2,1138
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.25,1201
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.3,1263
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.35,1323
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.4,1379
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.45,1437
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.5,1493
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.55,1552
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.6,1608
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.65,1675
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.7,1757
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.75,1844
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.8,1944
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.85,2055
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.9,2188
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.95,2429
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.975,2636
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.99,2896
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,point,NA,47610
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.01,7804
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.025,10651
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.05,13903
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.1,19138
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.15,23167
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.2,26873
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.25,30154
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.3,33340
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.35,36851
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.4,40460
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.45,44074
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.5,47610
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.55,51654
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.6,55840
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.65,60732
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.7,66504
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.75,72408
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.8,80148
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.85,89197
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.9,100368
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.95,119371
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.975,142338
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.99,168690
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,point,NA,3745
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.01,1518
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.025,1783
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.05,2042
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.1,2359
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.15,2575
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.2,2761
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.25,2903
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.3,3057
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.35,3238
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.4,3387
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.45,3557
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.5,3745
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.55,3907
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.6,4103
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.65,4277
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.7,4475
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.75,4707
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.8,4960
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.85,5282
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.9,5747
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.95,6419
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.975,7074
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.99,7784
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,point,NA,109482
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.01,42765
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.025,49944
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.05,57733
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.1,66471
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.15,74002
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.2,79091
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.25,84439
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.3,89309
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.35,94338
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.4,99233
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.45,104511
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.5,109482
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.55,114827
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.6,120169
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.65,126029
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.7,132154
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.75,139264
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.8,147821
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.85,158021
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.9,171552
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.95,193703
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.975,210599
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.99,241091
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,point,NA,219976
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.01,169231
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.025,177632
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.05,183379
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.1,191061
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.15,196055
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.2,200825
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.25,204639
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.3,208108
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.35,211162
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.4,214080
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.45,216987
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.5,219976
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.55,223221
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.6,226633
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.65,229750
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.7,233073
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.75,236712
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.8,240486
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.85,245440
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.9,251918
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.95,260488
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.975,268965
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.99,279092
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,point,NA,21816
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.01,12249
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.025,13475
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.05,14701
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.1,16020
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.15,16920
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.2,17758
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.25,18553
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.3,19196
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.35,19876
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.4,20498
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.45,21180
forecast,2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.5,21816
