forecast_date,target,target_end_date,location,type,quantile,value,n_models
2024-01-22,1 wk ahead inc case,2024-01-27,BE,point,NA,2923,3
2024-01-22,1 wk ahead inc case,2024-01-27,BG,point,NA,1096,6
2024-01-22,1 wk ahead inc case,2024-01-27,CY,point,NA,4095,3
2024-01-22,1 wk ahead inc case,2024-01-27,CZ,point,NA,2822,6
2024-01-22,1 wk ahead inc case,2024-01-27,DK,point,NA,946,5
2024-01-22,1 wk ahead inc case,2024-01-27,EE,point,NA,320,5
2024-01-22,1 wk ahead inc case,2024-01-27,FI,point,NA,512,1
2024-01-22,1 wk ahead inc case,2024-01-27,GR,point,NA,13340,6
2024-01-22,1 wk ahead inc case,2024-01-27,HR,point,NA,4561,2
2024-01-22,1 wk ahead inc case,2024-01-27,HU,point,NA,734,5
2024-01-22,1 wk ahead inc case,2024-01-27,IE,point,NA,956,6
2024-01-22,1 wk ahead inc case,2024-01-27,IS,point,NA,23,5
2024-01-22,1 wk ahead inc case,2024-01-27,IT,point,NA,10708,6
2024-01-22,1 wk ahead inc case,2024-01-27,LI,point,NA,3,3
2024-01-22,1 wk ahead inc case,2024-01-27,LT,point,NA,2600,2
2024-01-22,1 wk ahead inc case,2024-01-27,LU,point,NA,240,5
2024-01-22,1 wk ahead inc case,2024-01-27,LV,point,NA,237,2
2024-01-22,1 wk ahead inc case,2024-01-27,MT,point,NA,98,6
2024-01-22,1 wk ahead inc case,2024-01-27,NL,point,NA,719,4
2024-01-22,1 wk ahead inc case,2024-01-27,NO,point,NA,549,6
2024-01-22,1 wk ahead inc case,2024-01-27,PL,point,NA,4694,7
2024-01-22,1 wk ahead inc case,2024-01-27,PT,point,NA,753,6
2024-01-22,1 wk ahead inc case,2024-01-27,RO,point,NA,2080,6
2024-01-22,1 wk ahead inc case,2024-01-27,SE,point,NA,746,6
2024-01-22,1 wk ahead inc case,2024-01-27,SI,point,NA,212,6
2024-01-22,1 wk ahead inc case,2024-01-27,SK,point,NA,402,6
2024-01-22,2 wk ahead inc case,2024-02-03,BE,point,NA,2923,3
2024-01-22,2 wk ahead inc case,2024-02-03,BG,point,NA,1061,6
2024-01-22,2 wk ahead inc case,2024-02-03,CY,point,NA,4014,3
2024-01-22,2 wk ahead inc case,2024-02-03,CZ,point,NA,2452,6
2024-01-22,2 wk ahead inc case,2024-02-03,DK,point,NA,851,5
2024-01-22,2 wk ahead inc case,2024-02-03,EE,point,NA,320,5
2024-01-22,2 wk ahead inc case,2024-02-03,FI,point,NA,512,1
2024-01-22,2 wk ahead inc case,2024-02-03,GR,point,NA,12394,6
2024-01-22,2 wk ahead inc case,2024-02-03,HR,point,NA,4246,2
2024-01-22,2 wk ahead inc case,2024-02-03,HU,point,NA,693,5
2024-01-22,2 wk ahead inc case,2024-02-03,IE,point,NA,956,6
2024-01-22,2 wk ahead inc case,2024-02-03,IS,point,NA,20,5
2024-01-22,2 wk ahead inc case,2024-02-03,IT,point,NA,10618,6
2024-01-22,2 wk ahead inc case,2024-02-03,LI,point,NA,4,3
2024-01-22,2 wk ahead inc case,2024-02-03,LT,point,NA,2442,2
2024-01-22,2 wk ahead inc case,2024-02-03,LU,point,NA,212,5
2024-01-22,2 wk ahead inc case,2024-02-03,LV,point,NA,232,2
2024-01-22,2 wk ahead inc case,2024-02-03,MT,point,NA,100,6
2024-01-22,2 wk ahead inc case,2024-02-03,NL,point,NA,674,4
2024-01-22,2 wk ahead inc case,2024-02-03,NO,point,NA,496,6
2024-01-22,2 wk ahead inc case,2024-02-03,PL,point,NA,4174,7
2024-01-22,2 wk ahead inc case,2024-02-03,PT,point,NA,721,6
2024-01-22,2 wk ahead inc case,2024-02-03,RO,point,NA,2094,6
2024-01-22,2 wk ahead inc case,2024-02-03,SE,point,NA,656,6
2024-01-22,2 wk ahead inc case,2024-02-03,SI,point,NA,215,6
2024-01-22,2 wk ahead inc case,2024-02-03,SK,point,NA,394,6
2024-01-22,3 wk ahead inc case,2024-02-10,BE,point,NA,2947,3
2024-01-22,3 wk ahead inc case,2024-02-10,BG,point,NA,1078,6
2024-01-22,3 wk ahead inc case,2024-02-10,CY,point,NA,4000,3
2024-01-22,3 wk ahead inc case,2024-02-10,CZ,point,NA,2591,6
2024-01-22,3 wk ahead inc case,2024-02-10,DK,point,NA,944,5
2024-01-22,3 wk ahead inc case,2024-02-10,EE,point,NA,316,5
2024-01-22,3 wk ahead inc case,2024-02-10,FI,point,NA,512,1
2024-01-22,3 wk ahead inc case,2024-02-10,GR,point,NA,12186,6
2024-01-22,3 wk ahead inc case,2024-02-10,HR,point,NA,3965,2
2024-01-22,3 wk ahead inc case,2024-02-10,HU,point,NA,660,5
2024-01-22,3 wk ahead inc case,2024-02-10,IE,point,NA,945,6
2024-01-22,3 wk ahead inc case,2024-02-10,IS,point,NA,17,5
2024-01-22,3 wk ahead inc case,2024-02-10,IT,point,NA,12122,6
2024-01-22,3 wk ahead inc case,2024-02-10,LI,point,NA,5,3
2024-01-22,3 wk ahead inc case,2024-02-10,LT,point,NA,2325,2
2024-01-22,3 wk ahead inc case,2024-02-10,LU,point,NA,216,5
2024-01-22,3 wk ahead inc case,2024-02-10,LV,point,NA,230,2
2024-01-22,3 wk ahead inc case,2024-02-10,MT,point,NA,100,6
2024-01-22,3 wk ahead inc case,2024-02-10,NL,point,NA,630,4
2024-01-22,3 wk ahead inc case,2024-02-10,NO,point,NA,468,6
2024-01-22,3 wk ahead inc case,2024-02-10,PL,point,NA,4370,7
2024-01-22,3 wk ahead inc case,2024-02-10,PT,point,NA,688,6
