forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-07-10,1 wk ahead inc case,2023-07-15,AT,point,NA,708,6
2023-07-10,1 wk ahead inc case,2023-07-15,BE,point,NA,122,5
2023-07-10,1 wk ahead inc case,2023-07-15,BG,point,NA,205,5
2023-07-10,1 wk ahead inc case,2023-07-15,CH,point,NA,0,1
2023-07-10,1 wk ahead inc case,2023-07-15,CY,point,NA,156,4
2023-07-10,1 wk ahead inc case,2023-07-15,CZ,point,NA,66,6
2023-07-10,1 wk ahead inc case,2023-07-15,DE,point,NA,1070,5
2023-07-10,1 wk ahead inc case,2023-07-15,DK,point,NA,104,5
2023-07-10,1 wk ahead inc case,2023-07-15,EE,point,NA,38,6
2023-07-10,1 wk ahead inc case,2023-07-15,ES,point,NA,3470,5
2023-07-10,1 wk ahead inc case,2023-07-15,FI,point,NA,136,3
2023-07-10,1 wk ahead inc case,2023-07-15,FR,point,NA,6973,6
2023-07-10,1 wk ahead inc case,2023-07-15,GB,point,NA,0,1
2023-07-10,1 wk ahead inc case,2023-07-15,GR,point,NA,1442,6
2023-07-10,1 wk ahead inc case,2023-07-15,HR,point,NA,152,4
2023-07-10,1 wk ahead inc case,2023-07-15,HU,point,NA,21,5
2023-07-10,1 wk ahead inc case,2023-07-15,IE,point,NA,198,6
2023-07-10,1 wk ahead inc case,2023-07-15,IS,point,NA,11,5
2023-07-10,1 wk ahead inc case,2023-07-15,IT,point,NA,2682,4
2023-07-10,1 wk ahead inc case,2023-07-15,LI,point,NA,0,4
2023-07-10,1 wk ahead inc case,2023-07-15,LT,point,NA,69,5
2023-07-10,1 wk ahead inc case,2023-07-15,LU,point,NA,11,5
2023-07-10,1 wk ahead inc case,2023-07-15,LV,point,NA,46,6
2023-07-10,1 wk ahead inc case,2023-07-15,MT,point,NA,80,6
2023-07-10,1 wk ahead inc case,2023-07-15,NL,point,NA,112,5
2023-07-10,1 wk ahead inc case,2023-07-15,NO,point,NA,122,6
2023-07-10,1 wk ahead inc case,2023-07-15,PL,point,NA,58,8
2023-07-10,1 wk ahead inc case,2023-07-15,PT,point,NA,967,6
2023-07-10,1 wk ahead inc case,2023-07-15,RO,point,NA,400,6
2023-07-10,1 wk ahead inc case,2023-07-15,SE,point,NA,284,6
2023-07-10,1 wk ahead inc case,2023-07-15,SI,point,NA,20,6
2023-07-10,1 wk ahead inc case,2023-07-15,SK,point,NA,27,6
2023-07-10,2 wk ahead inc case,2023-07-22,AT,point,NA,656,6
2023-07-10,2 wk ahead inc case,2023-07-22,BE,point,NA,107,5
2023-07-10,2 wk ahead inc case,2023-07-22,BG,point,NA,205,5
2023-07-10,2 wk ahead inc case,2023-07-22,CH,point,NA,0,1
2023-07-10,2 wk ahead inc case,2023-07-22,CY,point,NA,148,4
2023-07-10,2 wk ahead inc case,2023-07-22,CZ,point,NA,62,6
2023-07-10,2 wk ahead inc case,2023-07-22,DE,point,NA,992,5
2023-07-10,2 wk ahead inc case,2023-07-22,DK,point,NA,92,5
2023-07-10,2 wk ahead inc case,2023-07-22,EE,point,NA,36,6
2023-07-10,2 wk ahead inc case,2023-07-22,ES,point,NA,3778,5
