forecast_date,target,target_end_date,location,type,quantile,value,n_models
2024-01-08,1 wk ahead inc case,2024-01-13,AT,point,NA,825,1
2024-01-08,1 wk ahead inc case,2024-01-13,BE,point,NA,2923,3
2024-01-08,1 wk ahead inc case,2024-01-13,BG,point,NA,1114,4
2024-01-08,1 wk ahead inc case,2024-01-13,CY,point,NA,308,1
2024-01-08,1 wk ahead inc case,2024-01-13,CZ,point,NA,5732,4
2024-01-08,1 wk ahead inc case,2024-01-13,DE,point,NA,1099,1
2024-01-08,1 wk ahead inc case,2024-01-13,DK,point,NA,2038,1
2024-01-08,1 wk ahead inc case,2024-01-13,EE,point,NA,808,1
2024-01-08,1 wk ahead inc case,2024-01-13,ES,point,NA,1764,1
2024-01-08,1 wk ahead inc case,2024-01-13,FI,point,NA,512,1
2024-01-08,1 wk ahead inc case,2024-01-13,FR,point,NA,8794,1
2024-01-08,1 wk ahead inc case,2024-01-13,GR,point,NA,21289,4
2024-01-08,1 wk ahead inc case,2024-01-13,HR,point,NA,4059,3
2024-01-08,1 wk ahead inc case,2024-01-13,HU,point,NA,3036,1
2024-01-08,1 wk ahead inc case,2024-01-13,IE,point,NA,632,4
2024-01-08,1 wk ahead inc case,2024-01-13,IS,point,NA,40,3
2024-01-08,1 wk ahead inc case,2024-01-13,IT,point,NA,36302,4
2024-01-08,1 wk ahead inc case,2024-01-13,LI,point,NA,4,3
2024-01-08,1 wk ahead inc case,2024-01-13,LT,point,NA,3906,1
2024-01-08,1 wk ahead inc case,2024-01-13,LU,point,NA,434,3
2024-01-08,1 wk ahead inc case,2024-01-13,LV,point,NA,270,1
2024-01-08,1 wk ahead inc case,2024-01-13,MT,point,NA,86,4
2024-01-08,1 wk ahead inc case,2024-01-13,NL,point,NA,1086,3
2024-01-08,1 wk ahead inc case,2024-01-13,NO,point,NA,1246,4
2024-01-08,1 wk ahead inc case,2024-01-13,PL,point,NA,9155,5
2024-01-08,1 wk ahead inc case,2024-01-13,PT,point,NA,608,4
2024-01-08,1 wk ahead inc case,2024-01-13,RO,point,NA,1864,4
2024-01-08,1 wk ahead inc case,2024-01-13,SE,point,NA,1652,4
2024-01-08,1 wk ahead inc case,2024-01-13,SI,point,NA,695,4
2024-01-08,1 wk ahead inc case,2024-01-13,SK,point,NA,638,4
2024-01-08,2 wk ahead inc case,2024-01-20,AT,point,NA,825,1
2024-01-08,2 wk ahead inc case,2024-01-20,BE,point,NA,2923,3
2024-01-08,2 wk ahead inc case,2024-01-20,BG,point,NA,1048,4
2024-01-08,2 wk ahead inc case,2024-01-20,CY,point,NA,308,1
2024-01-08,2 wk ahead inc case,2024-01-20,CZ,point,NA,5064,4
2024-01-08,2 wk ahead inc case,2024-01-20,DE,point,NA,1099,1
2024-01-08,2 wk ahead inc case,2024-01-20,DK,point,NA,2038,1
2024-01-08,2 wk ahead inc case,2024-01-20,EE,point,NA,808,1
2024-01-08,2 wk ahead inc case,2024-01-20,ES,point,NA,1764,1
2024-01-08,2 wk ahead inc case,2024-01-20,FI,point,NA,512,1
2024-01-08,2 wk ahead inc case,2024-01-20,FR,point,NA,8794,1
2024-01-08,2 wk ahead inc case,2024-01-20,GR,point,NA,22434,4
2024-01-08,2 wk ahead inc case,2024-01-20,HR,point,NA,4088,3
2024-01-08,2 wk ahead inc case,2024-01-20,HU,point,NA,3036,1
2024-01-08,2 wk ahead inc case,2024-01-20,IE,point,NA,613,4
2024-01-08,2 wk ahead inc case,2024-01-20,IS,point,NA,39,3
2024-01-08,2 wk ahead inc case,2024-01-20,IT,point,NA,34945,4
2024-01-08,2 wk ahead inc case,2024-01-20,LI,point,NA,5,3
2024-01-08,2 wk ahead inc case,2024-01-20,LT,point,NA,3906,1
2024-01-08,2 wk ahead inc case,2024-01-20,LU,point,NA,413,3
2024-01-08,2 wk ahead inc case,2024-01-20,LV,point,NA,270,1
2024-01-08,2 wk ahead inc case,2024-01-20,MT,point,NA,88,4
2024-01-08,2 wk ahead inc case,2024-01-20,NL,point,NA,1110,3
2024-01-08,2 wk ahead inc case,2024-01-20,NO,point,NA,1177,4
2024-01-08,2 wk ahead inc case,2024-01-20,PL,point,NA,8572,5
2024-01-08,2 wk ahead inc case,2024-01-20,PT,point,NA,729,4
2024-01-08,2 wk ahead inc case,2024-01-20,RO,point,NA,1878,4
2024-01-08,2 wk ahead inc case,2024-01-20,SE,point,NA,1537,4
2024-01-08,2 wk ahead inc case,2024-01-20,SI,point,NA,680,4
2024-01-08,2 wk ahead inc case,2024-01-20,SK,point,NA,616,4
2024-01-08,3 wk ahead inc case,2024-01-27,AT,point,NA,825,1
2024-01-08,3 wk ahead inc case,2024-01-27,BE,point,NA,2923,3
2024-01-08,3 wk ahead inc case,2024-01-27,BG,point,NA,1014,4
2024-01-08,3 wk ahead inc case,2024-01-27,CY,point,NA,308,1
2024-01-08,3 wk ahead inc case,2024-01-27,CZ,point,NA,4664,4
2024-01-08,3 wk ahead inc case,2024-01-27,DE,point,NA,1099,1
2024-01-08,3 wk ahead inc case,2024-01-27,DK,point,NA,2038,1
2024-01-08,3 wk ahead inc case,2024-01-27,EE,point,NA,808,1
2024-01-08,3 wk ahead inc case,2024-01-27,ES,point,NA,1764,1
2024-01-08,3 wk ahead inc case,2024-01-27,FI,point,NA,512,1
2024-01-08,3 wk ahead inc case,2024-01-27,FR,point,NA,8794,1
2024-01-08,3 wk ahead inc case,2024-01-27,GR,point,NA,23652,4
2024-01-08,3 wk ahead inc case,2024-01-27,HR,point,NA,4120,3
2024-01-08,3 wk ahead inc case,2024-01-27,HU,point,NA,3036,1
2024-01-08,3 wk ahead inc case,2024-01-27,IE,point,NA,600,4
2024-01-08,3 wk ahead inc case,2024-01-27,IS,point,NA,39,3
2024-01-08,3 wk ahead inc case,2024-01-27,IT,point,NA,35132,4
2024-01-08,3 wk ahead inc case,2024-01-27,LI,point,NA,5,3
2024-01-08,3 wk ahead inc case,2024-01-27,LT,point,NA,3906,1
2024-01-08,3 wk ahead inc case,2024-01-27,LU,point,NA,395,3
2024-01-08,3 wk ahead inc case,2024-01-27,LV,point,NA,270,1
2024-01-08,3 wk ahead inc case,2024-01-27,MT,point,NA,88,4
2024-01-08,3 wk ahead inc case,2024-01-27,NL,point,NA,1136,3
2024-01-08,3 wk ahead inc case,2024-01-27,NO,point,NA,1135,4
2024-01-08,3 wk ahead inc case,2024-01-27,PL,point,NA,8605,5
2024-01-08,3 wk ahead inc case,2024-01-27,PT,point,NA,774,4
2024-01-08,3 wk ahead inc case,2024-01-27,RO,point,NA,1850,4
2024-01-08,3 wk ahead inc case,2024-01-27,SE,point,NA,1421,4
2024-01-08,3 wk ahead inc case,2024-01-27,SI,point,NA,658,4
2024-01-08,3 wk ahead inc case,2024-01-27,SK,point,NA,602,4
2024-01-08,4 wk ahead inc case,2024-02-03,AT,point,NA,825,1
2024-01-08,4 wk ahead inc case,2024-02-03,BE,point,NA,2923,3
2024-01-08,4 wk ahead inc case,2024-02-03,BG,point,NA,1001,4
2024-01-08,4 wk ahead inc case,2024-02-03,CY,point,NA,308,1
2024-01-08,4 wk ahead inc case,2024-02-03,CZ,point,NA,4710,4
2024-01-08,4 wk ahead inc case,2024-02-03,DE,point,NA,1099,1
2024-01-08,4 wk ahead inc case,2024-02-03,DK,point,NA,2038,1
2024-01-08,4 wk ahead inc case,2024-02-03,EE,point,NA,808,1
2024-01-08,4 wk ahead inc case,2024-02-03,ES,point,NA,1764,1
2024-01-08,4 wk ahead inc case,2024-02-03,FI,point,NA,512,1
2024-01-08,4 wk ahead inc case,2024-02-03,FR,point,NA,8794,1
2024-01-08,4 wk ahead inc case,2024-02-03,GR,point,NA,25004,4
2024-01-08,4 wk ahead inc case,2024-02-03,HR,point,NA,4169,3
2024-01-08,4 wk ahead inc case,2024-02-03,HU,point,NA,3036,1
2024-01-08,4 wk ahead inc case,2024-02-03,IE,point,NA,626,4
2024-01-08,4 wk ahead inc case,2024-02-03,IS,point,NA,38,3
2024-01-08,4 wk ahead inc case,2024-02-03,IT,point,NA,35176,4
2024-01-08,4 wk ahead inc case,2024-02-03,LI,point,NA,7,3
2024-01-08,4 wk ahead inc case,2024-02-03,LT,point,NA,3906,1
2024-01-08,4 wk ahead inc case,2024-02-03,LU,point,NA,395,3
2024-01-08,4 wk ahead inc case,2024-02-03,LV,point,NA,270,1
2024-01-08,4 wk ahead inc case,2024-02-03,MT,point,NA,87,4
2024-01-08,4 wk ahead inc case,2024-02-03,NL,point,NA,1162,3
2024-01-08,4 wk ahead inc case,2024-02-03,NO,point,NA,1092,4
2024-01-08,4 wk ahead inc case,2024-02-03,PL,point,NA,9365,5
2024-01-08,4 wk ahead inc case,2024-02-03,PT,point,NA,768,4
2024-01-08,4 wk ahead inc case,2024-02-03,RO,point,NA,1832,4
2024-01-08,4 wk ahead inc case,2024-02-03,SE,point,NA,1340,4
2024-01-08,4 wk ahead inc case,2024-02-03,SI,point,NA,633,4
2024-01-08,4 wk ahead inc case,2024-02-03,SK,point,NA,670,4
2024-01-08,1 wk ahead inc death,2024-01-13,AT,point,NA,5,1
