forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-03-27,1 wk ahead inc case,2023-04-01,AT,point,NA,25901,4
2023-03-27,1 wk ahead inc case,2023-04-01,BE,point,NA,10524,4
2023-03-27,1 wk ahead inc case,2023-04-01,BG,point,NA,581,3
2023-03-27,1 wk ahead inc case,2023-04-01,CY,point,NA,1027,3
2023-03-27,1 wk ahead inc case,2023-04-01,CZ,point,NA,5779,4
2023-03-27,1 wk ahead inc case,2023-04-01,DE,point,NA,40090,3
2023-03-27,1 wk ahead inc case,2023-04-01,DK,point,NA,698,4
2023-03-27,1 wk ahead inc case,2023-04-01,EE,point,NA,347,4
2023-03-27,1 wk ahead inc case,2023-04-01,ES,point,NA,6157,4
2023-03-27,1 wk ahead inc case,2023-04-01,FI,point,NA,702,4
2023-03-27,1 wk ahead inc case,2023-04-01,FR,point,NA,47212,4
2023-03-27,1 wk ahead inc case,2023-04-01,GR,point,NA,6219,4
2023-03-27,1 wk ahead inc case,2023-04-01,HR,point,NA,0,1
2023-03-27,1 wk ahead inc case,2023-04-01,HU,point,NA,760,3
2023-03-27,1 wk ahead inc case,2023-04-01,IE,point,NA,751,4
2023-03-27,1 wk ahead inc case,2023-04-01,IS,point,NA,29,3
2023-03-27,1 wk ahead inc case,2023-04-01,IT,point,NA,19564,4
2023-03-27,1 wk ahead inc case,2023-04-01,LI,point,NA,6,3
2023-03-27,1 wk ahead inc case,2023-04-01,LT,point,NA,781,3
2023-03-27,1 wk ahead inc case,2023-04-01,LU,point,NA,1750,4
2023-03-27,1 wk ahead inc case,2023-04-01,LV,point,NA,182,4
2023-03-27,1 wk ahead inc case,2023-04-01,MT,point,NA,148,4
2023-03-27,1 wk ahead inc case,2023-04-01,NL,point,NA,3721,3
2023-03-27,1 wk ahead inc case,2023-04-01,NO,point,NA,372,4
2023-03-27,1 wk ahead inc case,2023-04-01,PL,point,NA,19815,7
2023-03-27,1 wk ahead inc case,2023-04-01,PT,point,NA,1648,4
2023-03-27,1 wk ahead inc case,2023-04-01,RO,point,NA,8050,4
2023-03-27,1 wk ahead inc case,2023-04-01,SE,point,NA,828,4
2023-03-27,1 wk ahead inc case,2023-04-01,SI,point,NA,2880,5
2023-03-27,1 wk ahead inc case,2023-04-01,SK,point,NA,1250,4
2023-03-27,2 wk ahead inc case,2023-04-08,AT,point,NA,25356,4
2023-03-27,2 wk ahead inc case,2023-04-08,BE,point,NA,10440,4
2023-03-27,2 wk ahead inc case,2023-04-08,BG,point,NA,607,3
2023-03-27,2 wk ahead inc case,2023-04-08,CY,point,NA,885,3
2023-03-27,2 wk ahead inc case,2023-04-08,CZ,point,NA,5580,4
2023-03-27,2 wk ahead inc case,2023-04-08,DE,point,NA,33830,3
2023-03-27,2 wk ahead inc case,2023-04-08,DK,point,NA,676,4
2023-03-27,2 wk ahead inc case,2023-04-08,EE,point,NA,344,4
2023-03-27,2 wk ahead inc case,2023-04-08,ES,point,NA,6128,4
2023-03-27,2 wk ahead inc case,2023-04-08,FI,point,NA,686,4
2023-03-27,2 wk ahead inc case,2023-04-08,FR,point,NA,46219,4
2023-03-27,2 wk ahead inc case,2023-04-08,GR,point,NA,5392,4
2023-03-27,2 wk ahead inc case,2023-04-08,HR,point,NA,0,1
2023-03-27,2 wk ahead inc case,2023-04-08,HU,point,NA,747,3
2023-03-27,2 wk ahead inc case,2023-04-08,IE,point,NA,725,4
2023-03-27,2 wk ahead inc case,2023-04-08,IS,point,NA,25,3
2023-03-27,2 wk ahead inc case,2023-04-08,IT,point,NA,18673,4
2023-03-27,2 wk ahead inc case,2023-04-08,LI,point,NA,5,3
2023-03-27,2 wk ahead inc case,2023-04-08,LT,point,NA,685,3
2023-03-27,2 wk ahead inc case,2023-04-08,LU,point,NA,1689,4
2023-03-27,2 wk ahead inc case,2023-04-08,LV,point,NA,174,4
2023-03-27,2 wk ahead inc case,2023-04-08,MT,point,NA,150,4
2023-03-27,2 wk ahead inc case,2023-04-08,NL,point,NA,3724,3
2023-03-27,2 wk ahead inc case,2023-04-08,NO,point,NA,382,4
2023-03-27,2 wk ahead inc case,2023-04-08,PL,point,NA,18661,7
2023-03-27,2 wk ahead inc case,2023-04-08,PT,point,NA,1616,4
2023-03-27,2 wk ahead inc case,2023-04-08,RO,point,NA,8476,4
2023-03-27,2 wk ahead inc case,2023-04-08,SE,point,NA,783,4
2023-03-27,2 wk ahead inc case,2023-04-08,SI,point,NA,2834,5
2023-03-27,2 wk ahead inc case,2023-04-08,SK,point,NA,1207,4
2023-03-27,3 wk ahead inc case,2023-04-15,AT,point,NA,24442,4
2023-03-27,3 wk ahead inc case,2023-04-15,BE,point,NA,10093,4
2023-03-27,3 wk ahead inc case,2023-04-15,BG,point,NA,628,3
2023-03-27,3 wk ahead inc case,2023-04-15,CY,point,NA,754,3
2023-03-27,3 wk ahead inc case,2023-04-15,CZ,point,NA,5458,4
