forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-08-14,1 wk ahead inc case,2023-08-19,AT,point,NA,441,3
2023-08-14,1 wk ahead inc case,2023-08-19,BE,point,NA,218,5
2023-08-14,1 wk ahead inc case,2023-08-19,BG,point,NA,204,5
2023-08-14,1 wk ahead inc case,2023-08-19,CH,point,NA,0,1
2023-08-14,1 wk ahead inc case,2023-08-19,CY,point,NA,922,4
2023-08-14,1 wk ahead inc case,2023-08-19,CZ,point,NA,128,6
2023-08-14,1 wk ahead inc case,2023-08-19,DE,point,NA,527,3
2023-08-14,1 wk ahead inc case,2023-08-19,DK,point,NA,89,5
2023-08-14,1 wk ahead inc case,2023-08-19,EE,point,NA,43,6
2023-08-14,1 wk ahead inc case,2023-08-19,ES,point,NA,1280,3
2023-08-14,1 wk ahead inc case,2023-08-19,FI,point,NA,209,4
2023-08-14,1 wk ahead inc case,2023-08-19,FR,point,NA,4988,3
2023-08-14,1 wk ahead inc case,2023-08-19,GB,point,NA,0,1
2023-08-14,1 wk ahead inc case,2023-08-19,GR,point,NA,4854,6
2023-08-14,1 wk ahead inc case,2023-08-19,HR,point,NA,82,4
2023-08-14,1 wk ahead inc case,2023-08-19,HU,point,NA,24,5
2023-08-14,1 wk ahead inc case,2023-08-19,IE,point,NA,381,6
2023-08-14,1 wk ahead inc case,2023-08-19,IS,point,NA,25,5
2023-08-14,1 wk ahead inc case,2023-08-19,IT,point,NA,7355,4
2023-08-14,1 wk ahead inc case,2023-08-19,LI,point,NA,0,4
2023-08-14,1 wk ahead inc case,2023-08-19,LT,point,NA,80,5
2023-08-14,1 wk ahead inc case,2023-08-19,LU,point,NA,33,5
2023-08-14,1 wk ahead inc case,2023-08-19,LV,point,NA,15,6
2023-08-14,1 wk ahead inc case,2023-08-19,MT,point,NA,149,6
2023-08-14,1 wk ahead inc case,2023-08-19,NL,point,NA,96,5
2023-08-14,1 wk ahead inc case,2023-08-19,NO,point,NA,147,6
2023-08-14,1 wk ahead inc case,2023-08-19,PL,point,NA,88,8
2023-08-14,1 wk ahead inc case,2023-08-19,PT,point,NA,1769,6
2023-08-14,1 wk ahead inc case,2023-08-19,RO,point,NA,791,6
2023-08-14,1 wk ahead inc case,2023-08-19,SE,point,NA,182,6
2023-08-14,1 wk ahead inc case,2023-08-19,SI,point,NA,15,6
2023-08-14,1 wk ahead inc case,2023-08-19,SK,point,NA,11,6
2023-08-14,2 wk ahead inc case,2023-08-26,AT,point,NA,391,3
2023-08-14,2 wk ahead inc case,2023-08-26,BE,point,NA,214,5
2023-08-14,2 wk ahead inc case,2023-08-26,BG,point,NA,177,5
2023-08-14,2 wk ahead inc case,2023-08-26,CH,point,NA,0,1
2023-08-14,2 wk ahead inc case,2023-08-26,CY,point,NA,874,4
2023-08-14,2 wk ahead inc case,2023-08-26,CZ,point,NA,128,6
2023-08-14,2 wk ahead inc case,2023-08-26,DE,point,NA,462,3
2023-08-14,2 wk ahead inc case,2023-08-26,DK,point,NA,91,5
2023-08-14,2 wk ahead inc case,2023-08-26,EE,point,NA,42,6
2023-08-14,2 wk ahead inc case,2023-08-26,ES,point,NA,1084,3
2023-08-14,2 wk ahead inc case,2023-08-26,FI,point,NA,178,4
2023-08-14,2 wk ahead inc case,2023-08-26,FR,point,NA,4415,3
2023-08-14,2 wk ahead inc case,2023-08-26,GB,point,NA,0,1
2023-08-14,2 wk ahead inc case,2023-08-26,GR,point,NA,5493,6
2023-08-14,2 wk ahead inc case,2023-08-26,HR,point,NA,78,4
2023-08-14,2 wk ahead inc case,2023-08-26,HU,point,NA,26,5
