forecast_date,target,target_end_date,location,type,quantile,value,n_models
2024-08-05,1 wk ahead inc case,2024-08-10,AT,point,NA,15,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,point,NA,1315,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,point,NA,193,1
2024-08-05,1 wk ahead inc case,2024-08-10,CZ,point,NA,438,1
2024-08-05,1 wk ahead inc case,2024-08-10,GR,point,NA,6453,1
2024-08-05,1 wk ahead inc case,2024-08-10,HU,point,NA,67,1
2024-08-05,1 wk ahead inc case,2024-08-10,IE,point,NA,877,1
2024-08-05,1 wk ahead inc case,2024-08-10,IS,point,NA,39,1
2024-08-05,1 wk ahead inc case,2024-08-10,LI,point,NA,2,1
2024-08-05,1 wk ahead inc case,2024-08-10,LT,point,NA,643,1
2024-08-05,1 wk ahead inc case,2024-08-10,LU,point,NA,208,1
2024-08-05,1 wk ahead inc case,2024-08-10,MT,point,NA,137,1
2024-08-05,1 wk ahead inc case,2024-08-10,NL,point,NA,536,1
2024-08-05,1 wk ahead inc case,2024-08-10,NO,point,NA,728,1
2024-08-05,1 wk ahead inc case,2024-08-10,PL,point,NA,1847,1
2024-08-05,1 wk ahead inc case,2024-08-10,PT,point,NA,1687,1
2024-08-05,1 wk ahead inc case,2024-08-10,RO,point,NA,3719,1
2024-08-05,1 wk ahead inc case,2024-08-10,SE,point,NA,621,1
2024-08-05,1 wk ahead inc case,2024-08-10,SI,point,NA,101,1
2024-08-05,1 wk ahead inc case,2024-08-10,SK,point,NA,29,1
2024-08-05,2 wk ahead inc case,2024-08-17,AT,point,NA,15,1
2024-08-05,2 wk ahead inc case,2024-08-17,BE,point,NA,1310,1
2024-08-05,2 wk ahead inc case,2024-08-17,BG,point,NA,215,1
2024-08-05,2 wk ahead inc case,2024-08-17,CZ,point,NA,440,1
2024-08-05,2 wk ahead inc case,2024-08-17,GR,point,NA,6627,1
2024-08-05,2 wk ahead inc case,2024-08-17,HU,point,NA,70,1
2024-08-05,2 wk ahead inc case,2024-08-17,IE,point,NA,871,1
2024-08-05,2 wk ahead inc case,2024-08-17,IS,point,NA,41,1
2024-08-05,2 wk ahead inc case,2024-08-17,LI,point,NA,2,1
2024-08-05,2 wk ahead inc case,2024-08-17,LT,point,NA,635,1
2024-08-05,2 wk ahead inc case,2024-08-17,LU,point,NA,213,1
2024-08-05,2 wk ahead inc case,2024-08-17,MT,point,NA,140,1
2024-08-05,2 wk ahead inc case,2024-08-17,NL,point,NA,538,1
2024-08-05,2 wk ahead inc case,2024-08-17,NO,point,NA,741,1
2024-08-05,2 wk ahead inc case,2024-08-17,PL,point,NA,1911,1
2024-08-05,2 wk ahead inc case,2024-08-17,PT,point,NA,1688,1
2024-08-05,2 wk ahead inc case,2024-08-17,RO,point,NA,4178,1
2024-08-05,2 wk ahead inc case,2024-08-17,SE,point,NA,634,1
2024-08-05,2 wk ahead inc case,2024-08-17,SI,point,NA,104,1
2024-08-05,2 wk ahead inc case,2024-08-17,SK,point,NA,29,1
2024-08-05,3 wk ahead inc case,2024-08-24,AT,point,NA,15,1
2024-08-05,3 wk ahead inc case,2024-08-24,BE,point,NA,1317,1
2024-08-05,3 wk ahead inc case,2024-08-24,BG,point,NA,240,1
2024-08-05,3 wk ahead inc case,2024-08-24,CZ,point,NA,439,1
2024-08-05,3 wk ahead inc case,2024-08-24,GR,point,NA,6851,1
2024-08-05,3 wk ahead inc case,2024-08-24,HU,point,NA,57,1
2024-08-05,3 wk ahead inc case,2024-08-24,IE,point,NA,895,1
2024-08-05,3 wk ahead inc case,2024-08-24,IS,point,NA,41,1
2024-08-05,3 wk ahead inc case,2024-08-24,LI,point,NA,2,1
2024-08-05,3 wk ahead inc case,2024-08-24,LT,point,NA,644,1
2024-08-05,3 wk ahead inc case,2024-08-24,LU,point,NA,216,1
2024-08-05,3 wk ahead inc case,2024-08-24,MT,point,NA,141,1
2024-08-05,3 wk ahead inc case,2024-08-24,NL,point,NA,507,1
2024-08-05,3 wk ahead inc case,2024-08-24,NO,point,NA,761,1
2024-08-05,3 wk ahead inc case,2024-08-24,PL,point,NA,1925,1
2024-08-05,3 wk ahead inc case,2024-08-24,PT,point,NA,1629,1
2024-08-05,3 wk ahead inc case,2024-08-24,RO,point,NA,4437,1
2024-08-05,3 wk ahead inc case,2024-08-24,SE,point,NA,641,1
2024-08-05,3 wk ahead inc case,2024-08-24,SI,point,NA,105,1
2024-08-05,3 wk ahead inc case,2024-08-24,SK,point,NA,28,1
2024-08-05,4 wk ahead inc case,2024-08-31,AT,point,NA,14,1
2024-08-05,4 wk ahead inc case,2024-08-31,BE,point,NA,1274,1
2024-08-05,4 wk ahead inc case,2024-08-31,BG,point,NA,288,1
2024-08-05,4 wk ahead inc case,2024-08-31,CZ,point,NA,441,1
2024-08-05,4 wk ahead inc case,2024-08-31,GR,point,NA,7063,1
2024-08-05,4 wk ahead inc case,2024-08-31,HU,point,NA,65,1
2024-08-05,4 wk ahead inc case,2024-08-31,IE,point,NA,872,1
2024-08-05,4 wk ahead inc case,2024-08-31,IS,point,NA,41,1
2024-08-05,4 wk ahead inc case,2024-08-31,LI,point,NA,2,1
2024-08-05,4 wk ahead inc case,2024-08-31,LT,point,NA,672,1
2024-08-05,4 wk ahead inc case,2024-08-31,LU,point,NA,207,1
2024-08-05,4 wk ahead inc case,2024-08-31,MT,point,NA,146,1
2024-08-05,4 wk ahead inc case,2024-08-31,NL,point,NA,536,1
2024-08-05,4 wk ahead inc case,2024-08-31,NO,point,NA,824,1
2024-08-05,4 wk ahead inc case,2024-08-31,PL,point,NA,2073,1
2024-08-05,4 wk ahead inc case,2024-08-31,PT,point,NA,1663,1
2024-08-05,4 wk ahead inc case,2024-08-31,RO,point,NA,4876,1
2024-08-05,4 wk ahead inc case,2024-08-31,SE,point,NA,677,1
2024-08-05,4 wk ahead inc case,2024-08-31,SI,point,NA,105,1
2024-08-05,4 wk ahead inc case,2024-08-31,SK,point,NA,29,1
2024-08-05,1 wk ahead inc death,2024-08-10,BG,point,NA,0,3
2024-08-05,1 wk ahead inc death,2024-08-10,CY,point,NA,0,1
2024-08-05,1 wk ahead inc death,2024-08-10,CZ,point,NA,0,3
2024-08-05,1 wk ahead inc death,2024-08-10,GR,point,NA,37,3
2024-08-05,1 wk ahead inc death,2024-08-10,IE,point,NA,8,2
2024-08-05,1 wk ahead inc death,2024-08-10,IT,point,NA,16,2
2024-08-05,1 wk ahead inc death,2024-08-10,LI,point,NA,0,1
2024-08-05,1 wk ahead inc death,2024-08-10,LT,point,NA,1,3
2024-08-05,1 wk ahead inc death,2024-08-10,MT,point,NA,2,3
2024-08-05,1 wk ahead inc death,2024-08-10,PL,point,NA,2,3
2024-08-05,1 wk ahead inc death,2024-08-10,PT,point,NA,65,1
2024-08-05,1 wk ahead inc death,2024-08-10,RO,point,NA,3,3
2024-08-05,1 wk ahead inc death,2024-08-10,SE,point,NA,6,3
2024-08-05,1 wk ahead inc death,2024-08-10,SI,point,NA,2,3
2024-08-05,1 wk ahead inc death,2024-08-10,SK,point,NA,0,3
2024-08-05,2 wk ahead inc death,2024-08-17,BG,point,NA,0,3
2024-08-05,2 wk ahead inc death,2024-08-17,CY,point,NA,0,1
2024-08-05,2 wk ahead inc death,2024-08-17,CZ,point,NA,0,3
2024-08-05,2 wk ahead inc death,2024-08-17,GR,point,NA,38,3
2024-08-05,2 wk ahead inc death,2024-08-17,IE,point,NA,8,2
2024-08-05,2 wk ahead inc death,2024-08-17,IT,point,NA,16,2
2024-08-05,2 wk ahead inc death,2024-08-17,LI,point,NA,0,1
2024-08-05,2 wk ahead inc death,2024-08-17,LT,point,NA,1,3
2024-08-05,2 wk ahead inc death,2024-08-17,MT,point,NA,2,3
2024-08-05,2 wk ahead inc death,2024-08-17,PL,point,NA,2,3
2024-08-05,2 wk ahead inc death,2024-08-17,PT,point,NA,66,1
2024-08-05,2 wk ahead inc death,2024-08-17,RO,point,NA,3,3
2024-08-05,2 wk ahead inc death,2024-08-17,SE,point,NA,6,3
2024-08-05,2 wk ahead inc death,2024-08-17,SI,point,NA,2,3
2024-08-05,2 wk ahead inc death,2024-08-17,SK,point,NA,0,3
2024-08-05,3 wk ahead inc death,2024-08-24,BG,point,NA,0,3
2024-08-05,3 wk ahead inc death,2024-08-24,CY,point,NA,0,1
2024-08-05,3 wk ahead inc death,2024-08-24,CZ,point,NA,0,3
2024-08-05,3 wk ahead inc death,2024-08-24,GR,point,NA,37,3
2024-08-05,3 wk ahead inc death,2024-08-24,IE,point,NA,8,2
2024-08-05,3 wk ahead inc death,2024-08-24,IT,point,NA,15,2
2024-08-05,3 wk ahead inc death,2024-08-24,LI,point,NA,0,1
2024-08-05,3 wk ahead inc death,2024-08-24,LT,point,NA,1,3
2024-08-05,3 wk ahead inc death,2024-08-24,MT,point,NA,2,3
2024-08-05,3 wk ahead inc death,2024-08-24,PL,point,NA,2,3
2024-08-05,3 wk ahead inc death,2024-08-24,PT,point,NA,66,1
2024-08-05,3 wk ahead inc death,2024-08-24,RO,point,NA,3,3
2024-08-05,3 wk ahead inc death,2024-08-24,SE,point,NA,6,3
2024-08-05,3 wk ahead inc death,2024-08-24,SI,point,NA,2,3
2024-08-05,3 wk ahead inc death,2024-08-24,SK,point,NA,0,3
2024-08-05,4 wk ahead inc death,2024-08-31,BG,point,NA,0,3
2024-08-05,4 wk ahead inc death,2024-08-31,CY,point,NA,0,1
2024-08-05,4 wk ahead inc death,2024-08-31,CZ,point,NA,0,3
2024-08-05,4 wk ahead inc death,2024-08-31,GR,point,NA,39,3
2024-08-05,4 wk ahead inc death,2024-08-31,IE,point,NA,8,2
2024-08-05,4 wk ahead inc death,2024-08-31,IT,point,NA,15,2
2024-08-05,4 wk ahead inc death,2024-08-31,LI,point,NA,0,1
2024-08-05,4 wk ahead inc death,2024-08-31,LT,point,NA,1,3
2024-08-05,4 wk ahead inc death,2024-08-31,MT,point,NA,2,3
2024-08-05,4 wk ahead inc death,2024-08-31,PL,point,NA,2,3
2024-08-05,4 wk ahead inc death,2024-08-31,PT,point,NA,65,1
2024-08-05,4 wk ahead inc death,2024-08-31,RO,point,NA,3,3
2024-08-05,4 wk ahead inc death,2024-08-31,SE,point,NA,6,3
2024-08-05,4 wk ahead inc death,2024-08-31,SI,point,NA,2,3
2024-08-05,4 wk ahead inc death,2024-08-31,SK,point,NA,0,3
2024-08-05,1 wk ahead inc hosp,2024-08-10,CZ,point,NA,32,1
2024-08-05,2 wk ahead inc hosp,2024-08-17,CZ,point,NA,32,1
2024-08-05,3 wk ahead inc hosp,2024-08-24,CZ,point,NA,32,1
2024-08-05,4 wk ahead inc hosp,2024-08-31,CZ,point,NA,33,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.01,0,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.025,2,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.05,4,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.1,6,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.15,8,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.2,10,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.25,10,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.3,11,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.35,12,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.4,13,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.45,14,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.5,15,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.55,15,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.6,16,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.65,17,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.7,18,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.75,19,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.8,20,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.85,21,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.9,23,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.95,25,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.975,26,1
2024-08-05,1 wk ahead inc case,2024-08-10,AT,quantile,0.99,29,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.01,281,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.025,437,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.05,632,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.1,776,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.15,885,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.2,975,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.25,1030,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.3,1112,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.35,1171,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.4,1223,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.45,1268,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.5,1315,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.55,1381,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.6,1433,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.65,1483,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.7,1544,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.75,1600,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.8,1674,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.85,1732,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.9,1817,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.95,1960,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.975,2080,1
2024-08-05,1 wk ahead inc case,2024-08-10,BE,quantile,0.99,2269,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,quantile,0.01,0,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,quantile,0.025,20,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,quantile,0.05,43,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,quantile,0.1,74,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,quantile,0.15,100,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,quantile,0.2,118,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,quantile,0.25,131,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,quantile,0.3,145,1
2024-08-05,1 wk ahead inc case,2024-08-10,BG,quantile,0.35,158,1
