forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-09-04,1 wk ahead inc case,2023-09-09,AT,point,NA,412,2
2023-09-04,1 wk ahead inc case,2023-09-09,BE,point,NA,1618,5
2023-09-04,1 wk ahead inc case,2023-09-09,BG,point,NA,305,5
2023-09-04,1 wk ahead inc case,2023-09-09,CH,point,NA,0,1
2023-09-04,1 wk ahead inc case,2023-09-09,CY,point,NA,1086,5
2023-09-04,1 wk ahead inc case,2023-09-09,CZ,point,NA,436,6
2023-09-04,1 wk ahead inc case,2023-09-09,DE,point,NA,1008,3
2023-09-04,1 wk ahead inc case,2023-09-09,DK,point,NA,68,3
2023-09-04,1 wk ahead inc case,2023-09-09,EE,point,NA,17,5
2023-09-04,1 wk ahead inc case,2023-09-09,ES,point,NA,1764,3
2023-09-04,1 wk ahead inc case,2023-09-09,FI,point,NA,224,4
2023-09-04,1 wk ahead inc case,2023-09-09,FR,point,NA,4397,2
2023-09-04,1 wk ahead inc case,2023-09-09,GB,point,NA,0,1
2023-09-04,1 wk ahead inc case,2023-09-09,GR,point,NA,7250,6
2023-09-04,1 wk ahead inc case,2023-09-09,HR,point,NA,702,4
2023-09-04,1 wk ahead inc case,2023-09-09,HU,point,NA,154,5
2023-09-04,1 wk ahead inc case,2023-09-09,IE,point,NA,949,6
2023-09-04,1 wk ahead inc case,2023-09-09,IS,point,NA,33,5
2023-09-04,1 wk ahead inc case,2023-09-09,IT,point,NA,5382,4
2023-09-04,1 wk ahead inc case,2023-09-09,LI,point,NA,2,4
2023-09-04,1 wk ahead inc case,2023-09-09,LT,point,NA,77,5
2023-09-04,1 wk ahead inc case,2023-09-09,LU,point,NA,67,5
2023-09-04,1 wk ahead inc case,2023-09-09,LV,point,NA,26,6
2023-09-04,1 wk ahead inc case,2023-09-09,MT,point,NA,152,6
2023-09-04,1 wk ahead inc case,2023-09-09,NL,point,NA,261,5
2023-09-04,1 wk ahead inc case,2023-09-09,NO,point,NA,312,6
2023-09-04,1 wk ahead inc case,2023-09-09,PL,point,NA,254,7
2023-09-04,1 wk ahead inc case,2023-09-09,PT,point,NA,3994,6
2023-09-04,1 wk ahead inc case,2023-09-09,RO,point,NA,3833,6
2023-09-04,1 wk ahead inc case,2023-09-09,SE,point,NA,358,6
2023-09-04,1 wk ahead inc case,2023-09-09,SI,point,NA,68,6
2023-09-04,1 wk ahead inc case,2023-09-09,SK,point,NA,40,6
2023-09-04,2 wk ahead inc case,2023-09-16,AT,point,NA,412,2
2023-09-04,2 wk ahead inc case,2023-09-16,BE,point,NA,1442,5
2023-09-04,2 wk ahead inc case,2023-09-16,BG,point,NA,305,5
2023-09-04,2 wk ahead inc case,2023-09-16,CH,point,NA,0,1
2023-09-04,2 wk ahead inc case,2023-09-16,CY,point,NA,1038,5
2023-09-04,2 wk ahead inc case,2023-09-16,CZ,point,NA,456,6
2023-09-04,2 wk ahead inc case,2023-09-16,DE,point,NA,956,3
2023-09-04,2 wk ahead inc case,2023-09-16,DK,point,NA,66,3
2023-09-04,2 wk ahead inc case,2023-09-16,EE,point,NA,17,5
2023-09-04,2 wk ahead inc case,2023-09-16,ES,point,NA,1764,3
2023-09-04,2 wk ahead inc case,2023-09-16,FI,point,NA,202,4
2023-09-04,2 wk ahead inc case,2023-09-16,FR,point,NA,4397,2
2023-09-04,2 wk ahead inc case,2023-09-16,GB,point,NA,0,1
2023-09-04,2 wk ahead inc case,2023-09-16,GR,point,NA,7400,6
2023-09-04,2 wk ahead inc case,2023-09-16,HR,point,NA,810,4
2023-09-04,2 wk ahead inc case,2023-09-16,HU,point,NA,258,5
2023-09-04,2 wk ahead inc case,2023-09-16,IE,point,NA,955,6
2023-09-04,2 wk ahead inc case,2023-09-16,IS,point,NA,33,5
2023-09-04,2 wk ahead inc case,2023-09-16,IT,point,NA,5923,4
2023-09-04,2 wk ahead inc case,2023-09-16,LI,point,NA,2,4
2023-09-04,2 wk ahead inc case,2023-09-16,LT,point,NA,78,5
2023-09-04,2 wk ahead inc case,2023-09-16,LU,point,NA,67,5
2023-09-04,2 wk ahead inc case,2023-09-16,LV,point,NA,25,6
2023-09-04,2 wk ahead inc case,2023-09-16,MT,point,NA,154,6
2023-09-04,2 wk ahead inc case,2023-09-16,NL,point,NA,309,5
2023-09-04,2 wk ahead inc case,2023-09-16,NO,point,NA,314,6
2023-09-04,2 wk ahead inc case,2023-09-16,PL,point,NA,254,7
2023-09-04,2 wk ahead inc case,2023-09-16,PT,point,NA,4026,6
2023-09-04,2 wk ahead inc case,2023-09-16,RO,point,NA,4180,6
2023-09-04,2 wk ahead inc case,2023-09-16,SE,point,NA,333,6
2023-09-04,2 wk ahead inc case,2023-09-16,SI,point,NA,71,6
2023-09-04,2 wk ahead inc case,2023-09-16,SK,point,NA,43,6
2023-09-04,3 wk ahead inc case,2023-09-23,AT,point,NA,412,2
2023-09-04,3 wk ahead inc case,2023-09-23,BE,point,NA,1809,5
2023-09-04,3 wk ahead inc case,2023-09-23,BG,point,NA,305,5
2023-09-04,3 wk ahead inc case,2023-09-23,CH,point,NA,0,1
2023-09-04,3 wk ahead inc case,2023-09-23,CY,point,NA,877,5
2023-09-04,3 wk ahead inc case,2023-09-23,CZ,point,NA,492,6
2023-09-04,3 wk ahead inc case,2023-09-23,DE,point,NA,982,3
2023-09-04,3 wk ahead inc case,2023-09-23,DK,point,NA,63,3
2023-09-04,3 wk ahead inc case,2023-09-23,EE,point,NA,17,5
2023-09-04,3 wk ahead inc case,2023-09-23,ES,point,NA,1764,3
2023-09-04,3 wk ahead inc case,2023-09-23,FI,point,NA,226,4
2023-09-04,3 wk ahead inc case,2023-09-23,FR,point,NA,4397,2
2023-09-04,3 wk ahead inc case,2023-09-23,GB,point,NA,0,1
2023-09-04,3 wk ahead inc case,2023-09-23,GR,point,NA,7374,6
2023-09-04,3 wk ahead inc case,2023-09-23,HR,point,NA,1072,4
2023-09-04,3 wk ahead inc case,2023-09-23,HU,point,NA,246,5
2023-09-04,3 wk ahead inc case,2023-09-23,IE,point,NA,958,6
2023-09-04,3 wk ahead inc case,2023-09-23,IS,point,NA,32,5
2023-09-04,3 wk ahead inc case,2023-09-23,IT,point,NA,6434,4
2023-09-04,3 wk ahead inc case,2023-09-23,LI,point,NA,2,4
2023-09-04,3 wk ahead inc case,2023-09-23,LT,point,NA,79,5
2023-09-04,3 wk ahead inc case,2023-09-23,LU,point,NA,67,5
2023-09-04,3 wk ahead inc case,2023-09-23,LV,point,NA,23,6
2023-09-04,3 wk ahead inc case,2023-09-23,MT,point,NA,150,6
2023-09-04,3 wk ahead inc case,2023-09-23,NL,point,NA,315,5
2023-09-04,3 wk ahead inc case,2023-09-23,NO,point,NA,344,6
2023-09-04,3 wk ahead inc case,2023-09-23,PL,point,NA,258,7
2023-09-04,3 wk ahead inc case,2023-09-23,PT,point,NA,4092,6
2023-09-04,3 wk ahead inc case,2023-09-23,RO,point,NA,4458,6
2023-09-04,3 wk ahead inc case,2023-09-23,SE,point,NA,328,6
2023-09-04,3 wk ahead inc case,2023-09-23,SI,point,NA,70,6
2023-09-04,3 wk ahead inc case,2023-09-23,SK,point,NA,44,6
2023-09-04,4 wk ahead inc case,2023-09-30,AT,point,NA,412,2
2023-09-04,4 wk ahead inc case,2023-09-30,BE,point,NA,1866,5
2023-09-04,4 wk ahead inc case,2023-09-30,BG,point,NA,416,5
2023-09-04,4 wk ahead inc case,2023-09-30,CH,point,NA,0,1
2023-09-04,4 wk ahead inc case,2023-09-30,CY,point,NA,697,5
2023-09-04,4 wk ahead inc case,2023-09-30,CZ,point,NA,564,6
2023-09-04,4 wk ahead inc case,2023-09-30,DE,point,NA,942,3
2023-09-04,4 wk ahead inc case,2023-09-30,DK,point,NA,64,3
2023-09-04,4 wk ahead inc case,2023-09-30,EE,point,NA,17,5
2023-09-04,4 wk ahead inc case,2023-09-30,ES,point,NA,1764,3
2023-09-04,4 wk ahead inc case,2023-09-30,FI,point,NA,237,4
2023-09-04,4 wk ahead inc case,2023-09-30,FR,point,NA,4397,2
2023-09-04,4 wk ahead inc case,2023-09-30,GB,point,NA,0,1
2023-09-04,4 wk ahead inc case,2023-09-30,GR,point,NA,7404,6
2023-09-04,4 wk ahead inc case,2023-09-30,HR,point,NA,1236,4
2023-09-04,4 wk ahead inc case,2023-09-30,HU,point,NA,291,5
2023-09-04,4 wk ahead inc case,2023-09-30,IE,point,NA,944,6
2023-09-04,4 wk ahead inc case,2023-09-30,IS,point,NA,32,5
2023-09-04,4 wk ahead inc case,2023-09-30,IT,point,NA,6059,4
2023-09-04,4 wk ahead inc case,2023-09-30,LI,point,NA,2,4
2023-09-04,4 wk ahead inc case,2023-09-30,LT,point,NA,76,5
2023-09-04,4 wk ahead inc case,2023-09-30,LU,point,NA,67,5
2023-09-04,4 wk ahead inc case,2023-09-30,LV,point,NA,24,6
2023-09-04,4 wk ahead inc case,2023-09-30,MT,point,NA,140,6
2023-09-04,4 wk ahead inc case,2023-09-30,NL,point,NA,339,5
2023-09-04,4 wk ahead inc case,2023-09-30,NO,point,NA,345,6
2023-09-04,4 wk ahead inc case,2023-09-30,PL,point,NA,277,7
2023-09-04,4 wk ahead inc case,2023-09-30,PT,point,NA,4154,6
2023-09-04,4 wk ahead inc case,2023-09-30,RO,point,NA,4726,6
2023-09-04,4 wk ahead inc case,2023-09-30,SE,point,NA,316,6
2023-09-04,4 wk ahead inc case,2023-09-30,SI,point,NA,76,6
2023-09-04,4 wk ahead inc case,2023-09-30,SK,point,NA,44,6
2023-09-04,1 wk ahead inc death,2023-09-09,AT,point,NA,2,2
2023-09-04,1 wk ahead inc death,2023-09-09,BE,point,NA,1,3
2023-09-04,1 wk ahead inc death,2023-09-09,BG,point,NA,3,6
2023-09-04,1 wk ahead inc death,2023-09-09,CH,point,NA,0,1
2023-09-04,1 wk ahead inc death,2023-09-09,CY,point,NA,0,3
2023-09-04,1 wk ahead inc death,2023-09-09,CZ,point,NA,2,6
2023-09-04,1 wk ahead inc death,2023-09-09,DE,point,NA,8,3
2023-09-04,1 wk ahead inc death,2023-09-09,DK,point,NA,2,3
2023-09-04,1 wk ahead inc death,2023-09-09,EE,point,NA,0,5
2023-09-04,1 wk ahead inc death,2023-09-09,ES,point,NA,11,3
2023-09-04,1 wk ahead inc death,2023-09-09,FI,point,NA,6,4
2023-09-04,1 wk ahead inc death,2023-09-09,FR,point,NA,34,2
2023-09-04,1 wk ahead inc death,2023-09-09,GB,point,NA,0,1
2023-09-04,1 wk ahead inc death,2023-09-09,GR,point,NA,40,6
2023-09-04,1 wk ahead inc death,2023-09-09,HR,point,NA,2,3
2023-09-04,1 wk ahead inc death,2023-09-09,HU,point,NA,1,3
2023-09-04,1 wk ahead inc death,2023-09-09,IE,point,NA,6,4
2023-09-04,1 wk ahead inc death,2023-09-09,IS,point,NA,0,2
2023-09-04,1 wk ahead inc death,2023-09-09,IT,point,NA,15,4
2023-09-04,1 wk ahead inc death,2023-09-09,LI,point,NA,0,3
2023-09-04,1 wk ahead inc death,2023-09-09,LT,point,NA,0,4
2023-09-04,1 wk ahead inc death,2023-09-09,LU,point,NA,3,2
2023-09-04,1 wk ahead inc death,2023-09-09,LV,point,NA,0,6
2023-09-04,1 wk ahead inc death,2023-09-09,MT,point,NA,1,6
2023-09-04,1 wk ahead inc death,2023-09-09,NL,point,NA,0,2
2023-09-04,1 wk ahead inc death,2023-09-09,NO,point,NA,32,3
2023-09-04,1 wk ahead inc death,2023-09-09,PL,point,NA,1,5
2023-09-04,1 wk ahead inc death,2023-09-09,PT,point,NA,54,6
2023-09-04,1 wk ahead inc death,2023-09-09,RO,point,NA,2,4
2023-09-04,1 wk ahead inc death,2023-09-09,SE,point,NA,6,4
2023-09-04,1 wk ahead inc death,2023-09-09,SI,point,NA,0,6
2023-09-04,1 wk ahead inc death,2023-09-09,SK,point,NA,0,5
2023-09-04,2 wk ahead inc death,2023-09-16,AT,point,NA,2,2
2023-09-04,2 wk ahead inc death,2023-09-16,BE,point,NA,1,3
2023-09-04,2 wk ahead inc death,2023-09-16,BG,point,NA,3,6
2023-09-04,2 wk ahead inc death,2023-09-16,CH,point,NA,0,1
2023-09-04,2 wk ahead inc death,2023-09-16,CY,point,NA,0,3
2023-09-04,2 wk ahead inc death,2023-09-16,CZ,point,NA,2,6
2023-09-04,2 wk ahead inc death,2023-09-16,DE,point,NA,8,3
2023-09-04,2 wk ahead inc death,2023-09-16,DK,point,NA,2,3
2023-09-04,2 wk ahead inc death,2023-09-16,EE,point,NA,0,5
2023-09-04,2 wk ahead inc death,2023-09-16,ES,point,NA,11,3
2023-09-04,2 wk ahead inc death,2023-09-16,FI,point,NA,6,4
2023-09-04,2 wk ahead inc death,2023-09-16,FR,point,NA,34,2
2023-09-04,2 wk ahead inc death,2023-09-16,GB,point,NA,0,1
2023-09-04,2 wk ahead inc death,2023-09-16,GR,point,NA,40,6
2023-09-04,2 wk ahead inc death,2023-09-16,HR,point,NA,3,3
2023-09-04,2 wk ahead inc death,2023-09-16,HU,point,NA,0,3
2023-09-04,2 wk ahead inc death,2023-09-16,IE,point,NA,6,4
2023-09-04,2 wk ahead inc death,2023-09-16,IS,point,NA,0,2
2023-09-04,2 wk ahead inc death,2023-09-16,IT,point,NA,17,4
2023-09-04,2 wk ahead inc death,2023-09-16,LI,point,NA,0,3
2023-09-04,2 wk ahead inc death,2023-09-16,LT,point,NA,0,4
2023-09-04,2 wk ahead inc death,2023-09-16,LU,point,NA,3,2
2023-09-04,2 wk ahead inc death,2023-09-16,LV,point,NA,0,6
2023-09-04,2 wk ahead inc death,2023-09-16,MT,point,NA,1,6
2023-09-04,2 wk ahead inc death,2023-09-16,NL,point,NA,0,2
2023-09-04,2 wk ahead inc death,2023-09-16,NO,point,NA,32,3
2023-09-04,2 wk ahead inc death,2023-09-16,PL,point,NA,1,5
2023-09-04,2 wk ahead inc death,2023-09-16,PT,point,NA,54,6
2023-09-04,2 wk ahead inc death,2023-09-16,RO,point,NA,2,4
2023-09-04,2 wk ahead inc death,2023-09-16,SE,point,NA,6,4
2023-09-04,2 wk ahead inc death,2023-09-16,SI,point,NA,0,6
2023-09-04,2 wk ahead inc death,2023-09-16,SK,point,NA,0,5
2023-09-04,3 wk ahead inc death,2023-09-23,AT,point,NA,2,2
2023-09-04,3 wk ahead inc death,2023-09-23,BE,point,NA,1,3
2023-09-04,3 wk ahead inc death,2023-09-23,BG,point,NA,2,6
2023-09-04,3 wk ahead inc death,2023-09-23,CH,point,NA,0,1
2023-09-04,3 wk ahead inc death,2023-09-23,CY,point,NA,0,3
2023-09-04,3 wk ahead inc death,2023-09-23,CZ,point,NA,2,6
2023-09-04,3 wk ahead inc death,2023-09-23,DE,point,NA,8,3
2023-09-04,3 wk ahead inc death,2023-09-23,DK,point,NA,2,3
2023-09-04,3 wk ahead inc death,2023-09-23,EE,point,NA,0,5
2023-09-04,3 wk ahead inc death,2023-09-23,ES,point,NA,11,3
2023-09-04,3 wk ahead inc death,2023-09-23,FI,point,NA,5,4
2023-09-04,3 wk ahead inc death,2023-09-23,FR,point,NA,34,2
2023-09-04,3 wk ahead inc death,2023-09-23,GB,point,NA,0,1
2023-09-04,3 wk ahead inc death,2023-09-23,GR,point,NA,40,6
2023-09-04,3 wk ahead inc death,2023-09-23,HR,point,NA,3,3
2023-09-04,3 wk ahead inc death,2023-09-23,HU,point,NA,1,3
2023-09-04,3 wk ahead inc death,2023-09-23,IE,point,NA,6,4
2023-09-04,3 wk ahead inc death,2023-09-23,IS,point,NA,0,2
2023-09-04,3 wk ahead inc death,2023-09-23,IT,point,NA,12,4
2023-09-04,3 wk ahead inc death,2023-09-23,LI,point,NA,0,3
2023-09-04,3 wk ahead inc death,2023-09-23,LT,point,NA,0,4
2023-09-04,3 wk ahead inc death,2023-09-23,LU,point,NA,3,2
2023-09-04,3 wk ahead inc death,2023-09-23,LV,point,NA,1,6
2023-09-04,3 wk ahead inc death,2023-09-23,MT,point,NA,1,6
2023-09-04,3 wk ahead inc death,2023-09-23,NL,point,NA,0,2
2023-09-04,3 wk ahead inc death,2023-09-23,NO,point,NA,32,3
2023-09-04,3 wk ahead inc death,2023-09-23,PL,point,NA,1,5
2023-09-04,3 wk ahead inc death,2023-09-23,PT,point,NA,52,6
2023-09-04,3 wk ahead inc death,2023-09-23,RO,point,NA,2,4
2023-09-04,3 wk ahead inc death,2023-09-23,SE,point,NA,6,4
2023-09-04,3 wk ahead inc death,2023-09-23,SI,point,NA,0,6
2023-09-04,3 wk ahead inc death,2023-09-23,SK,point,NA,0,5
2023-09-04,4 wk ahead inc death,2023-09-30,AT,point,NA,2,2
2023-09-04,4 wk ahead inc death,2023-09-30,BE,point,NA,1,3
2023-09-04,4 wk ahead inc death,2023-09-30,BG,point,NA,2,6
2023-09-04,4 wk ahead inc death,2023-09-30,CH,point,NA,0,1
2023-09-04,4 wk ahead inc death,2023-09-30,CY,point,NA,0,3
2023-09-04,4 wk ahead inc death,2023-09-30,CZ,point,NA,2,6
2023-09-04,4 wk ahead inc death,2023-09-30,DE,point,NA,8,3
2023-09-04,4 wk ahead inc death,2023-09-30,DK,point,NA,2,3
2023-09-04,4 wk ahead inc death,2023-09-30,EE,point,NA,0,5
2023-09-04,4 wk ahead inc death,2023-09-30,ES,point,NA,11,3
2023-09-04,4 wk ahead inc death,2023-09-30,FI,point,NA,5,4
2023-09-04,4 wk ahead inc death,2023-09-30,FR,point,NA,34,2
