forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-09-25,1 wk ahead inc case,2023-09-30,AT,point,NA,412,2
2023-09-25,1 wk ahead inc case,2023-09-30,BE,point,NA,2579,5
2023-09-25,1 wk ahead inc case,2023-09-30,BG,point,NA,635,5
2023-09-25,1 wk ahead inc case,2023-09-30,CH,point,NA,0,1
2023-09-25,1 wk ahead inc case,2023-09-30,CY,point,NA,958,5
2023-09-25,1 wk ahead inc case,2023-09-30,CZ,point,NA,2128,6
2023-09-25,1 wk ahead inc case,2023-09-30,DE,point,NA,550,2
2023-09-25,1 wk ahead inc case,2023-09-30,DK,point,NA,354,3
2023-09-25,1 wk ahead inc case,2023-09-30,EE,point,NA,65,4
2023-09-25,1 wk ahead inc case,2023-09-30,ES,point,NA,882,2
2023-09-25,1 wk ahead inc case,2023-09-30,FI,point,NA,448,4
2023-09-25,1 wk ahead inc case,2023-09-30,FR,point,NA,4397,2
2023-09-25,1 wk ahead inc case,2023-09-30,GB,point,NA,0,1
2023-09-25,1 wk ahead inc case,2023-09-30,GR,point,NA,8593,6
2023-09-25,1 wk ahead inc case,2023-09-30,HR,point,NA,2373,4
2023-09-25,1 wk ahead inc case,2023-09-30,HU,point,NA,621,5
2023-09-25,1 wk ahead inc case,2023-09-30,IE,point,NA,753,6
2023-09-25,1 wk ahead inc case,2023-09-30,IS,point,NA,44,5
2023-09-25,1 wk ahead inc case,2023-09-30,IT,point,NA,18608,4
2023-09-25,1 wk ahead inc case,2023-09-30,LI,point,NA,2,3
2023-09-25,1 wk ahead inc case,2023-09-30,LT,point,NA,600,5
2023-09-25,1 wk ahead inc case,2023-09-30,LU,point,NA,187,5
2023-09-25,1 wk ahead inc case,2023-09-30,LV,point,NA,98,6
2023-09-25,1 wk ahead inc case,2023-09-30,MT,point,NA,94,6
2023-09-25,1 wk ahead inc case,2023-09-30,NL,point,NA,253,5
2023-09-25,1 wk ahead inc case,2023-09-30,NO,point,NA,438,6
2023-09-25,1 wk ahead inc case,2023-09-30,PL,point,NA,1311,7
2023-09-25,1 wk ahead inc case,2023-09-30,PT,point,NA,4190,6
2023-09-25,1 wk ahead inc case,2023-09-30,RO,point,NA,15347,6
2023-09-25,1 wk ahead inc case,2023-09-30,SE,point,NA,548,6
2023-09-25,1 wk ahead inc case,2023-09-30,SI,point,NA,140,6
2023-09-25,1 wk ahead inc case,2023-09-30,SK,point,NA,130,6
2023-09-25,2 wk ahead inc case,2023-10-07,AT,point,NA,412,2
2023-09-25,2 wk ahead inc case,2023-10-07,BE,point,NA,2812,5
2023-09-25,2 wk ahead inc case,2023-10-07,BG,point,NA,651,5
2023-09-25,2 wk ahead inc case,2023-10-07,CH,point,NA,0,1
2023-09-25,2 wk ahead inc case,2023-10-07,CY,point,NA,810,5
2023-09-25,2 wk ahead inc case,2023-10-07,CZ,point,NA,2331,6
2023-09-25,2 wk ahead inc case,2023-10-07,DE,point,NA,550,2
2023-09-25,2 wk ahead inc case,2023-10-07,DK,point,NA,348,3
2023-09-25,2 wk ahead inc case,2023-10-07,EE,point,NA,70,4
2023-09-25,2 wk ahead inc case,2023-10-07,ES,point,NA,882,2
2023-09-25,2 wk ahead inc case,2023-10-07,FI,point,NA,447,4
2023-09-25,2 wk ahead inc case,2023-10-07,FR,point,NA,4397,2
2023-09-25,2 wk ahead inc case,2023-10-07,GB,point,NA,0,1
2023-09-25,2 wk ahead inc case,2023-10-07,GR,point,NA,8448,6
2023-09-25,2 wk ahead inc case,2023-10-07,HR,point,NA,2580,4
