forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-05-15,1 wk ahead inc case,2023-05-20,AT,point,NA,3442,5
2023-05-15,1 wk ahead inc case,2023-05-20,BE,point,NA,1620,4
2023-05-15,1 wk ahead inc case,2023-05-20,BG,point,NA,925,5
2023-05-15,1 wk ahead inc case,2023-05-20,CH,point,NA,690,2
2023-05-15,1 wk ahead inc case,2023-05-20,CY,point,NA,1073,4
2023-05-15,1 wk ahead inc case,2023-05-20,CZ,point,NA,615,5
2023-05-15,1 wk ahead inc case,2023-05-20,DE,point,NA,8874,4
2023-05-15,1 wk ahead inc case,2023-05-20,DK,point,NA,732,3
2023-05-15,1 wk ahead inc case,2023-05-20,EE,point,NA,184,5
2023-05-15,1 wk ahead inc case,2023-05-20,ES,point,NA,7642,4
2023-05-15,1 wk ahead inc case,2023-05-20,FI,point,NA,1499,5
2023-05-15,1 wk ahead inc case,2023-05-20,FR,point,NA,25192,5
2023-05-15,1 wk ahead inc case,2023-05-20,GB,point,NA,13190,2
2023-05-15,1 wk ahead inc case,2023-05-20,GR,point,NA,6143,5
2023-05-15,1 wk ahead inc case,2023-05-20,HR,point,NA,3069,3
2023-05-15,1 wk ahead inc case,2023-05-20,HU,point,NA,597,4
2023-05-15,1 wk ahead inc case,2023-05-20,IE,point,NA,474,5
2023-05-15,1 wk ahead inc case,2023-05-20,IS,point,NA,26,3
2023-05-15,1 wk ahead inc case,2023-05-20,IT,point,NA,29378,5
2023-05-15,1 wk ahead inc case,2023-05-20,LI,point,NA,12,4
2023-05-15,1 wk ahead inc case,2023-05-20,LT,point,NA,304,4
2023-05-15,1 wk ahead inc case,2023-05-20,LU,point,NA,364,3
2023-05-15,1 wk ahead inc case,2023-05-20,LV,point,NA,114,5
2023-05-15,1 wk ahead inc case,2023-05-20,MT,point,NA,69,5
2023-05-15,1 wk ahead inc case,2023-05-20,NL,point,NA,1467,3
2023-05-15,1 wk ahead inc case,2023-05-20,NO,point,NA,346,4
2023-05-15,1 wk ahead inc case,2023-05-20,PL,point,NA,467,7
2023-05-15,1 wk ahead inc case,2023-05-20,PT,point,NA,1361,5
2023-05-15,1 wk ahead inc case,2023-05-20,RO,point,NA,2945,5
2023-05-15,1 wk ahead inc case,2023-05-20,SE,point,NA,996,5
2023-05-15,1 wk ahead inc case,2023-05-20,SI,point,NA,174,5
2023-05-15,1 wk ahead inc case,2023-05-20,SK,point,NA,214,5
2023-05-15,2 wk ahead inc case,2023-05-27,AT,point,NA,3621,5
2023-05-15,2 wk ahead inc case,2023-05-27,BE,point,NA,1876,4
2023-05-15,2 wk ahead inc case,2023-05-27,BG,point,NA,932,5
2023-05-15,2 wk ahead inc case,2023-05-27,CH,point,NA,690,2
2023-05-15,2 wk ahead inc case,2023-05-27,CY,point,NA,1092,4
2023-05-15,2 wk ahead inc case,2023-05-27,CZ,point,NA,739,5
2023-05-15,2 wk ahead inc case,2023-05-27,DE,point,NA,10827,4
2023-05-15,2 wk ahead inc case,2023-05-27,DK,point,NA,732,3
2023-05-15,2 wk ahead inc case,2023-05-27,EE,point,NA,170,5
2023-05-15,2 wk ahead inc case,2023-05-27,ES,point,NA,8030,4
2023-05-15,2 wk ahead inc case,2023-05-27,FI,point,NA,1381,5
2023-05-15,2 wk ahead inc case,2023-05-27,FR,point,NA,24556,5
2023-05-15,2 wk ahead inc case,2023-05-27,GB,point,NA,13190,2
2023-05-15,2 wk ahead inc case,2023-05-27,GR,point,NA,5845,5
2023-05-15,2 wk ahead inc case,2023-05-27,HR,point,NA,3070,3
2023-05-15,2 wk ahead inc case,2023-05-27,HU,point,NA,658,4
2023-05-15,2 wk ahead inc case,2023-05-27,IE,point,NA,526,5
2023-05-15,2 wk ahead inc case,2023-05-27,IS,point,NA,59,3
2023-05-15,2 wk ahead inc case,2023-05-27,IT,point,NA,26658,5
2023-05-15,2 wk ahead inc case,2023-05-27,LI,point,NA,16,4
2023-05-15,2 wk ahead inc case,2023-05-27,LT,point,NA,354,4
2023-05-15,2 wk ahead inc case,2023-05-27,LU,point,NA,613,3
2023-05-15,2 wk ahead inc case,2023-05-27,LV,point,NA,112,5
2023-05-15,2 wk ahead inc case,2023-05-27,MT,point,NA,80,5
2023-05-15,2 wk ahead inc case,2023-05-27,NL,point,NA,2150,3
2023-05-15,2 wk ahead inc case,2023-05-27,NO,point,NA,344,4
2023-05-15,2 wk ahead inc case,2023-05-27,PL,point,NA,259,7
2023-05-15,2 wk ahead inc case,2023-05-27,PT,point,NA,1376,5
2023-05-15,2 wk ahead inc case,2023-05-27,RO,point,NA,3006,5
2023-05-15,2 wk ahead inc case,2023-05-27,SE,point,NA,1011,5
2023-05-15,2 wk ahead inc case,2023-05-27,SI,point,NA,208,5
2023-05-15,2 wk ahead inc case,2023-05-27,SK,point,NA,170,5
2023-05-15,3 wk ahead inc case,2023-06-03,AT,point,NA,2162,5
2023-05-15,3 wk ahead inc case,2023-06-03,BE,point,NA,1770,4
2023-05-15,3 wk ahead inc case,2023-06-03,BG,point,NA,921,5
2023-05-15,3 wk ahead inc case,2023-06-03,CH,point,NA,690,2
2023-05-15,3 wk ahead inc case,2023-06-03,CY,point,NA,1102,4
2023-05-15,3 wk ahead inc case,2023-06-03,CZ,point,NA,794,5
