forecast_date,target,target_end_date,location,type,quantile,value,n_models
2024-03-25,1 wk ahead inc case,2024-03-30,BE,point,NA,172,4
2024-03-25,1 wk ahead inc case,2024-03-30,BG,point,NA,71,5
2024-03-25,1 wk ahead inc case,2024-03-30,CY,point,NA,6001,1
2024-03-25,1 wk ahead inc case,2024-03-30,CZ,point,NA,94,4
2024-03-25,1 wk ahead inc case,2024-03-30,DK,point,NA,92,2
2024-03-25,1 wk ahead inc case,2024-03-30,EE,point,NA,36,5
2024-03-25,1 wk ahead inc case,2024-03-30,FI,point,NA,512,1
2024-03-25,1 wk ahead inc case,2024-03-30,GR,point,NA,1081,5
2024-03-25,1 wk ahead inc case,2024-03-30,HU,point,NA,12,4
2024-03-25,1 wk ahead inc case,2024-03-30,IE,point,NA,168,5
2024-03-25,1 wk ahead inc case,2024-03-30,IS,point,NA,8,4
2024-03-25,1 wk ahead inc case,2024-03-30,IT,point,NA,395,5
2024-03-25,1 wk ahead inc case,2024-03-30,LI,point,NA,0,4
2024-03-25,1 wk ahead inc case,2024-03-30,LT,point,NA,230,4
2024-03-25,1 wk ahead inc case,2024-03-30,LU,point,NA,16,4
2024-03-25,1 wk ahead inc case,2024-03-30,MT,point,NA,7,5
2024-03-25,1 wk ahead inc case,2024-03-30,NL,point,NA,58,4
2024-03-25,1 wk ahead inc case,2024-03-30,NO,point,NA,70,5
2024-03-25,1 wk ahead inc case,2024-03-30,PL,point,NA,268,6
2024-03-25,1 wk ahead inc case,2024-03-30,PT,point,NA,73,5
2024-03-25,1 wk ahead inc case,2024-03-30,RO,point,NA,271,5
2024-03-25,1 wk ahead inc case,2024-03-30,SE,point,NA,98,5
2024-03-25,1 wk ahead inc case,2024-03-30,SI,point,NA,14,5
2024-03-25,1 wk ahead inc case,2024-03-30,SK,point,NA,26,5
2024-03-25,2 wk ahead inc case,2024-04-06,BE,point,NA,137,4
2024-03-25,2 wk ahead inc case,2024-04-06,BG,point,NA,72,5
2024-03-25,2 wk ahead inc case,2024-04-06,CY,point,NA,6001,1
2024-03-25,2 wk ahead inc case,2024-04-06,CZ,point,NA,80,4
