forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-01-09,1 wk ahead inc case,2023-01-14,AT,point,NA,15644,4
2023-01-09,1 wk ahead inc case,2023-01-14,BE,point,NA,10795,5
2023-01-09,1 wk ahead inc case,2023-01-14,BG,point,NA,950,4
2023-01-09,1 wk ahead inc case,2023-01-14,CH,point,NA,5574,5
2023-01-09,1 wk ahead inc case,2023-01-14,CY,point,NA,3025,4
2023-01-09,1 wk ahead inc case,2023-01-14,CZ,point,NA,2315,4
2023-01-09,1 wk ahead inc case,2023-01-14,DE,point,NA,118000,7
2023-01-09,1 wk ahead inc case,2023-01-14,DK,point,NA,7120,3
2023-01-09,1 wk ahead inc case,2023-01-14,EE,point,NA,464,4
2023-01-09,1 wk ahead inc case,2023-01-14,ES,point,NA,10890,4
2023-01-09,1 wk ahead inc case,2023-01-14,FI,point,NA,4380,3
2023-01-09,1 wk ahead inc case,2023-01-14,FR,point,NA,66111,5
2023-01-09,1 wk ahead inc case,2023-01-14,GB,point,NA,35944,4
2023-01-09,1 wk ahead inc case,2023-01-14,GR,point,NA,0,3
2023-01-09,1 wk ahead inc case,2023-01-14,HR,point,NA,1174,4
2023-01-09,1 wk ahead inc case,2023-01-14,HU,point,NA,1884,3
2023-01-09,1 wk ahead inc case,2023-01-14,IE,point,NA,2884,5
2023-01-09,1 wk ahead inc case,2023-01-14,IS,point,NA,170,2
2023-01-09,1 wk ahead inc case,2023-01-14,IT,point,NA,136516,4
2023-01-09,1 wk ahead inc case,2023-01-14,LI,point,NA,34,4
2023-01-09,1 wk ahead inc case,2023-01-14,LT,point,NA,2360,4
2023-01-09,1 wk ahead inc case,2023-01-14,LU,point,NA,1248,3
2023-01-09,1 wk ahead inc case,2023-01-14,LV,point,NA,664,4
2023-01-09,1 wk ahead inc case,2023-01-14,MT,point,NA,287,4
2023-01-09,1 wk ahead inc case,2023-01-14,NL,point,NA,5260,3
2023-01-09,1 wk ahead inc case,2023-01-14,NO,point,NA,1200,4
2023-01-09,1 wk ahead inc case,2023-01-14,PL,point,NA,2831,7
2023-01-09,1 wk ahead inc case,2023-01-14,PT,point,NA,2278,3
2023-01-09,1 wk ahead inc case,2023-01-14,RO,point,NA,3666,4
2023-01-09,1 wk ahead inc case,2023-01-14,SE,point,NA,8046,4
2023-01-09,1 wk ahead inc case,2023-01-14,SI,point,NA,4960,5
2023-01-09,1 wk ahead inc case,2023-01-14,SK,point,NA,932,3
2023-01-09,2 wk ahead inc case,2023-01-21,AT,point,NA,12652,4
2023-01-09,2 wk ahead inc case,2023-01-21,BE,point,NA,13119,5
2023-01-09,2 wk ahead inc case,2023-01-21,BG,point,NA,963,4
2023-01-09,2 wk ahead inc case,2023-01-21,CH,point,NA,4786,5
2023-01-09,2 wk ahead inc case,2023-01-21,CY,point,NA,2960,4
2023-01-09,2 wk ahead inc case,2023-01-21,CZ,point,NA,2033,4
2023-01-09,2 wk ahead inc case,2023-01-21,DE,point,NA,100000,7
2023-01-09,2 wk ahead inc case,2023-01-21,DK,point,NA,7104,3
2023-01-09,2 wk ahead inc case,2023-01-21,EE,point,NA,434,4
2023-01-09,2 wk ahead inc case,2023-01-21,ES,point,NA,9392,4
2023-01-09,2 wk ahead inc case,2023-01-21,FI,point,NA,4208,3
2023-01-09,2 wk ahead inc case,2023-01-21,FR,point,NA,39770,5
2023-01-09,2 wk ahead inc case,2023-01-21,GB,point,NA,29838,4
2023-01-09,2 wk ahead inc case,2023-01-21,GR,point,NA,0,3
2023-01-09,2 wk ahead inc case,2023-01-21,HR,point,NA,1538,4
2023-01-09,2 wk ahead inc case,2023-01-21,HU,point,NA,1395,3
2023-01-09,2 wk ahead inc case,2023-01-21,IE,point,NA,2675,5
2023-01-09,2 wk ahead inc case,2023-01-21,IS,point,NA,200,2
2023-01-09,2 wk ahead inc case,2023-01-21,IT,point,NA,150694,4
2023-01-09,2 wk ahead inc case,2023-01-21,LI,point,NA,32,4
2023-01-09,2 wk ahead inc case,2023-01-21,LT,point,NA,2345,4
2023-01-09,2 wk ahead inc case,2023-01-21,LU,point,NA,1270,3
2023-01-09,2 wk ahead inc case,2023-01-21,LV,point,NA,527,4
2023-01-09,2 wk ahead inc case,2023-01-21,MT,point,NA,376,4
2023-01-09,2 wk ahead inc case,2023-01-21,NL,point,NA,5008,3
2023-01-09,2 wk ahead inc case,2023-01-21,NO,point,NA,1162,4
2023-01-09,2 wk ahead inc case,2023-01-21,PL,point,NA,2727,7
2023-01-09,2 wk ahead inc case,2023-01-21,PT,point,NA,2026,3
2023-01-09,2 wk ahead inc case,2023-01-21,RO,point,NA,3836,4
2023-01-09,2 wk ahead inc case,2023-01-21,SE,point,NA,7190,4
2023-01-09,2 wk ahead inc case,2023-01-21,SI,point,NA,4270,5
2023-01-09,2 wk ahead inc case,2023-01-21,SK,point,NA,847,3
2023-01-09,3 wk ahead inc case,2023-01-28,AT,point,NA,10435,4
2023-01-09,3 wk ahead inc case,2023-01-28,BE,point,NA,15799,5
2023-01-09,3 wk ahead inc case,2023-01-28,BG,point,NA,982,4
2023-01-09,3 wk ahead inc case,2023-01-28,CH,point,NA,3555,5
2023-01-09,3 wk ahead inc case,2023-01-28,CY,point,NA,2872,4
2023-01-09,3 wk ahead inc case,2023-01-28,CZ,point,NA,1913,4
2023-01-09,3 wk ahead inc case,2023-01-28,DE,point,NA,89500,7
2023-01-09,3 wk ahead inc case,2023-01-28,DK,point,NA,7320,3
2023-01-09,3 wk ahead inc case,2023-01-28,EE,point,NA,414,4
2023-01-09,3 wk ahead inc case,2023-01-28,ES,point,NA,8304,4
2023-01-09,3 wk ahead inc case,2023-01-28,FI,point,NA,4225,3
2023-01-09,3 wk ahead inc case,2023-01-28,FR,point,NA,29843,5
2023-01-09,3 wk ahead inc case,2023-01-28,GB,point,NA,24977,4
2023-01-09,3 wk ahead inc case,2023-01-28,GR,point,NA,0,3
2023-01-09,3 wk ahead inc case,2023-01-28,HR,point,NA,1473,4
2023-01-09,3 wk ahead inc case,2023-01-28,HU,point,NA,1130,3
2023-01-09,3 wk ahead inc case,2023-01-28,IE,point,NA,2437,5
2023-01-09,3 wk ahead inc case,2023-01-28,IS,point,NA,234,2
2023-01-09,3 wk ahead inc case,2023-01-28,IT,point,NA,164198,4
2023-01-09,3 wk ahead inc case,2023-01-28,LI,point,NA,29,4
2023-01-09,3 wk ahead inc case,2023-01-28,LT,point,NA,2372,4
2023-01-09,3 wk ahead inc case,2023-01-28,LU,point,NA,1318,3
2023-01-09,3 wk ahead inc case,2023-01-28,LV,point,NA,405,4
2023-01-09,3 wk ahead inc case,2023-01-28,MT,point,NA,442,4
2023-01-09,3 wk ahead inc case,2023-01-28,NL,point,NA,4767,3
2023-01-09,3 wk ahead inc case,2023-01-28,NO,point,NA,1136,4
2023-01-09,3 wk ahead inc case,2023-01-28,PL,point,NA,2985,7
2023-01-09,3 wk ahead inc case,2023-01-28,PT,point,NA,1810,3
2023-01-09,3 wk ahead inc case,2023-01-28,RO,point,NA,4030,4
2023-01-09,3 wk ahead inc case,2023-01-28,SE,point,NA,6446,4
2023-01-09,3 wk ahead inc case,2023-01-28,SI,point,NA,3920,5
2023-01-09,3 wk ahead inc case,2023-01-28,SK,point,NA,771,3
2023-01-09,4 wk ahead inc case,2023-02-04,AT,point,NA,8910,4
2023-01-09,4 wk ahead inc case,2023-02-04,BE,point,NA,19869,5
2023-01-09,4 wk ahead inc case,2023-02-04,BG,point,NA,1014,4
2023-01-09,4 wk ahead inc case,2023-02-04,CH,point,NA,2652,5
2023-01-09,4 wk ahead inc case,2023-02-04,CY,point,NA,2812,4
2023-01-09,4 wk ahead inc case,2023-02-04,CZ,point,NA,1783,4
2023-01-09,4 wk ahead inc case,2023-02-04,DE,point,NA,82700,7
2023-01-09,4 wk ahead inc case,2023-02-04,DK,point,NA,7760,3
2023-01-09,4 wk ahead inc case,2023-02-04,EE,point,NA,402,4
2023-01-09,4 wk ahead inc case,2023-02-04,ES,point,NA,7242,4
2023-01-09,4 wk ahead inc case,2023-02-04,FI,point,NA,4231,3
2023-01-09,4 wk ahead inc case,2023-02-04,FR,point,NA,22314,5
2023-01-09,4 wk ahead inc case,2023-02-04,GB,point,NA,21280,4
2023-01-09,4 wk ahead inc case,2023-02-04,GR,point,NA,0,3
2023-01-09,4 wk ahead inc case,2023-02-04,HR,point,NA,1422,4
2023-01-09,4 wk ahead inc case,2023-02-04,HU,point,NA,1126,3
2023-01-09,4 wk ahead inc case,2023-02-04,IE,point,NA,2158,5
2023-01-09,4 wk ahead inc case,2023-02-04,IS,point,NA,274,2
2023-01-09,4 wk ahead inc case,2023-02-04,IT,point,NA,182018,4
2023-01-09,4 wk ahead inc case,2023-02-04,LI,point,NA,28,4
2023-01-09,4 wk ahead inc case,2023-02-04,LT,point,NA,2346,4
2023-01-09,4 wk ahead inc case,2023-02-04,LU,point,NA,1388,3
2023-01-09,4 wk ahead inc case,2023-02-04,LV,point,NA,323,4
2023-01-09,4 wk ahead inc case,2023-02-04,MT,point,NA,489,4
2023-01-09,4 wk ahead inc case,2023-02-04,NL,point,NA,4536,3
2023-01-09,4 wk ahead inc case,2023-02-04,NO,point,NA,1114,4
2023-01-09,4 wk ahead inc case,2023-02-04,PL,point,NA,2900,7
