forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-02-20,1 wk ahead inc case,2023-02-25,AT,point,NA,44189,6
2023-02-20,1 wk ahead inc case,2023-02-25,BE,point,NA,7019,5
2023-02-20,1 wk ahead inc case,2023-02-25,BG,point,NA,284,6
2023-02-20,1 wk ahead inc case,2023-02-25,CH,point,NA,638,5
2023-02-20,1 wk ahead inc case,2023-02-25,CY,point,NA,1277,6
2023-02-20,1 wk ahead inc case,2023-02-25,CZ,point,NA,6733,6
2023-02-20,1 wk ahead inc case,2023-02-25,DE,point,NA,104047,9
2023-02-20,1 wk ahead inc case,2023-02-25,DK,point,NA,780,6
2023-02-20,1 wk ahead inc case,2023-02-25,EE,point,NA,278,6
2023-02-20,1 wk ahead inc case,2023-02-25,ES,point,NA,6490,6
2023-02-20,1 wk ahead inc case,2023-02-25,FI,point,NA,648,5
2023-02-20,1 wk ahead inc case,2023-02-25,FR,point,NA,20870,6
2023-02-20,1 wk ahead inc case,2023-02-25,GB,point,NA,23780,4
2023-02-20,1 wk ahead inc case,2023-02-25,GR,point,NA,0,5
2023-02-20,1 wk ahead inc case,2023-02-25,HR,point,NA,371,6
2023-02-20,1 wk ahead inc case,2023-02-25,HU,point,NA,567,6
2023-02-20,1 wk ahead inc case,2023-02-25,IE,point,NA,635,5
2023-02-20,1 wk ahead inc case,2023-02-25,IS,point,NA,128,4
2023-02-20,1 wk ahead inc case,2023-02-25,IT,point,NA,26712,6
2023-02-20,1 wk ahead inc case,2023-02-25,LI,point,NA,10,6
2023-02-20,1 wk ahead inc case,2023-02-25,LT,point,NA,1947,6
2023-02-20,1 wk ahead inc case,2023-02-25,LU,point,NA,439,6
2023-02-20,1 wk ahead inc case,2023-02-25,LV,point,NA,166,6
2023-02-20,1 wk ahead inc case,2023-02-25,MT,point,NA,75,5
2023-02-20,1 wk ahead inc case,2023-02-25,NL,point,NA,3238,6
2023-02-20,1 wk ahead inc case,2023-02-25,NO,point,NA,292,6
2023-02-20,1 wk ahead inc case,2023-02-25,PL,point,NA,13838,9
2023-02-20,1 wk ahead inc case,2023-02-25,PT,point,NA,1152,5
2023-02-20,1 wk ahead inc case,2023-02-25,RO,point,NA,2999,6
2023-02-20,1 wk ahead inc case,2023-02-25,SE,point,NA,767,6
2023-02-20,1 wk ahead inc case,2023-02-25,SI,point,NA,1792,7
2023-02-20,1 wk ahead inc case,2023-02-25,SK,point,NA,1394,5
2023-02-20,2 wk ahead inc case,2023-03-04,AT,point,NA,54951,6
2023-02-20,2 wk ahead inc case,2023-03-04,BE,point,NA,8007,5
2023-02-20,2 wk ahead inc case,2023-03-04,BG,point,NA,276,6
2023-02-20,2 wk ahead inc case,2023-03-04,CH,point,NA,589,5
2023-02-20,2 wk ahead inc case,2023-03-04,CY,point,NA,1190,6
2023-02-20,2 wk ahead inc case,2023-03-04,CZ,point,NA,8157,6
2023-02-20,2 wk ahead inc case,2023-03-04,DE,point,NA,110068,9
