forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-10-16,1 wk ahead inc case,2023-10-21,AT,point,NA,492,2
2023-10-16,1 wk ahead inc case,2023-10-21,BE,point,NA,2298,4
2023-10-16,1 wk ahead inc case,2023-10-21,BG,point,NA,1725,4
2023-10-16,1 wk ahead inc case,2023-10-21,CY,point,NA,567,2
2023-10-16,1 wk ahead inc case,2023-10-21,CZ,point,NA,2516,5
2023-10-16,1 wk ahead inc case,2023-10-21,DE,point,NA,818,2
2023-10-16,1 wk ahead inc case,2023-10-21,DK,point,NA,177,2
2023-10-16,1 wk ahead inc case,2023-10-21,EE,point,NA,107,3
2023-10-16,1 wk ahead inc case,2023-10-21,ES,point,NA,2785,2
2023-10-16,1 wk ahead inc case,2023-10-21,FI,point,NA,298,3
2023-10-16,1 wk ahead inc case,2023-10-21,FR,point,NA,4876,2
2023-10-16,1 wk ahead inc case,2023-10-21,GR,point,NA,12200,5
2023-10-16,1 wk ahead inc case,2023-10-21,HR,point,NA,2644,3
2023-10-16,1 wk ahead inc case,2023-10-21,HU,point,NA,1176,4
2023-10-16,1 wk ahead inc case,2023-10-21,IE,point,NA,641,5
2023-10-16,1 wk ahead inc case,2023-10-21,IS,point,NA,44,4
2023-10-16,1 wk ahead inc case,2023-10-21,IT,point,NA,9435,3
2023-10-16,1 wk ahead inc case,2023-10-21,LI,point,NA,2,2
2023-10-16,1 wk ahead inc case,2023-10-21,LT,point,NA,1337,4
2023-10-16,1 wk ahead inc case,2023-10-21,LU,point,NA,325,4
2023-10-16,1 wk ahead inc case,2023-10-21,LV,point,NA,112,5
2023-10-16,1 wk ahead inc case,2023-10-21,MT,point,NA,77,5
2023-10-16,1 wk ahead inc case,2023-10-21,NL,point,NA,468,4
2023-10-16,1 wk ahead inc case,2023-10-21,NO,point,NA,387,5
2023-10-16,1 wk ahead inc case,2023-10-21,PL,point,NA,1856,7
2023-10-16,1 wk ahead inc case,2023-10-21,PT,point,NA,3206,5
2023-10-16,1 wk ahead inc case,2023-10-21,RO,point,NA,13308,5
2023-10-16,1 wk ahead inc case,2023-10-21,SE,point,NA,664,3
2023-10-16,1 wk ahead inc case,2023-10-21,SI,point,NA,446,5
2023-10-16,1 wk ahead inc case,2023-10-21,SK,point,NA,306,5
2023-10-16,2 wk ahead inc case,2023-10-28,AT,point,NA,666,2
2023-10-16,2 wk ahead inc case,2023-10-28,BE,point,NA,2294,4
2023-10-16,2 wk ahead inc case,2023-10-28,BG,point,NA,1742,4
2023-10-16,2 wk ahead inc case,2023-10-28,CY,point,NA,648,2
2023-10-16,2 wk ahead inc case,2023-10-28,CZ,point,NA,2647,5
2023-10-16,2 wk ahead inc case,2023-10-28,DE,point,NA,832,2
2023-10-16,2 wk ahead inc case,2023-10-28,DK,point,NA,177,2
2023-10-16,2 wk ahead inc case,2023-10-28,EE,point,NA,107,3
2023-10-16,2 wk ahead inc case,2023-10-28,ES,point,NA,7060,2
2023-10-16,2 wk ahead inc case,2023-10-28,FI,point,NA,298,3
2023-10-16,2 wk ahead inc case,2023-10-28,FR,point,NA,5476,2
2023-10-16,2 wk ahead inc case,2023-10-28,GR,point,NA,11929,5
2023-10-16,2 wk ahead inc case,2023-10-28,HR,point,NA,2644,3
2023-10-16,2 wk ahead inc case,2023-10-28,HU,point,NA,1594,4
2023-10-16,2 wk ahead inc case,2023-10-28,IE,point,NA,661,5
2023-10-16,2 wk ahead inc case,2023-10-28,IS,point,NA,42,4
2023-10-16,2 wk ahead inc case,2023-10-28,IT,point,NA,9597,3
2023-10-16,2 wk ahead inc case,2023-10-28,LI,point,NA,2,2
2023-10-16,2 wk ahead inc case,2023-10-28,LT,point,NA,1335,4
2023-10-16,2 wk ahead inc case,2023-10-28,LU,point,NA,318,4
2023-10-16,2 wk ahead inc case,2023-10-28,LV,point,NA,112,5
2023-10-16,2 wk ahead inc case,2023-10-28,MT,point,NA,77,5
2023-10-16,2 wk ahead inc case,2023-10-28,NL,point,NA,459,4
2023-10-16,2 wk ahead inc case,2023-10-28,NO,point,NA,376,5
2023-10-16,2 wk ahead inc case,2023-10-28,PL,point,NA,1970,7
2023-10-16,2 wk ahead inc case,2023-10-28,PT,point,NA,3246,5
2023-10-16,2 wk ahead inc case,2023-10-28,RO,point,NA,13453,5
2023-10-16,2 wk ahead inc case,2023-10-28,SE,point,NA,664,3
2023-10-16,2 wk ahead inc case,2023-10-28,SI,point,NA,501,5
2023-10-16,2 wk ahead inc case,2023-10-28,SK,point,NA,311,5
2023-10-16,3 wk ahead inc case,2023-11-04,AT,point,NA,617,2
2023-10-16,3 wk ahead inc case,2023-11-04,BE,point,NA,2317,4
2023-10-16,3 wk ahead inc case,2023-11-04,BG,point,NA,1722,4
2023-10-16,3 wk ahead inc case,2023-11-04,CY,point,NA,736,2
2023-10-16,3 wk ahead inc case,2023-11-04,CZ,point,NA,2657,5
2023-10-16,3 wk ahead inc case,2023-11-04,DE,point,NA,1522,2
2023-10-16,3 wk ahead inc case,2023-11-04,DK,point,NA,229,2
2023-10-16,3 wk ahead inc case,2023-11-04,EE,point,NA,105,3
2023-10-16,3 wk ahead inc case,2023-11-04,ES,point,NA,12487,2
2023-10-16,3 wk ahead inc case,2023-11-04,FI,point,NA,298,3
2023-10-16,3 wk ahead inc case,2023-11-04,FR,point,NA,6194,2
2023-10-16,3 wk ahead inc case,2023-11-04,GR,point,NA,11411,5
2023-10-16,3 wk ahead inc case,2023-11-04,HR,point,NA,2644,3
2023-10-16,3 wk ahead inc case,2023-11-04,HU,point,NA,2106,4
2023-10-16,3 wk ahead inc case,2023-11-04,IE,point,NA,651,5
2023-10-16,3 wk ahead inc case,2023-11-04,IS,point,NA,42,4
2023-10-16,3 wk ahead inc case,2023-11-04,IT,point,NA,10023,3
2023-10-16,3 wk ahead inc case,2023-11-04,LI,point,NA,2,2
2023-10-16,3 wk ahead inc case,2023-11-04,LT,point,NA,1364,4
2023-10-16,3 wk ahead inc case,2023-11-04,LU,point,NA,300,4
2023-10-16,3 wk ahead inc case,2023-11-04,LV,point,NA,112,5
2023-10-16,3 wk ahead inc case,2023-11-04,MT,point,NA,75,5
2023-10-16,3 wk ahead inc case,2023-11-04,NL,point,NA,426,4
2023-10-16,3 wk ahead inc case,2023-11-04,NO,point,NA,367,5
2023-10-16,3 wk ahead inc case,2023-11-04,PL,point,NA,1853,7
2023-10-16,3 wk ahead inc case,2023-11-04,PT,point,NA,3234,5
2023-10-16,3 wk ahead inc case,2023-11-04,RO,point,NA,13424,5
2023-10-16,3 wk ahead inc case,2023-11-04,SE,point,NA,664,3
2023-10-16,3 wk ahead inc case,2023-11-04,SI,point,NA,537,5
2023-10-16,3 wk ahead inc case,2023-11-04,SK,point,NA,285,5
2023-10-16,4 wk ahead inc case,2023-11-11,AT,point,NA,430,2
2023-10-16,4 wk ahead inc case,2023-11-11,BE,point,NA,2303,4
2023-10-16,4 wk ahead inc case,2023-11-11,BG,point,NA,1742,4
2023-10-16,4 wk ahead inc case,2023-11-11,CY,point,NA,794,2
2023-10-16,4 wk ahead inc case,2023-11-11,CZ,point,NA,2655,5
2023-10-16,4 wk ahead inc case,2023-11-11,DE,point,NA,1716,2
2023-10-16,4 wk ahead inc case,2023-11-11,DK,point,NA,177,2
2023-10-16,4 wk ahead inc case,2023-11-11,EE,point,NA,106,3
2023-10-16,4 wk ahead inc case,2023-11-11,ES,point,NA,17544,2
2023-10-16,4 wk ahead inc case,2023-11-11,FI,point,NA,298,3
2023-10-16,4 wk ahead inc case,2023-11-11,FR,point,NA,7118,2
2023-10-16,4 wk ahead inc case,2023-11-11,GR,point,NA,11411,5
2023-10-16,4 wk ahead inc case,2023-11-11,HR,point,NA,2644,3
2023-10-16,4 wk ahead inc case,2023-11-11,HU,point,NA,2186,4
2023-10-16,4 wk ahead inc case,2023-11-11,IE,point,NA,641,5
2023-10-16,4 wk ahead inc case,2023-11-11,IS,point,NA,41,4
2023-10-16,4 wk ahead inc case,2023-11-11,IT,point,NA,9548,3
2023-10-16,4 wk ahead inc case,2023-11-11,LI,point,NA,2,2
2023-10-16,4 wk ahead inc case,2023-11-11,LT,point,NA,1488,4
2023-10-16,4 wk ahead inc case,2023-11-11,LU,point,NA,289,4
2023-10-16,4 wk ahead inc case,2023-11-11,LV,point,NA,112,5
2023-10-16,4 wk ahead inc case,2023-11-11,MT,point,NA,75,5
2023-10-16,4 wk ahead inc case,2023-11-11,NL,point,NA,486,4
2023-10-16,4 wk ahead inc case,2023-11-11,NO,point,NA,375,5
2023-10-16,4 wk ahead inc case,2023-11-11,PL,point,NA,1841,7
2023-10-16,4 wk ahead inc case,2023-11-11,PT,point,NA,3293,5
2023-10-16,4 wk ahead inc case,2023-11-11,RO,point,NA,13444,5
2023-10-16,4 wk ahead inc case,2023-11-11,SE,point,NA,664,3
2023-10-16,4 wk ahead inc case,2023-11-11,SI,point,NA,597,5
2023-10-16,4 wk ahead inc case,2023-11-11,SK,point,NA,254,5
2023-10-16,1 wk ahead inc death,2023-10-21,AT,point,NA,2,2
2023-10-16,1 wk ahead inc death,2023-10-21,BE,point,NA,4,2
2023-10-16,1 wk ahead inc death,2023-10-21,BG,point,NA,5,5
2023-10-16,1 wk ahead inc death,2023-10-21,CY,point,NA,0,4
2023-10-16,1 wk ahead inc death,2023-10-21,CZ,point,NA,7,5
2023-10-16,1 wk ahead inc death,2023-10-21,DE,point,NA,24,2
2023-10-16,1 wk ahead inc death,2023-10-21,DK,point,NA,6,2
2023-10-16,1 wk ahead inc death,2023-10-21,EE,point,NA,0,3
2023-10-16,1 wk ahead inc death,2023-10-21,ES,point,NA,16,2
2023-10-16,1 wk ahead inc death,2023-10-21,FI,point,NA,6,3
2023-10-16,1 wk ahead inc death,2023-10-21,FR,point,NA,46,2
2023-10-16,1 wk ahead inc death,2023-10-21,GR,point,NA,47,5
2023-10-16,1 wk ahead inc death,2023-10-21,HR,point,NA,14,3
2023-10-16,1 wk ahead inc death,2023-10-21,HU,point,NA,2,2
2023-10-16,1 wk ahead inc death,2023-10-21,IE,point,NA,1,3
2023-10-16,1 wk ahead inc death,2023-10-21,IS,point,NA,0,2
2023-10-16,1 wk ahead inc death,2023-10-21,IT,point,NA,11,3
2023-10-16,1 wk ahead inc death,2023-10-21,LI,point,NA,0,2
2023-10-16,1 wk ahead inc death,2023-10-21,LT,point,NA,1,4
2023-10-16,1 wk ahead inc death,2023-10-21,LU,point,NA,3,2
2023-10-16,1 wk ahead inc death,2023-10-21,LV,point,NA,3,5
2023-10-16,1 wk ahead inc death,2023-10-21,MT,point,NA,1,5
