forecast_date,target,target_end_date,location,type,quantile,value,n_models
2024-01-01,1 wk ahead inc case,2024-01-06,AT,point,NA,825,1
2024-01-01,1 wk ahead inc case,2024-01-06,BE,point,NA,4500,5
2024-01-01,1 wk ahead inc case,2024-01-06,BG,point,NA,1410,5
2024-01-01,1 wk ahead inc case,2024-01-06,CY,point,NA,308,1
2024-01-01,1 wk ahead inc case,2024-01-06,CZ,point,NA,22537,5
2024-01-01,1 wk ahead inc case,2024-01-06,DE,point,NA,1099,1
2024-01-01,1 wk ahead inc case,2024-01-06,DK,point,NA,2362,3
2024-01-01,1 wk ahead inc case,2024-01-06,EE,point,NA,926,5
2024-01-01,1 wk ahead inc case,2024-01-06,ES,point,NA,1764,1
2024-01-01,1 wk ahead inc case,2024-01-06,FI,point,NA,512,1
2024-01-01,1 wk ahead inc case,2024-01-06,FR,point,NA,8794,1
2024-01-01,1 wk ahead inc case,2024-01-06,GR,point,NA,17214,5
2024-01-01,1 wk ahead inc case,2024-01-06,HR,point,NA,3035,1
2024-01-01,1 wk ahead inc case,2024-01-06,HU,point,NA,4775,5
2024-01-01,1 wk ahead inc case,2024-01-06,IE,point,NA,682,5
2024-01-01,1 wk ahead inc case,2024-01-06,IS,point,NA,50,2
2024-01-01,1 wk ahead inc case,2024-01-06,IT,point,NA,27997,3
2024-01-01,1 wk ahead inc case,2024-01-06,LI,point,NA,10,1
2024-01-01,1 wk ahead inc case,2024-01-06,LT,point,NA,3851,3
2024-01-01,1 wk ahead inc case,2024-01-06,LU,point,NA,661,5
2024-01-01,1 wk ahead inc case,2024-01-06,LV,point,NA,241,1
2024-01-01,1 wk ahead inc case,2024-01-06,MT,point,NA,25,5
2024-01-01,1 wk ahead inc case,2024-01-06,NL,point,NA,1490,3
2024-01-01,1 wk ahead inc case,2024-01-06,NO,point,NA,2150,5
2024-01-01,1 wk ahead inc case,2024-01-06,PL,point,NA,20085,7
2024-01-01,1 wk ahead inc case,2024-01-06,PT,point,NA,1079,5
2024-01-01,1 wk ahead inc case,2024-01-06,RO,point,NA,1814,5
2024-01-01,1 wk ahead inc case,2024-01-06,SE,point,NA,2890,5
2024-01-01,1 wk ahead inc case,2024-01-06,SI,point,NA,1282,5
2024-01-01,1 wk ahead inc case,2024-01-06,SK,point,NA,1145,5
2024-01-01,2 wk ahead inc case,2024-01-13,AT,point,NA,825,1
