forecast_date,target,target_end_date,location,type,quantile,value,n_models
2024-03-04,1 wk ahead inc case,2024-03-09,BE,point,NA,351,5
2024-03-04,1 wk ahead inc case,2024-03-09,BG,point,NA,39,6
2024-03-04,1 wk ahead inc case,2024-03-09,CY,point,NA,3008,2
2024-03-04,1 wk ahead inc case,2024-03-09,CZ,point,NA,147,4
2024-03-04,1 wk ahead inc case,2024-03-09,DK,point,NA,216,1
2024-03-04,1 wk ahead inc case,2024-03-09,EE,point,NA,64,5
2024-03-04,1 wk ahead inc case,2024-03-09,FI,point,NA,512,1
2024-03-04,1 wk ahead inc case,2024-03-09,GR,point,NA,1560,6
2024-03-04,1 wk ahead inc case,2024-03-09,HU,point,NA,28,5
2024-03-04,1 wk ahead inc case,2024-03-09,IE,point,NA,198,6
2024-03-04,1 wk ahead inc case,2024-03-09,IS,point,NA,2,5
2024-03-04,1 wk ahead inc case,2024-03-09,IT,point,NA,552,5
2024-03-04,1 wk ahead inc case,2024-03-09,LI,point,NA,1,5
2024-03-04,1 wk ahead inc case,2024-03-09,LT,point,NA,441,5
2024-03-04,1 wk ahead inc case,2024-03-09,LU,point,NA,24,5
2024-03-04,1 wk ahead inc case,2024-03-09,MT,point,NA,12,6
2024-03-04,1 wk ahead inc case,2024-03-09,NL,point,NA,140,4
2024-03-04,1 wk ahead inc case,2024-03-09,NO,point,NA,90,6
2024-03-04,1 wk ahead inc case,2024-03-09,PL,point,NA,585,8
2024-03-04,1 wk ahead inc case,2024-03-09,PT,point,NA,80,5
2024-03-04,1 wk ahead inc case,2024-03-09,RO,point,NA,729,6
2024-03-04,1 wk ahead inc case,2024-03-09,SE,point,NA,182,6
2024-03-04,1 wk ahead inc case,2024-03-09,SI,point,NA,44,6
2024-03-04,1 wk ahead inc case,2024-03-09,SK,point,NA,29,6
2024-03-04,2 wk ahead inc case,2024-03-16,BE,point,NA,264,5
2024-03-04,2 wk ahead inc case,2024-03-16,BG,point,NA,20,6
2024-03-04,2 wk ahead inc case,2024-03-16,CY,point,NA,3004,2
2024-03-04,2 wk ahead inc case,2024-03-16,CZ,point,NA,107,4
2024-03-04,2 wk ahead inc case,2024-03-16,DK,point,NA,216,1
2024-03-04,2 wk ahead inc case,2024-03-16,EE,point,NA,60,5
2024-03-04,2 wk ahead inc case,2024-03-16,FI,point,NA,512,1
2024-03-04,2 wk ahead inc case,2024-03-16,GR,point,NA,1313,6
2024-03-04,2 wk ahead inc case,2024-03-16,HU,point,NA,25,5
2024-03-04,2 wk ahead inc case,2024-03-16,IE,point,NA,162,6
2024-03-04,2 wk ahead inc case,2024-03-16,IS,point,NA,2,5
2024-03-04,2 wk ahead inc case,2024-03-16,IT,point,NA,517,5
2024-03-04,2 wk ahead inc case,2024-03-16,LI,point,NA,1,5
2024-03-04,2 wk ahead inc case,2024-03-16,LT,point,NA,441,5
2024-03-04,2 wk ahead inc case,2024-03-16,LU,point,NA,18,5
2024-03-04,2 wk ahead inc case,2024-03-16,MT,point,NA,12,6
2024-03-04,2 wk ahead inc case,2024-03-16,NL,point,NA,96,4
2024-03-04,2 wk ahead inc case,2024-03-16,NO,point,NA,73,6
2024-03-04,2 wk ahead inc case,2024-03-16,PL,point,NA,440,8
2024-03-04,2 wk ahead inc case,2024-03-16,PT,point,NA,74,5
2024-03-04,2 wk ahead inc case,2024-03-16,RO,point,NA,688,6
2024-03-04,2 wk ahead inc case,2024-03-16,SE,point,NA,172,6
2024-03-04,2 wk ahead inc case,2024-03-16,SI,point,NA,38,6
2024-03-04,2 wk ahead inc case,2024-03-16,SK,point,NA,20,6
2024-03-04,3 wk ahead inc case,2024-03-23,BE,point,NA,205,5
2024-03-04,3 wk ahead inc case,2024-03-23,BG,point,NA,38,6
2024-03-04,3 wk ahead inc case,2024-03-23,CY,point,NA,3002,2
2024-03-04,3 wk ahead inc case,2024-03-23,CZ,point,NA,102,4
2024-03-04,3 wk ahead inc case,2024-03-23,DK,point,NA,216,1
2024-03-04,3 wk ahead inc case,2024-03-23,EE,point,NA,57,5
2024-03-04,3 wk ahead inc case,2024-03-23,FI,point,NA,512,1
2024-03-04,3 wk ahead inc case,2024-03-23,GR,point,NA,1169,6
2024-03-04,3 wk ahead inc case,2024-03-23,HU,point,NA,14,5
2024-03-04,3 wk ahead inc case,2024-03-23,IE,point,NA,132,6
2024-03-04,3 wk ahead inc case,2024-03-23,IS,point,NA,1,5
2024-03-04,3 wk ahead inc case,2024-03-23,IT,point,NA,882,5
2024-03-04,3 wk ahead inc case,2024-03-23,LI,point,NA,1,5
2024-03-04,3 wk ahead inc case,2024-03-23,LT,point,NA,441,5
2024-03-04,3 wk ahead inc case,2024-03-23,LU,point,NA,13,5
2024-03-04,3 wk ahead inc case,2024-03-23,MT,point,NA,12,6
2024-03-04,3 wk ahead inc case,2024-03-23,NL,point,NA,70,4
2024-03-04,3 wk ahead inc case,2024-03-23,NO,point,NA,70,6
2024-03-04,3 wk ahead inc case,2024-03-23,PL,point,NA,336,8
2024-03-04,3 wk ahead inc case,2024-03-23,PT,point,NA,73,5
2024-03-04,3 wk ahead inc case,2024-03-23,RO,point,NA,603,6
2024-03-04,3 wk ahead inc case,2024-03-23,SE,point,NA,170,6
2024-03-04,3 wk ahead inc case,2024-03-23,SI,point,NA,40,6
2024-03-04,3 wk ahead inc case,2024-03-23,SK,point,NA,17,6
2024-03-04,4 wk ahead inc case,2024-03-30,BE,point,NA,195,5
2024-03-04,4 wk ahead inc case,2024-03-30,BG,point,NA,46,6
2024-03-04,4 wk ahead inc case,2024-03-30,CY,point,NA,3002,2
2024-03-04,4 wk ahead inc case,2024-03-30,CZ,point,NA,122,4
2024-03-04,4 wk ahead inc case,2024-03-30,DK,point,NA,216,1
2024-03-04,4 wk ahead inc case,2024-03-30,EE,point,NA,53,5
2024-03-04,4 wk ahead inc case,2024-03-30,FI,point,NA,512,1
2024-03-04,4 wk ahead inc case,2024-03-30,GR,point,NA,1118,6
2024-03-04,4 wk ahead inc case,2024-03-30,HU,point,NA,31,5
2024-03-04,4 wk ahead inc case,2024-03-30,IE,point,NA,120,6
2024-03-04,4 wk ahead inc case,2024-03-30,IS,point,NA,1,5
2024-03-04,4 wk ahead inc case,2024-03-30,IT,point,NA,369,5
2024-03-04,4 wk ahead inc case,2024-03-30,LI,point,NA,1,5
2024-03-04,4 wk ahead inc case,2024-03-30,LT,point,NA,441,5
2024-03-04,4 wk ahead inc case,2024-03-30,LU,point,NA,13,5
2024-03-04,4 wk ahead inc case,2024-03-30,MT,point,NA,12,6
2024-03-04,4 wk ahead inc case,2024-03-30,NL,point,NA,53,4
2024-03-04,4 wk ahead inc case,2024-03-30,NO,point,NA,64,6
2024-03-04,4 wk ahead inc case,2024-03-30,PL,point,NA,254,8
2024-03-04,4 wk ahead inc case,2024-03-30,PT,point,NA,81,5
2024-03-04,4 wk ahead inc case,2024-03-30,RO,point,NA,568,6
2024-03-04,4 wk ahead inc case,2024-03-30,SE,point,NA,170,6
2024-03-04,4 wk ahead inc case,2024-03-30,SI,point,NA,37,6
2024-03-04,4 wk ahead inc case,2024-03-30,SK,point,NA,24,6
2024-03-04,1 wk ahead inc death,2024-03-09,BE,point,NA,1,1
2024-03-04,1 wk ahead inc death,2024-03-09,BG,point,NA,1,6
2024-03-04,1 wk ahead inc death,2024-03-09,CY,point,NA,0,1
2024-03-04,1 wk ahead inc death,2024-03-09,CZ,point,NA,5,2
2024-03-04,1 wk ahead inc death,2024-03-09,DK,point,NA,12,1
2024-03-04,1 wk ahead inc death,2024-03-09,EE,point,NA,0,5
2024-03-04,1 wk ahead inc death,2024-03-09,FI,point,NA,1,1
2024-03-04,1 wk ahead inc death,2024-03-09,GR,point,NA,18,5
2024-03-04,1 wk ahead inc death,2024-03-09,HU,point,NA,6,2
