forecast_date,target,target_end_date,location,type,quantile,value,n_models
2024-06-03,1 wk ahead inc case,2024-06-08,AT,point,NA,15,4
2024-06-03,1 wk ahead inc case,2024-06-08,BE,point,NA,151,1
2024-06-03,1 wk ahead inc case,2024-06-08,BG,point,NA,21,4
2024-06-03,1 wk ahead inc case,2024-06-08,CY,point,NA,44,2
2024-06-03,1 wk ahead inc case,2024-06-08,CZ,point,NA,64,4
2024-06-03,1 wk ahead inc case,2024-06-08,DK,point,NA,25,1
2024-06-03,1 wk ahead inc case,2024-06-08,EE,point,NA,44,4
2024-06-03,1 wk ahead inc case,2024-06-08,GR,point,NA,872,4
2024-06-03,1 wk ahead inc case,2024-06-08,HR,point,NA,96,3
2024-06-03,1 wk ahead inc case,2024-06-08,HU,point,NA,45,4
2024-06-03,1 wk ahead inc case,2024-06-08,IE,point,NA,296,4
2024-06-03,1 wk ahead inc case,2024-06-08,IS,point,NA,6,2
2024-06-03,1 wk ahead inc case,2024-06-08,IT,point,NA,573,3
2024-06-03,1 wk ahead inc case,2024-06-08,LI,point,NA,0,4
2024-06-03,1 wk ahead inc case,2024-06-08,LT,point,NA,74,4
2024-06-03,1 wk ahead inc case,2024-06-08,LU,point,NA,18,2
2024-06-03,1 wk ahead inc case,2024-06-08,LV,point,NA,4,1
2024-06-03,1 wk ahead inc case,2024-06-08,MT,point,NA,19,4
2024-06-03,1 wk ahead inc case,2024-06-08,NL,point,NA,31,3
2024-06-03,1 wk ahead inc case,2024-06-08,NO,point,NA,103,3
2024-06-03,1 wk ahead inc case,2024-06-08,PL,point,NA,160,4
2024-06-03,1 wk ahead inc case,2024-06-08,PT,point,NA,840,4
2024-06-03,1 wk ahead inc case,2024-06-08,RO,point,NA,106,4
2024-06-03,1 wk ahead inc case,2024-06-08,SE,point,NA,160,4
2024-06-03,1 wk ahead inc case,2024-06-08,SI,point,NA,10,4
2024-06-03,1 wk ahead inc case,2024-06-08,SK,point,NA,21,3
2024-06-03,2 wk ahead inc case,2024-06-15,AT,point,NA,26,4
2024-06-03,2 wk ahead inc case,2024-06-15,BE,point,NA,157,1
2024-06-03,2 wk ahead inc case,2024-06-15,BG,point,NA,22,4
2024-06-03,2 wk ahead inc case,2024-06-15,CY,point,NA,66,2
2024-06-03,2 wk ahead inc case,2024-06-15,CZ,point,NA,64,4
2024-06-03,2 wk ahead inc case,2024-06-15,DK,point,NA,23,1
2024-06-03,2 wk ahead inc case,2024-06-15,EE,point,NA,50,4
2024-06-03,2 wk ahead inc case,2024-06-15,GR,point,NA,914,4
2024-06-03,2 wk ahead inc case,2024-06-15,HR,point,NA,108,3
2024-06-03,2 wk ahead inc case,2024-06-15,HU,point,NA,57,4
2024-06-03,2 wk ahead inc case,2024-06-15,IE,point,NA,305,4
2024-06-03,2 wk ahead inc case,2024-06-15,IS,point,NA,7,2
2024-06-03,2 wk ahead inc case,2024-06-15,IT,point,NA,633,3
2024-06-03,2 wk ahead inc case,2024-06-15,LI,point,NA,1,4
2024-06-03,2 wk ahead inc case,2024-06-15,LT,point,NA,74,4
