forecast_date,target,target_end_date,location,type,quantile,value,n_models
2024-04-01,1 wk ahead inc case,2024-04-06,BE,point,NA,144,4
2024-04-01,1 wk ahead inc case,2024-04-06,BG,point,NA,69,4
2024-04-01,1 wk ahead inc case,2024-04-06,CY,point,NA,6001,1
2024-04-01,1 wk ahead inc case,2024-04-06,CZ,point,NA,49,3
2024-04-01,1 wk ahead inc case,2024-04-06,DK,point,NA,91,1
2024-04-01,1 wk ahead inc case,2024-04-06,EE,point,NA,30,4
2024-04-01,1 wk ahead inc case,2024-04-06,FI,point,NA,512,1
2024-04-01,1 wk ahead inc case,2024-04-06,GR,point,NA,1000,4
2024-04-01,1 wk ahead inc case,2024-04-06,HU,point,NA,14,4
2024-04-01,1 wk ahead inc case,2024-04-06,IE,point,NA,168,4
2024-04-01,1 wk ahead inc case,2024-04-06,IS,point,NA,10,4
2024-04-01,1 wk ahead inc case,2024-04-06,IT,point,NA,500,4
2024-04-01,1 wk ahead inc case,2024-04-06,LI,point,NA,0,4
2024-04-01,1 wk ahead inc case,2024-04-06,LT,point,NA,227,4
2024-04-01,1 wk ahead inc case,2024-04-06,LU,point,NA,15,4
2024-04-01,1 wk ahead inc case,2024-04-06,MT,point,NA,12,4
2024-04-01,1 wk ahead inc case,2024-04-06,NL,point,NA,42,4
2024-04-01,1 wk ahead inc case,2024-04-06,NO,point,NA,70,4
2024-04-01,1 wk ahead inc case,2024-04-06,PL,point,NA,192,5
2024-04-01,1 wk ahead inc case,2024-04-06,PT,point,NA,80,4
2024-04-01,1 wk ahead inc case,2024-04-06,RO,point,NA,218,4
2024-04-01,1 wk ahead inc case,2024-04-06,SE,point,NA,86,4
2024-04-01,1 wk ahead inc case,2024-04-06,SI,point,NA,10,4
2024-04-01,1 wk ahead inc case,2024-04-06,SK,point,NA,22,4
2024-04-01,2 wk ahead inc case,2024-04-13,BE,point,NA,122,4
2024-04-01,2 wk ahead inc case,2024-04-13,BG,point,NA,67,4
2024-04-01,2 wk ahead inc case,2024-04-13,CY,point,NA,6001,1
2024-04-01,2 wk ahead inc case,2024-04-13,CZ,point,NA,48,3
2024-04-01,2 wk ahead inc case,2024-04-13,DK,point,NA,91,1
2024-04-01,2 wk ahead inc case,2024-04-13,EE,point,NA,24,4
2024-04-01,2 wk ahead inc case,2024-04-13,FI,point,NA,512,1
2024-04-01,2 wk ahead inc case,2024-04-13,GR,point,NA,986,4
2024-04-01,2 wk ahead inc case,2024-04-13,HU,point,NA,13,4
2024-04-01,2 wk ahead inc case,2024-04-13,IE,point,NA,171,4
2024-04-01,2 wk ahead inc case,2024-04-13,IS,point,NA,12,4
2024-04-01,2 wk ahead inc case,2024-04-13,IT,point,NA,624,4
2024-04-01,2 wk ahead inc case,2024-04-13,LI,point,NA,1,4
2024-04-01,2 wk ahead inc case,2024-04-13,LT,point,NA,227,4
2024-04-01,2 wk ahead inc case,2024-04-13,LU,point,NA,14,4
2024-04-01,2 wk ahead inc case,2024-04-13,MT,point,NA,16,4
2024-04-01,2 wk ahead inc case,2024-04-13,NL,point,NA,22,4
2024-04-01,2 wk ahead inc case,2024-04-13,NO,point,NA,66,4
2024-04-01,2 wk ahead inc case,2024-04-13,PL,point,NA,184,5
2024-04-01,2 wk ahead inc case,2024-04-13,PT,point,NA,78,4
2024-04-01,2 wk ahead inc case,2024-04-13,RO,point,NA,210,4
2024-04-01,2 wk ahead inc case,2024-04-13,SE,point,NA,80,4
2024-04-01,2 wk ahead inc case,2024-04-13,SI,point,NA,14,4
2024-04-01,2 wk ahead inc case,2024-04-13,SK,point,NA,22,4
2024-04-01,3 wk ahead inc case,2024-04-20,BE,point,NA,112,4
2024-04-01,3 wk ahead inc case,2024-04-20,BG,point,NA,76,4
2024-04-01,3 wk ahead inc case,2024-04-20,CY,point,NA,6001,1
2024-04-01,3 wk ahead inc case,2024-04-20,CZ,point,NA,64,3
2024-04-01,3 wk ahead inc case,2024-04-20,DK,point,NA,91,1
2024-04-01,3 wk ahead inc case,2024-04-20,EE,point,NA,18,4
2024-04-01,3 wk ahead inc case,2024-04-20,FI,point,NA,512,1
2024-04-01,3 wk ahead inc case,2024-04-20,GR,point,NA,871,4
2024-04-01,3 wk ahead inc case,2024-04-20,HU,point,NA,12,4
2024-04-01,3 wk ahead inc case,2024-04-20,IE,point,NA,174,4
2024-04-01,3 wk ahead inc case,2024-04-20,IS,point,NA,14,4
2024-04-01,3 wk ahead inc case,2024-04-20,IT,point,NA,595,4
2024-04-01,3 wk ahead inc case,2024-04-20,LI,point,NA,2,4
2024-04-01,3 wk ahead inc case,2024-04-20,LT,point,NA,232,4
2024-04-01,3 wk ahead inc case,2024-04-20,LU,point,NA,15,4
2024-04-01,3 wk ahead inc case,2024-04-20,MT,point,NA,28,4
2024-04-01,3 wk ahead inc case,2024-04-20,NL,point,NA,23,4
2024-04-01,3 wk ahead inc case,2024-04-20,NO,point,NA,67,4
2024-04-01,3 wk ahead inc case,2024-04-20,PL,point,NA,195,5
2024-04-01,3 wk ahead inc case,2024-04-20,PT,point,NA,76,4
2024-04-01,3 wk ahead inc case,2024-04-20,RO,point,NA,222,4
2024-04-01,3 wk ahead inc case,2024-04-20,SE,point,NA,75,4
2024-04-01,3 wk ahead inc case,2024-04-20,SI,point,NA,14,4
2024-04-01,3 wk ahead inc case,2024-04-20,SK,point,NA,24,4
2024-04-01,4 wk ahead inc case,2024-04-27,BE,point,NA,116,4
2024-04-01,4 wk ahead inc case,2024-04-27,BG,point,NA,64,4
