forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-11-06,1 wk ahead inc case,2023-11-11,AT,point,NA,0,3
2023-11-06,1 wk ahead inc case,2023-11-11,BE,point,NA,2052,6
2023-11-06,1 wk ahead inc case,2023-11-11,BG,point,NA,2195,6
2023-11-06,1 wk ahead inc case,2023-11-11,CY,point,NA,576,4
2023-11-06,1 wk ahead inc case,2023-11-11,CZ,point,NA,3972,7
2023-11-06,1 wk ahead inc case,2023-11-11,DE,point,NA,728,3
2023-11-06,1 wk ahead inc case,2023-11-11,DK,point,NA,1808,3
2023-11-06,1 wk ahead inc case,2023-11-11,EE,point,NA,170,6
2023-11-06,1 wk ahead inc case,2023-11-11,ES,point,NA,3469,3
2023-11-06,1 wk ahead inc case,2023-11-11,FI,point,NA,512,5
2023-11-06,1 wk ahead inc case,2023-11-11,FR,point,NA,636,3
2023-11-06,1 wk ahead inc case,2023-11-11,GR,point,NA,11500,7
2023-11-06,1 wk ahead inc case,2023-11-11,HR,point,NA,2121,5
2023-11-06,1 wk ahead inc case,2023-11-11,HU,point,NA,1300,6
2023-11-06,1 wk ahead inc case,2023-11-11,IE,point,NA,553,7
2023-11-06,1 wk ahead inc case,2023-11-11,IS,point,NA,36,6
2023-11-06,1 wk ahead inc case,2023-11-11,IT,point,NA,17686,5
2023-11-06,1 wk ahead inc case,2023-11-11,LI,point,NA,0,3
2023-11-06,1 wk ahead inc case,2023-11-11,LT,point,NA,1128,6
2023-11-06,1 wk ahead inc case,2023-11-11,LU,point,NA,278,6
2023-11-06,1 wk ahead inc case,2023-11-11,LV,point,NA,196,5
2023-11-06,1 wk ahead inc case,2023-11-11,MT,point,NA,43,7
2023-11-06,1 wk ahead inc case,2023-11-11,NL,point,NA,438,6
2023-11-06,1 wk ahead inc case,2023-11-11,NO,point,NA,543,7
2023-11-06,1 wk ahead inc case,2023-11-11,PL,point,NA,4669,9
2023-11-06,1 wk ahead inc case,2023-11-11,PT,point,NA,1902,7
2023-11-06,1 wk ahead inc case,2023-11-11,RO,point,NA,6081,7
2023-11-06,1 wk ahead inc case,2023-11-11,SE,point,NA,1330,7
2023-11-06,1 wk ahead inc case,2023-11-11,SI,point,NA,640,7
2023-11-06,1 wk ahead inc case,2023-11-11,SK,point,NA,712,7
2023-11-06,2 wk ahead inc case,2023-11-18,AT,point,NA,0,3
2023-11-06,2 wk ahead inc case,2023-11-18,BE,point,NA,2044,6
2023-11-06,2 wk ahead inc case,2023-11-18,BG,point,NA,2127,6
2023-11-06,2 wk ahead inc case,2023-11-18,CY,point,NA,474,4
2023-11-06,2 wk ahead inc case,2023-11-18,CZ,point,NA,4158,7
2023-11-06,2 wk ahead inc case,2023-11-18,DE,point,NA,1099,3
2023-11-06,2 wk ahead inc case,2023-11-18,DK,point,NA,3465,3
2023-11-06,2 wk ahead inc case,2023-11-18,EE,point,NA,182,6
2023-11-06,2 wk ahead inc case,2023-11-18,ES,point,NA,10384,3
