forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-05-08,1 wk ahead inc case,2023-05-13,AT,point,NA,1947,5
2023-05-08,1 wk ahead inc case,2023-05-13,BE,point,NA,2151,4
2023-05-08,1 wk ahead inc case,2023-05-13,BG,point,NA,1000,4
2023-05-08,1 wk ahead inc case,2023-05-13,CH,point,NA,1380,1
2023-05-08,1 wk ahead inc case,2023-05-13,CY,point,NA,720,4
2023-05-08,1 wk ahead inc case,2023-05-13,CZ,point,NA,652,5
2023-05-08,1 wk ahead inc case,2023-05-13,DE,point,NA,9350,5
2023-05-08,1 wk ahead inc case,2023-05-13,DK,point,NA,732,5
2023-05-08,1 wk ahead inc case,2023-05-13,EE,point,NA,276,5
2023-05-08,1 wk ahead inc case,2023-05-13,ES,point,NA,6828,4
2023-05-08,1 wk ahead inc case,2023-05-13,FI,point,NA,1860,5
2023-05-08,1 wk ahead inc case,2023-05-13,FR,point,NA,31073,5
2023-05-08,1 wk ahead inc case,2023-05-13,GB,point,NA,26380,1
2023-05-08,1 wk ahead inc case,2023-05-13,GR,point,NA,6931,5
2023-05-08,1 wk ahead inc case,2023-05-13,HR,point,NA,1296,2
2023-05-08,1 wk ahead inc case,2023-05-13,HU,point,NA,456,4
2023-05-08,1 wk ahead inc case,2023-05-13,IE,point,NA,468,5
2023-05-08,1 wk ahead inc case,2023-05-13,IS,point,NA,6,3
2023-05-08,1 wk ahead inc case,2023-05-13,IT,point,NA,21226,4
2023-05-08,1 wk ahead inc case,2023-05-13,LI,point,NA,1,4
2023-05-08,1 wk ahead inc case,2023-05-13,LT,point,NA,403,4
2023-05-08,1 wk ahead inc case,2023-05-13,LU,point,NA,192,4
2023-05-08,1 wk ahead inc case,2023-05-13,LV,point,NA,145,5
2023-05-08,1 wk ahead inc case,2023-05-13,MT,point,NA,83,5
2023-05-08,1 wk ahead inc case,2023-05-13,NL,point,NA,455,3
2023-05-08,1 wk ahead inc case,2023-05-13,NO,point,NA,366,4
2023-05-08,1 wk ahead inc case,2023-05-13,PL,point,NA,940,7
2023-05-08,1 wk ahead inc case,2023-05-13,PT,point,NA,1383,5
2023-05-08,1 wk ahead inc case,2023-05-13,RO,point,NA,3159,5
2023-05-08,1 wk ahead inc case,2023-05-13,SE,point,NA,1063,5
