target_end_date,target_variable,location,location_name,anomaly
2021-06-12,inc case,CY,Cyprus,large data revision
2021-06-12,inc case,CZ,Czechia,Replaced data source
2021-06-12,inc case,DE,Germany,Replaced data source
2021-06-12,inc case,DK,Denmark,Replaced data source
2021-06-12,inc case,EE,Estonia,Replaced data source
2021-06-12,inc case,ES,Spain,Historic cases added but not backdistributed in Catalonia
2021-06-12,inc case,FI,Finland,Replaced data source
2021-06-12,inc case,FR,France,Replaced data source
2021-06-12,inc case,GR,Greece,Replaced data source
2021-06-12,inc case,HR,Croatia,Replaced data source
2021-06-12,inc case,HU,Hungary,Replaced data source
2021-06-12,inc case,IE,Ireland,Spike removed after case count backdistributed
2021-06-12,inc case,IS,Iceland,large data revision
2021-06-12,inc case,IT,Italy,Replaced data source
2021-06-12,inc case,LI,Liechtenstein,large data revision
2021-06-12,inc case,LT,Lithuania,Replaced data source
2021-06-12,inc case,LU,Luxembourg,Replaced data source
2021-06-12,inc case,LV,Latvia,Replaced data source
2021-06-12,inc case,MT,Malta,Replaced data source
2021-06-12,inc case,NL,Netherlands,large data revision
2021-06-12,inc case,NO,Norway,Replaced data source
2021-06-12,inc case,PL,Poland,Replaced data source
2021-06-12,inc case,PT,Portugal,Replaced data source
2021-06-12,inc case,RO,Romania,Replaced data source
2021-06-12,inc case,SE,Sweden,Replaced data source
2021-06-12,inc case,SI,Slovenia,Replaced data source
2021-06-12,inc case,SK,Slovakia,large data revision
2021-06-12,inc death,AT,Austria,large data revision
2021-06-12,inc death,BE,Belgium,Replaced data source
2021-06-12,inc death,BG,Bulgaria,Replaced data source
2021-06-12,inc death,CH,Switzerland,large data revision
2021-06-12,inc death,CY,Cyprus,Replaced data source
2021-06-12,inc death,CZ,Czechia,Replaced data source
2021-06-12,inc death,DE,Germany,Replaced data source
2021-06-12,inc death,DK,Denmark,Replaced data source
2021-06-12,inc death,EE,Estonia,Replaced data source
2021-06-12,inc death,ES,Spain,Replaced data source
2021-06-12,inc death,FI,Finland,large data revision
2021-06-12,inc death,FR,France,Replaced data source
2021-06-12,inc death,GB,United Kingdom,large data revision
2021-06-12,inc death,GR,Greece,Replaced data source
2021-06-12,inc death,HR,Croatia,Replaced data source
2021-06-12,inc death,HU,Hungary,Replaced data source
2021-06-12,inc death,IE,Ireland,No data reported
2021-06-12,inc death,IS,Iceland,Replaced data source
2021-06-12,inc death,IT,Italy,Replaced data source
2021-06-12,inc death,LI,Liechtenstein,Replaced data source
2021-06-12,inc death,LT,Lithuania,Replaced data source
2021-06-12,inc death,LU,Luxembourg,Replaced data source
2021-06-12,inc death,LV,Latvia,Replaced data source
2021-06-12,inc death,MT,Malta,Replaced data source
2021-06-12,inc death,NL,Netherlands,Replaced data source
2021-06-12,inc death,NO,Norway,Replaced data source
2021-06-12,inc death,PL,Poland,Replaced data source
2021-06-12,inc death,PT,Portugal,Replaced data source
2021-06-12,inc death,RO,Romania,Replaced data source
2021-06-12,inc death,SE,Sweden,Replaced data source
2021-06-12,inc death,SI,Slovenia,Replaced data source
2021-06-12,inc death,SK,Slovakia,Replaced data source
2021-06-12,inc hosp,BE,Belgium,Replaced data source
2021-06-12,inc hosp,BG,Bulgaria,Replaced data source
2021-06-12,inc hosp,CH,Switzerland,large data revision
2021-06-12,inc hosp,CY,Cyprus,large data revision
2021-06-12,inc hosp,CZ,Czechia,Replaced data source
2021-06-12,inc hosp,DE,Germany,Replaced data source
2021-06-12,inc hosp,DK,Denmark,large data revision
2021-06-12,inc hosp,EE,Estonia,Replaced data source
2021-06-12,inc hosp,ES,Spain,large data revision
2021-06-12,inc hosp,FR,France,Replaced data source
2021-06-12,inc hosp,GB,United Kingdom,large data revision
2021-06-12,inc hosp,GR,Greece,Replaced data source
2021-06-12,inc hosp,HR,Croatia,large data revision
2021-06-12,inc hosp,IE,Ireland,Replaced data source
2021-06-12,inc hosp,IS,Iceland,Replaced data source
2021-06-12,inc hosp,IT,Italy,large data revision
2021-06-12,inc hosp,LU,Luxembourg,Replaced data source
2021-06-12,inc hosp,LV,Latvia,Replaced data source
2021-06-12,inc hosp,MT,Malta,Replaced data source
2021-06-12,inc hosp,NL,Netherlands,large data revision
2021-06-12,inc hosp,NO,Norway,large data revision
2021-06-12,inc hosp,PL,Poland,Replaced data source
2021-06-12,inc hosp,PT,Portugal,large data revision
2021-06-12,inc hosp,SI,Slovenia,Replaced data source
2021-06-12,inc hosp,SK,Slovakia,Replaced data source
2021-06-13,inc hosp,BE,Belgium,Replaced data source
2021-06-13,inc hosp,CH,Switzerland,Replaced data source
2021-06-13,inc hosp,CY,Cyprus,Replaced data source
2021-06-13,inc hosp,CZ,Czechia,Replaced data source
2021-06-13,inc hosp,DE,Germany,Replaced data source
2021-06-13,inc hosp,DK,Denmark,Replaced data source
2021-06-13,inc hosp,EE,Estonia,Replaced data source
2021-06-13,inc hosp,ES,Spain,Replaced data source
2021-06-13,inc hosp,FR,France,Replaced data source
2021-06-13,inc hosp,GR,Greece,Replaced data source
2021-06-13,inc hosp,IE,Ireland,Replaced data source
2021-06-13,inc hosp,IS,Iceland,Replaced data source
2021-06-13,inc hosp,IT,Italy,Replaced data source
2021-06-13,inc hosp,LU,Luxembourg,Replaced data source
2021-06-13,inc hosp,LV,Latvia,Replaced data source
2021-06-13,inc hosp,MT,Malta,Replaced data source
2021-06-13,inc hosp,NL,Netherlands,Replaced data source
2021-06-13,inc hosp,SI,Slovenia,Replaced data source
2021-06-13,inc hosp,SK,Slovakia,Replaced data source
2021-06-14,inc hosp,AT,Austria,Replaced data source
2021-06-14,inc hosp,BE,Belgium,Replaced data source
2021-06-14,inc hosp,BG,Bulgaria,Replaced data source
2021-06-14,inc hosp,CH,Switzerland,Replaced data source
2021-06-14,inc hosp,CY,Cyprus,Replaced data source
2021-06-14,inc hosp,CZ,Czechia,Replaced data source
2021-06-14,inc hosp,DE,Germany,Replaced data source
2021-06-14,inc hosp,DK,Denmark,Replaced data source
2021-06-14,inc hosp,EE,Estonia,Replaced data source
2021-06-14,inc hosp,ES,Spain,Replaced data source
2021-06-14,inc hosp,FI,Finland,Replaced data source
2021-06-14,inc hosp,FR,France,Replaced data source
2021-06-14,inc hosp,GB,United Kingdom,Replaced data source
2021-06-14,inc hosp,GR,Greece,Replaced data source
2021-06-14,inc hosp,HR,Croatia,Replaced data source
2021-06-14,inc hosp,HU,Hungary,Replaced data source
2021-06-14,inc hosp,IE,Ireland,Replaced data source
2021-06-14,inc hosp,IS,Iceland,Replaced data source
2021-06-14,inc hosp,IT,Italy,Replaced data source
2021-06-14,inc hosp,LI,Liechtenstein,Replaced data source
2021-06-14,inc hosp,LT,Lithuania,Replaced data source
2021-06-14,inc hosp,LU,Luxembourg,Replaced data source
2021-06-14,inc hosp,LV,Latvia,Replaced data source
2021-06-14,inc hosp,MT,Malta,Replaced data source
2021-06-14,inc hosp,NL,Netherlands,Replaced data source
2021-06-14,inc hosp,NO,Norway,Replaced data source
2021-06-14,inc hosp,PL,Poland,Replaced data source
2021-06-14,inc hosp,PT,Portugal,Replaced data source
2021-06-14,inc hosp,RO,Romania,Replaced data source
2021-06-14,inc hosp,SE,Sweden,Replaced data source
2021-06-14,inc hosp,SI,Slovenia,Replaced data source
2021-06-14,inc hosp,SK,Slovakia,Replaced data source
2021-06-15,inc hosp,BE,Belgium,Replaced data source
2021-06-15,inc hosp,CH,Switzerland,Replaced data source
2021-06-15,inc hosp,CZ,Czechia,Replaced data source
2021-06-15,inc hosp,DE,Germany,Replaced data source
2021-06-15,inc hosp,DK,Denmark,Replaced data source
2021-06-15,inc hosp,ES,Spain,Replaced data source
2021-06-15,inc hosp,FR,France,Replaced data source
2021-06-15,inc hosp,IT,Italy,Replaced data source
2021-06-15,inc hosp,NL,Netherlands,Replaced data source
2021-06-16,inc hosp,BE,Belgium,Replaced data source
2021-06-16,inc hosp,CH,Switzerland,Replaced data source
2021-06-16,inc hosp,CZ,Czechia,Replaced data source
2021-06-16,inc hosp,DE,Germany,Replaced data source
2021-06-16,inc hosp,DK,Denmark,Replaced data source
2021-06-16,inc hosp,ES,Spain,Replaced data source
2021-06-16,inc hosp,FR,France,Replaced data source
2021-06-16,inc hosp,IT,Italy,Replaced data source
2021-06-16,inc hosp,NL,Netherlands,Replaced data source
2021-06-17,inc hosp,BE,Belgium,Replaced data source
2021-06-17,inc hosp,CH,Switzerland,Replaced data source
2021-06-17,inc hosp,CZ,Czechia,Replaced data source
2021-06-17,inc hosp,DE,Germany,Replaced data source
2021-06-17,inc hosp,DK,Denmark,Replaced data source
2021-06-17,inc hosp,ES,Spain,Replaced data source
2021-06-17,inc hosp,FR,France,Replaced data source
2021-06-17,inc hosp,IT,Italy,Replaced data source
2021-06-17,inc hosp,NL,Netherlands,Replaced data source
2021-06-18,inc hosp,BE,Belgium,Replaced data source
2021-06-18,inc hosp,CH,Switzerland,Replaced data source
2021-06-18,inc hosp,CZ,Czechia,Replaced data source
2021-06-18,inc hosp,DE,Germany,Replaced data source
2021-06-18,inc hosp,DK,Denmark,Replaced data source
2021-06-18,inc hosp,ES,Spain,Replaced data source
2021-06-18,inc hosp,FR,France,Replaced data source
2021-06-18,inc hosp,IT,Italy,Replaced data source
2021-06-18,inc hosp,NL,Netherlands,Replaced data source
2021-06-19,inc case,AT,Austria,large data revision
2021-06-19,inc case,BE,Belgium,Replaced data source
2021-06-19,inc case,BG,Bulgaria,Replaced data source
2021-06-19,inc case,CY,Cyprus,Replaced data source
2021-06-19,inc case,CZ,Czechia,Replaced data source
2021-06-19,inc case,DE,Germany,large data revision
2021-06-19,inc case,DK,Denmark,Replaced data source
2021-06-19,inc case,EE,Estonia,Replaced data source
2021-06-19,inc case,ES,Spain,Replaced data source
2021-06-19,inc case,FI,Finland,Replaced data source
2021-06-19,inc case,FR,France,Replaced data source
2021-06-19,inc case,GR,Greece,Replaced data source
2021-06-19,inc case,HR,Croatia,Replaced data source
2021-06-19,inc case,HU,Hungary,Replaced data source
2021-06-19,inc case,IE,Ireland,Replaced data source
2021-06-19,inc case,IS,Iceland,large data revision
2021-06-19,inc case,IT,Italy,Replaced data source
2021-06-19,inc case,LI,Liechtenstein,Replaced data source
2021-06-19,inc case,LT,Lithuania,Replaced data source
2021-06-19,inc case,LU,Luxembourg,Replaced data source
2021-06-19,inc case,LV,Latvia,Replaced data source
2021-06-19,inc case,MT,Malta,Replaced data source
2021-06-19,inc case,NL,Netherlands,large data revision
2021-06-19,inc case,NO,Norway,Replaced data source
2021-06-19,inc case,PL,Poland,Replaced data source
2021-06-19,inc case,PT,Portugal,Replaced data source
2021-06-19,inc case,RO,Romania,Replaced data source
2021-06-19,inc case,SE,Sweden,Replaced data source
2021-06-19,inc case,SI,Slovenia,Replaced data source
2021-06-19,inc case,SK,Slovakia,large data revision
2021-06-19,inc death,AT,Austria,large data revision
2021-06-19,inc death,BE,Belgium,Replaced data source
2021-06-19,inc death,BG,Bulgaria,Replaced data source
2021-06-19,inc death,CH,Switzerland,large data revision
2021-06-19,inc death,CY,Cyprus,large data revision
2021-06-19,inc death,CZ,Czechia,Replaced data source
2021-06-19,inc death,DE,Germany,large data revision
2021-06-19,inc death,DK,Denmark,Replaced data source
2021-06-19,inc death,EE,Estonia,Replaced data source
2021-06-19,inc death,ES,Spain,Replaced data source
2021-06-19,inc death,FI,Finland,large data revision
2021-06-19,inc death,FR,France,Replaced data source
2021-06-19,inc death,GB,United Kingdom,large data revision
2021-06-19,inc death,GR,Greece,Replaced data source
2021-06-19,inc death,HR,Croatia,Replaced data source
2021-06-19,inc death,HU,Hungary,Replaced data source
2021-06-19,inc death,IE,Ireland,Replaced data source
2021-06-19,inc death,IS,Iceland,Replaced data source
2021-06-19,inc death,IT,Italy,Replaced data source
2021-06-19,inc death,LI,Liechtenstein,Replaced data source
2021-06-19,inc death,LT,Lithuania,large data revision
2021-06-19,inc death,LU,Luxembourg,Replaced data source
2021-06-19,inc death,LV,Latvia,Replaced data source
2021-06-19,inc death,MT,Malta,Replaced data source
2021-06-19,inc death,NL,Netherlands,Replaced data source
2021-06-19,inc death,NO,Norway,Replaced data source
2021-06-19,inc death,PL,Poland,Replaced data source
2021-06-19,inc death,PT,Portugal,Replaced data source
2021-06-19,inc death,RO,Romania,Replaced data source
2021-06-19,inc death,SE,Sweden,Replaced data source
2021-06-19,inc death,SI,Slovenia,Replaced data source
2021-06-19,inc death,SK,Slovakia,Replaced data source
2021-06-19,inc hosp,BE,Belgium,Replaced data source
2021-06-19,inc hosp,BG,Bulgaria,Replaced data source
2021-06-19,inc hosp,CH,Switzerland,large data revision
2021-06-19,inc hosp,CY,Cyprus,Replaced data source
2021-06-19,inc hosp,CZ,Czechia,Replaced data source
2021-06-19,inc hosp,DE,Germany,Replaced data source
2021-06-19,inc hosp,DK,Denmark,large data revision
2021-06-19,inc hosp,EE,Estonia,Replaced data source
2021-06-19,inc hosp,ES,Spain,large data revision
2021-06-19,inc hosp,FR,France,Replaced data source
2021-06-19,inc hosp,GB,United Kingdom,large data revision
2021-06-19,inc hosp,GR,Greece,Replaced data source
2021-06-19,inc hosp,HR,Croatia,large data revision
2021-06-19,inc hosp,IE,Ireland,Replaced data source
2021-06-19,inc hosp,IS,Iceland,Replaced data source
2021-06-19,inc hosp,IT,Italy,large data revision
2021-06-19,inc hosp,LU,Luxembourg,Replaced data source
2021-06-19,inc hosp,LV,Latvia,Replaced data source
2021-06-19,inc hosp,MT,Malta,Replaced data source
2021-06-19,inc hosp,NL,Netherlands,large data revision
2021-06-19,inc hosp,NO,Norway,large data revision
2021-06-19,inc hosp,PL,Poland,Replaced data source
2021-06-19,inc hosp,PT,Portugal,large data revision
2021-06-19,inc hosp,SI,Slovenia,Replaced data source
2021-06-19,inc hosp,SK,Slovakia,Replaced data source
2021-06-20,inc case,SE,Sweden,No data reported
2021-06-20,inc death,SE,Sweden,No data reported
2021-06-20,inc hosp,BE,Belgium,Replaced data source
2021-06-20,inc hosp,CH,Switzerland,Replaced data source
2021-06-20,inc hosp,CY,Cyprus,Replaced data source
2021-06-20,inc hosp,CZ,Czechia,Replaced data source
2021-06-20,inc hosp,DE,Germany,Replaced data source
2021-06-20,inc hosp,DK,Denmark,Replaced data source
2021-06-20,inc hosp,EE,Estonia,Replaced data source
2021-06-20,inc hosp,ES,Spain,Replaced data source
2021-06-20,inc hosp,FR,France,Replaced data source
2021-06-20,inc hosp,GR,Greece,Replaced data source
2021-06-20,inc hosp,IE,Ireland,Replaced data source
2021-06-20,inc hosp,IS,Iceland,Replaced data source
2021-06-20,inc hosp,IT,Italy,Replaced data source
2021-06-20,inc hosp,LU,Luxembourg,Replaced data source
2021-06-20,inc hosp,LV,Latvia,Replaced data source
2021-06-20,inc hosp,MT,Malta,Replaced data source
2021-06-20,inc hosp,NL,Netherlands,Replaced data source
2021-06-20,inc hosp,SI,Slovenia,Replaced data source
2021-06-20,inc hosp,SK,Slovakia,Replaced data source
2021-06-21,inc hosp,AT,Austria,Replaced data source
2021-06-21,inc hosp,BE,Belgium,Replaced data source
2021-06-21,inc hosp,BG,Bulgaria,Replaced data source
2021-06-21,inc hosp,CH,Switzerland,Replaced data source
2021-06-21,inc hosp,CY,Cyprus,Replaced data source
2021-06-21,inc hosp,CZ,Czechia,Replaced data source
2021-06-21,inc hosp,DE,Germany,Replaced data source
2021-06-21,inc hosp,DK,Denmark,Replaced data source
2021-06-21,inc hosp,EE,Estonia,Replaced data source
2021-06-21,inc hosp,ES,Spain,Replaced data source
2021-06-21,inc hosp,FI,Finland,Replaced data source
2021-06-21,inc hosp,FR,France,Replaced data source
2021-06-21,inc hosp,GB,United Kingdom,Replaced data source
2021-06-21,inc hosp,GR,Greece,Replaced data source
2021-06-21,inc hosp,HR,Croatia,Replaced data source
2021-06-21,inc hosp,HU,Hungary,Replaced data source
2021-06-21,inc hosp,IE,Ireland,Replaced data source
2021-06-21,inc hosp,IS,Iceland,Replaced data source
2021-06-21,inc hosp,IT,Italy,Replaced data source
2021-06-21,inc hosp,LI,Liechtenstein,Replaced data source
2021-06-21,inc hosp,LT,Lithuania,Replaced data source
2021-06-21,inc hosp,LU,Luxembourg,Replaced data source
2021-06-21,inc hosp,LV,Latvia,Replaced data source
2021-06-21,inc hosp,MT,Malta,Replaced data source
2021-06-21,inc hosp,NL,Netherlands,Replaced data source
2021-06-21,inc hosp,NO,Norway,Replaced data source
2021-06-21,inc hosp,PL,Poland,Replaced data source
2021-06-21,inc hosp,PT,Portugal,Replaced data source
2021-06-21,inc hosp,RO,Romania,Replaced data source
2021-06-21,inc hosp,SE,Sweden,Replaced data source
2021-06-21,inc hosp,SI,Slovenia,Replaced data source
2021-06-21,inc hosp,SK,Slovakia,Replaced data source
2021-06-22,inc hosp,BE,Belgium,Replaced data source
2021-06-22,inc hosp,CH,Switzerland,Replaced data source
2021-06-22,inc hosp,CZ,Czechia,Replaced data source
2021-06-22,inc hosp,DE,Germany,Replaced data source
2021-06-22,inc hosp,DK,Denmark,Replaced data source
2021-06-22,inc hosp,ES,Spain,Replaced data source
2021-06-22,inc hosp,FR,France,Replaced data source
2021-06-22,inc hosp,IT,Italy,Replaced data source
2021-06-22,inc hosp,NL,Netherlands,Replaced data source
2021-06-23,inc hosp,BE,Belgium,Replaced data source
2021-06-23,inc hosp,CH,Switzerland,Replaced data source
2021-06-23,inc hosp,CZ,Czechia,Replaced data source
2021-06-23,inc hosp,DE,Germany,Replaced data source
2021-06-23,inc hosp,DK,Denmark,Replaced data source
2021-06-23,inc hosp,ES,Spain,Replaced data source
2021-06-23,inc hosp,FR,France,Replaced data source
2021-06-23,inc hosp,IT,Italy,Replaced data source
2021-06-23,inc hosp,NL,Netherlands,Replaced data source
2021-06-24,inc hosp,BE,Belgium,Replaced data source
2021-06-24,inc hosp,CH,Switzerland,Replaced data source
2021-06-24,inc hosp,CZ,Czechia,Replaced data source
2021-06-24,inc hosp,DE,Germany,Replaced data source
2021-06-24,inc hosp,DK,Denmark,Replaced data source
2021-06-24,inc hosp,ES,Spain,Replaced data source
2021-06-24,inc hosp,FR,France,Replaced data source
2021-06-24,inc hosp,IT,Italy,Replaced data source
2021-06-24,inc hosp,NL,Netherlands,Replaced data source
2021-06-25,inc hosp,BE,Belgium,Replaced data source
2021-06-25,inc hosp,CH,Switzerland,Replaced data source
2021-06-25,inc hosp,CZ,Czechia,Replaced data source
2021-06-25,inc hosp,DE,Germany,Replaced data source
2021-06-25,inc hosp,DK,Denmark,Replaced data source
2021-06-25,inc hosp,ES,Spain,Replaced data source
2021-06-25,inc hosp,FR,France,Replaced data source
2021-06-25,inc hosp,IT,Italy,Replaced data source
2021-06-25,inc hosp,NL,Netherlands,Replaced data source
2021-06-26,inc case,AT,Austria,large data revision
2021-06-26,inc case,BE,Belgium,Replaced data source
2021-06-26,inc case,BG,Bulgaria,Replaced data source
2021-06-26,inc case,CY,Cyprus,large data revision
2021-06-26,inc case,CZ,Czechia,Replaced data source
2021-06-26,inc case,DE,Germany,large data revision
2021-06-26,inc case,DK,Denmark,Replaced data source
2021-06-26,inc case,EE,Estonia,Replaced data source
2021-06-26,inc case,ES,Spain,Replaced data source
2021-06-26,inc case,FI,Finland,large data revision
2021-06-26,inc case,FR,France,Replaced data source
2021-06-26,inc case,GR,Greece,Replaced data source
2021-06-26,inc case,HR,Croatia,Replaced data source
2021-06-26,inc case,HU,Hungary,Replaced data source
2021-06-26,inc case,IE,Ireland,Replaced data source
2021-06-26,inc case,IS,Iceland,large data revision
2021-06-26,inc case,IT,Italy,Replaced data source
2021-06-26,inc case,LI,Liechtenstein,Replaced data source
2021-06-26,inc case,LT,Lithuania,Replaced data source
2021-06-26,inc case,LU,Luxembourg,Replaced data source
2021-06-26,inc case,LV,Latvia,Replaced data source
2021-06-26,inc case,MT,Malta,Replaced data source
2021-06-26,inc case,NL,Netherlands,Replaced data source
2021-06-26,inc case,NO,Norway,Replaced data source
2021-06-26,inc case,PL,Poland,Replaced data source
2021-06-26,inc case,PT,Portugal,Replaced data source
2021-06-26,inc case,RO,Romania,Replaced data source
2021-06-26,inc case,SE,Sweden,Replaced data source
2021-06-26,inc case,SI,Slovenia,Replaced data source
2021-06-26,inc case,SK,Slovakia,large data revision
2021-06-26,inc death,AT,Austria,large data revision
2021-06-26,inc death,BE,Belgium,Replaced data source
2021-06-26,inc death,BG,Bulgaria,Replaced data source
2021-06-26,inc death,CH,Switzerland,large data revision
2021-06-26,inc death,CY,Cyprus,Replaced data source
2021-06-26,inc death,CZ,Czechia,Replaced data source
2021-06-26,inc death,DE,Germany,large data revision
2021-06-26,inc death,DK,Denmark,Replaced data source
2021-06-26,inc death,EE,Estonia,Replaced data source
2021-06-26,inc death,ES,Spain,Replaced data source
2021-06-26,inc death,FI,Finland,Replaced data source
2021-06-26,inc death,FR,France,Replaced data source
2021-06-26,inc death,GB,United Kingdom,large data revision
2021-06-26,inc death,GR,Greece,Replaced data source
2021-06-26,inc death,HR,Croatia,Replaced data source
2021-06-26,inc death,HU,Hungary,Replaced data source
2021-06-26,inc death,IE,Ireland,Replaced data source
2021-06-26,inc death,IS,Iceland,Replaced data source
2021-06-26,inc death,IT,Italy,Replaced data source
2021-06-26,inc death,LI,Liechtenstein,Replaced data source
2021-06-26,inc death,LT,Lithuania,Replaced data source
2021-06-26,inc death,LU,Luxembourg,Replaced data source
2021-06-26,inc death,LV,Latvia,Replaced data source
2021-06-26,inc death,MT,Malta,Replaced data source
2021-06-26,inc death,NL,Netherlands,Replaced data source
2021-06-26,inc death,NO,Norway,Replaced data source
2021-06-26,inc death,PL,Poland,Replaced data source
2021-06-26,inc death,PT,Portugal,Replaced data source
2021-06-26,inc death,RO,Romania,Replaced data source
2021-06-26,inc death,SE,Sweden,Replaced data source
2021-06-26,inc death,SI,Slovenia,Replaced data source
2021-06-26,inc death,SK,Slovakia,Replaced data source
2021-06-26,inc hosp,BE,Belgium,Replaced data source
2021-06-26,inc hosp,BG,Bulgaria,Replaced data source
2021-06-26,inc hosp,CH,Switzerland,large data revision
2021-06-26,inc hosp,CY,Cyprus,large data revision
2021-06-26,inc hosp,CZ,Czechia,Replaced data source
2021-06-26,inc hosp,DE,Germany,Replaced data source
2021-06-26,inc hosp,DK,Denmark,large data revision
2021-06-26,inc hosp,EE,Estonia,Replaced data source
2021-06-26,inc hosp,ES,Spain,large data revision
2021-06-26,inc hosp,FR,France,Replaced data source
2021-06-26,inc hosp,GB,United Kingdom,large data revision
2021-06-26,inc hosp,GR,Greece,Replaced data source
2021-06-26,inc hosp,HR,Croatia,large data revision
2021-06-26,inc hosp,IE,Ireland,Replaced data source
2021-06-26,inc hosp,IS,Iceland,Replaced data source
2021-06-26,inc hosp,IT,Italy,large data revision
2021-06-26,inc hosp,LU,Luxembourg,Replaced data source
2021-06-26,inc hosp,LV,Latvia,Replaced data source
2021-06-26,inc hosp,MT,Malta,Replaced data source
2021-06-26,inc hosp,NL,Netherlands,large data revision
2021-06-26,inc hosp,NO,Norway,large data revision
2021-06-26,inc hosp,PL,Poland,Replaced data source
2021-06-26,inc hosp,PT,Portugal,large data revision
2021-06-26,inc hosp,SI,Slovenia,Replaced data source
2021-06-26,inc hosp,SK,Slovakia,Replaced data source
2021-06-27,inc hosp,BE,Belgium,Replaced data source
2021-06-27,inc hosp,CH,Switzerland,Replaced data source
2021-06-27,inc hosp,CY,Cyprus,Replaced data source
2021-06-27,inc hosp,CZ,Czechia,Replaced data source
2021-06-27,inc hosp,DE,Germany,Replaced data source
2021-06-27,inc hosp,DK,Denmark,Replaced data source
2021-06-27,inc hosp,EE,Estonia,Replaced data source
2021-06-27,inc hosp,ES,Spain,Replaced data source
2021-06-27,inc hosp,FR,France,Replaced data source
2021-06-27,inc hosp,GR,Greece,Replaced data source
2021-06-27,inc hosp,IE,Ireland,Replaced data source
2021-06-27,inc hosp,IS,Iceland,Replaced data source
2021-06-27,inc hosp,IT,Italy,Replaced data source
2021-06-27,inc hosp,LU,Luxembourg,Replaced data source
2021-06-27,inc hosp,LV,Latvia,Replaced data source
2021-06-27,inc hosp,MT,Malta,Replaced data source
2021-06-27,inc hosp,NL,Netherlands,Replaced data source
2021-06-27,inc hosp,SI,Slovenia,Replaced data source
2021-06-27,inc hosp,SK,Slovakia,Replaced data source
2021-06-28,inc hosp,AT,Austria,Replaced data source
2021-06-28,inc hosp,BE,Belgium,Replaced data source
2021-06-28,inc hosp,BG,Bulgaria,Replaced data source
2021-06-28,inc hosp,CH,Switzerland,Replaced data source
2021-06-28,inc hosp,CY,Cyprus,Replaced data source
2021-06-28,inc hosp,CZ,Czechia,Replaced data source
2021-06-28,inc hosp,DE,Germany,Replaced data source
2021-06-28,inc hosp,DK,Denmark,Replaced data source
2021-06-28,inc hosp,EE,Estonia,Replaced data source
2021-06-28,inc hosp,ES,Spain,Replaced data source
2021-06-28,inc hosp,FI,Finland,Replaced data source
2021-06-28,inc hosp,FR,France,Replaced data source
2021-06-28,inc hosp,GB,United Kingdom,Replaced data source
2021-06-28,inc hosp,GR,Greece,Replaced data source
2021-06-28,inc hosp,HR,Croatia,Replaced data source
2021-06-28,inc hosp,HU,Hungary,Replaced data source
2021-06-28,inc hosp,IE,Ireland,Replaced data source
2021-06-28,inc hosp,IS,Iceland,Replaced data source
2021-06-28,inc hosp,IT,Italy,Replaced data source
2021-06-28,inc hosp,LI,Liechtenstein,Replaced data source
2021-06-28,inc hosp,LT,Lithuania,Replaced data source
2021-06-28,inc hosp,LU,Luxembourg,Replaced data source
2021-06-28,inc hosp,LV,Latvia,Replaced data source
2021-06-28,inc hosp,MT,Malta,Replaced data source
2021-06-28,inc hosp,NL,Netherlands,Replaced data source
2021-06-28,inc hosp,NO,Norway,Replaced data source
2021-06-28,inc hosp,PL,Poland,Replaced data source
2021-06-28,inc hosp,PT,Portugal,Replaced data source
2021-06-28,inc hosp,RO,Romania,Replaced data source
2021-06-28,inc hosp,SE,Sweden,Replaced data source
2021-06-28,inc hosp,SI,Slovenia,Replaced data source
2021-06-28,inc hosp,SK,Slovakia,Replaced data source
2021-06-29,inc hosp,BE,Belgium,Replaced data source
2021-06-29,inc hosp,CH,Switzerland,Replaced data source
2021-06-29,inc hosp,CZ,Czechia,Replaced data source
2021-06-29,inc hosp,DE,Germany,Replaced data source
2021-06-29,inc hosp,DK,Denmark,Replaced data source
2021-06-29,inc hosp,ES,Spain,Replaced data source
2021-06-29,inc hosp,FR,France,Replaced data source
2021-06-29,inc hosp,IT,Italy,Replaced data source
2021-06-29,inc hosp,NL,Netherlands,Replaced data source
2021-06-30,inc hosp,BE,Belgium,Replaced data source
2021-06-30,inc hosp,CH,Switzerland,Replaced data source
2021-06-30,inc hosp,CZ,Czechia,Replaced data source
2021-06-30,inc hosp,DE,Germany,Replaced data source
2021-06-30,inc hosp,DK,Denmark,Replaced data source
2021-06-30,inc hosp,ES,Spain,Replaced data source
2021-06-30,inc hosp,FR,France,Replaced data source
2021-06-30,inc hosp,IT,Italy,Replaced data source
2021-06-30,inc hosp,NL,Netherlands,Replaced data source
2021-07-01,inc hosp,BE,Belgium,Replaced data source
2021-07-01,inc hosp,CH,Switzerland,Replaced data source
2021-07-01,inc hosp,CZ,Czechia,Replaced data source
2021-07-01,inc hosp,DE,Germany,Replaced data source
2021-07-01,inc hosp,DK,Denmark,Replaced data source
2021-07-01,inc hosp,ES,Spain,Replaced data source
2021-07-01,inc hosp,FR,France,Replaced data source
2021-07-01,inc hosp,IT,Italy,Replaced data source
2021-07-01,inc hosp,NL,Netherlands,Replaced data source
2021-07-02,inc hosp,BE,Belgium,Replaced data source
2021-07-02,inc hosp,CH,Switzerland,Replaced data source
2021-07-02,inc hosp,CZ,Czechia,Replaced data source
2021-07-02,inc hosp,DE,Germany,Replaced data source
