target_end_date,target_variable,location,location_name,anomaly
2022-08-21,inc hosp,DE,Germany,Replaced data source
2022-08-21,inc hosp,DK,Denmark,Replaced data source
2022-08-21,inc hosp,EE,Estonia,Replaced data source
2022-08-21,inc hosp,ES,Spain,Replaced data source
2022-08-21,inc hosp,FR,France,Replaced data source
2022-08-21,inc hosp,GR,Greece,Replaced data source
2022-08-21,inc hosp,IE,Ireland,Replaced data source
2022-08-21,inc hosp,IT,Italy,Replaced data source
2022-08-21,inc hosp,LI,Liechtenstein,Replaced data source
2022-08-21,inc hosp,LU,Luxembourg,Replaced data source
2022-08-21,inc hosp,LV,Latvia,Replaced data source
2022-08-21,inc hosp,MT,Malta,Replaced data source
2022-08-21,inc hosp,SI,Slovenia,Replaced data source
2022-08-21,inc hosp,SK,Slovakia,Replaced data source
2022-08-22,inc hosp,BE,Belgium,Replaced data source
2022-08-22,inc hosp,CH,Switzerland,Replaced data source
2022-08-22,inc hosp,CZ,Czechia,Replaced data source
2022-08-22,inc hosp,DE,Germany,Replaced data source
2022-08-22,inc hosp,DK,Denmark,Replaced data source
2022-08-22,inc hosp,ES,Spain,Replaced data source
2022-08-22,inc hosp,FR,France,Replaced data source
2022-08-22,inc hosp,IT,Italy,Replaced data source
2022-08-22,inc hosp,NL,Netherlands,Replaced data source
2022-08-23,inc hosp,BE,Belgium,Replaced data source
2022-08-23,inc hosp,CH,Switzerland,Replaced data source
2022-08-23,inc hosp,CZ,Czechia,Replaced data source
2022-08-23,inc hosp,DE,Germany,Replaced data source
2022-08-23,inc hosp,DK,Denmark,Replaced data source
2022-08-23,inc hosp,ES,Spain,Replaced data source
2022-08-23,inc hosp,FR,France,Replaced data source
2022-08-23,inc hosp,IT,Italy,Replaced data source
2022-08-23,inc hosp,NL,Netherlands,Replaced data source
2022-08-24,inc hosp,BE,Belgium,Replaced data source
2022-08-24,inc hosp,CH,Switzerland,Replaced data source
2022-08-24,inc hosp,CZ,Czechia,Replaced data source
2022-08-24,inc hosp,DE,Germany,Replaced data source
2022-08-24,inc hosp,DK,Denmark,Replaced data source
2022-08-24,inc hosp,ES,Spain,Replaced data source
2022-08-24,inc hosp,FR,France,Replaced data source
2022-08-24,inc hosp,IT,Italy,Replaced data source
2022-08-24,inc hosp,NL,Netherlands,Replaced data source
2022-08-25,inc hosp,BE,Belgium,Replaced data source
2022-08-25,inc hosp,CH,Switzerland,Replaced data source
2022-08-25,inc hosp,CZ,Czechia,Replaced data source
2022-08-25,inc hosp,DE,Germany,Replaced data source
2022-08-25,inc hosp,DK,Denmark,Replaced data source
2022-08-25,inc hosp,ES,Spain,Replaced data source
2022-08-25,inc hosp,FR,France,Replaced data source
2022-08-25,inc hosp,IT,Italy,Replaced data source
2022-08-25,inc hosp,NL,Netherlands,Replaced data source
2022-08-26,inc hosp,BE,Belgium,Replaced data source
2022-08-26,inc hosp,CH,Switzerland,Replaced data source
2022-08-26,inc hosp,CZ,Czechia,Replaced data source
2022-08-26,inc hosp,DE,Germany,Replaced data source
2022-08-26,inc hosp,DK,Denmark,Replaced data source
2022-08-26,inc hosp,ES,Spain,Replaced data source
2022-08-26,inc hosp,FR,France,Replaced data source
2022-08-26,inc hosp,IT,Italy,Replaced data source
2022-08-26,inc hosp,NL,Netherlands,Replaced data source
2022-08-27,inc case,AT,Austria,Replaced data source
2022-08-27,inc case,BE,Belgium,Replaced data source
2022-08-27,inc case,BG,Bulgaria,Replaced data source
2022-08-27,inc case,CY,Cyprus,Replaced data source
2022-08-27,inc case,CZ,Czechia,large data revision
2022-08-27,inc case,DE,Germany,Replaced data source
2022-08-27,inc case,DK,Denmark,Replaced data source
2022-08-27,inc case,EE,Estonia,Replaced data source
2022-08-27,inc case,ES,Spain,Replaced data source
2022-08-27,inc case,FI,Finland,Replaced data source
2022-08-27,inc case,FR,France,Replaced data source
2022-08-27,inc case,GR,Greece,Replaced data source
2022-08-27,inc case,HR,Croatia,Replaced data source
2022-08-27,inc case,HU,Hungary,Replaced data source
2022-08-27,inc case,IE,Ireland,Replaced data source
2022-08-27,inc case,IS,Iceland,Replaced data source
2022-08-27,inc case,IT,Italy,Replaced data source
2022-08-27,inc case,LI,Liechtenstein,Replaced data source
2022-08-27,inc case,LT,Lithuania,Replaced data source
2022-08-27,inc case,LU,Luxembourg,Replaced data source
2022-08-27,inc case,LV,Latvia,Replaced data source
2022-08-27,inc case,MT,Malta,Replaced data source
2022-08-27,inc case,NL,Netherlands,Replaced data source
2022-08-27,inc case,NO,Norway,Replaced data source
2022-08-27,inc case,PL,Poland,Replaced data source
2022-08-27,inc case,PT,Portugal,Replaced data source
2022-08-27,inc case,RO,Romania,Replaced data source
2022-08-27,inc case,SE,Sweden,Replaced data source
2022-08-27,inc case,SI,Slovenia,Replaced data source
2022-08-27,inc case,SK,Slovakia,Replaced data source
2022-08-27,inc death,AT,Austria,Replaced data source
2022-08-27,inc death,BE,Belgium,Replaced data source
2022-08-27,inc death,BG,Bulgaria,Replaced data source
2022-08-27,inc death,CY,Cyprus,Replaced data source
2022-08-27,inc death,CZ,Czechia,Replaced data source
2022-08-27,inc death,DE,Germany,Replaced data source
2022-08-27,inc death,DK,Denmark,Replaced data source
2022-08-27,inc death,EE,Estonia,Replaced data source
2022-08-27,inc death,ES,Spain,Replaced data source
2022-08-27,inc death,FI,Finland,Replaced data source
2022-08-27,inc death,FR,France,Replaced data source
2022-08-27,inc death,GB,United Kingdom,large data revision
2022-08-27,inc death,GR,Greece,Replaced data source
2022-08-27,inc death,HR,Croatia,Replaced data source
2022-08-27,inc death,HU,Hungary,Replaced data source
2022-08-27,inc death,IE,Ireland,Replaced data source
2022-08-27,inc death,IS,Iceland,Replaced data source
2022-08-27,inc death,IT,Italy,Replaced data source
2022-08-27,inc death,LI,Liechtenstein,Replaced data source
2022-08-27,inc death,LT,Lithuania,Replaced data source
2022-08-27,inc death,LU,Luxembourg,Replaced data source
2022-08-27,inc death,LV,Latvia,Replaced data source
2022-08-27,inc death,MT,Malta,Replaced data source
2022-08-27,inc death,NL,Netherlands,Replaced data source
2022-08-27,inc death,NO,Norway,Replaced data source
2022-08-27,inc death,PL,Poland,Replaced data source
2022-08-27,inc death,PT,Portugal,Replaced data source
2022-08-27,inc death,RO,Romania,Replaced data source
2022-08-27,inc death,SE,Sweden,Replaced data source
2022-08-27,inc death,SI,Slovenia,Replaced data source
2022-08-27,inc death,SK,Slovakia,Replaced data source
2022-08-27,inc hosp,BE,Belgium,Replaced data source
2022-08-27,inc hosp,BG,Bulgaria,Replaced data source
2022-08-27,inc hosp,CH,Switzerland,large data revision
2022-08-27,inc hosp,CY,Cyprus,large data revision
2022-08-27,inc hosp,CZ,Czechia,Replaced data source
2022-08-27,inc hosp,DE,Germany,Replaced data source
2022-08-27,inc hosp,DK,Denmark,Replaced data source
2022-08-27,inc hosp,EE,Estonia,Replaced data source
2022-08-27,inc hosp,ES,Spain,Replaced data source
2022-08-27,inc hosp,FR,France,Replaced data source
2022-08-27,inc hosp,GB,United Kingdom,large data revision
2022-08-27,inc hosp,GR,Greece,large data revision
2022-08-27,inc hosp,HR,Croatia,large data revision
2022-08-27,inc hosp,IE,Ireland,Replaced data source
2022-08-27,inc hosp,IT,Italy,Replaced data source
2022-08-27,inc hosp,LI,Liechtenstein,large data revision
2022-08-27,inc hosp,LU,Luxembourg,Replaced data source
2022-08-27,inc hosp,LV,Latvia,large data revision
2022-08-27,inc hosp,MT,Malta,large data revision
2022-08-27,inc hosp,NL,Netherlands,Replaced data source
2022-08-27,inc hosp,NO,Norway,large data revision
2022-08-27,inc hosp,SI,Slovenia,Replaced data source
2022-08-27,inc hosp,SK,Slovakia,large data revision
2022-08-28,inc hosp,BE,Belgium,Replaced data source
2022-08-28,inc hosp,CH,Switzerland,Replaced data source
2022-08-28,inc hosp,CY,Cyprus,Replaced data source
2022-08-28,inc hosp,CZ,Czechia,Replaced data source
2022-08-28,inc hosp,DE,Germany,Replaced data source
2022-08-28,inc hosp,DK,Denmark,Replaced data source
2022-08-28,inc hosp,EE,Estonia,Replaced data source
2022-08-28,inc hosp,ES,Spain,Replaced data source
2022-08-28,inc hosp,FR,France,Replaced data source
2022-08-28,inc hosp,GR,Greece,Replaced data source
2022-08-28,inc hosp,IE,Ireland,Replaced data source
2022-08-28,inc hosp,IT,Italy,Replaced data source
2022-08-28,inc hosp,LI,Liechtenstein,Replaced data source
2022-08-28,inc hosp,LU,Luxembourg,Replaced data source
2022-08-28,inc hosp,LV,Latvia,Replaced data source
2022-08-28,inc hosp,MT,Malta,Replaced data source
2022-08-28,inc hosp,SI,Slovenia,Replaced data source
2022-08-28,inc hosp,SK,Slovakia,Replaced data source
2022-08-29,inc hosp,BE,Belgium,Replaced data source
2022-08-29,inc hosp,CH,Switzerland,Replaced data source
2022-08-29,inc hosp,CZ,Czechia,Replaced data source
2022-08-29,inc hosp,DE,Germany,Replaced data source
2022-08-29,inc hosp,DK,Denmark,Replaced data source
2022-08-29,inc hosp,ES,Spain,Replaced data source
2022-08-29,inc hosp,FR,France,Replaced data source
2022-08-29,inc hosp,IT,Italy,Replaced data source
2022-08-29,inc hosp,NL,Netherlands,Replaced data source
2022-08-30,inc hosp,BE,Belgium,Replaced data source
2022-08-30,inc hosp,CH,Switzerland,Replaced data source
2022-08-30,inc hosp,CZ,Czechia,Replaced data source
2022-08-30,inc hosp,DE,Germany,Replaced data source
2022-08-30,inc hosp,DK,Denmark,Replaced data source
2022-08-30,inc hosp,ES,Spain,Replaced data source
2022-08-30,inc hosp,FR,France,Replaced data source
2022-08-30,inc hosp,IT,Italy,Replaced data source
2022-08-30,inc hosp,NL,Netherlands,Replaced data source
2022-08-31,inc hosp,BE,Belgium,Replaced data source
2022-08-31,inc hosp,CH,Switzerland,Replaced data source
2022-08-31,inc hosp,CZ,Czechia,Replaced data source
2022-08-31,inc hosp,DE,Germany,Replaced data source
2022-08-31,inc hosp,DK,Denmark,Replaced data source
2022-08-31,inc hosp,ES,Spain,Replaced data source
2022-08-31,inc hosp,FR,France,Replaced data source
2022-08-31,inc hosp,IT,Italy,Replaced data source
2022-08-31,inc hosp,NL,Netherlands,Replaced data source
2022-09-01,inc hosp,BE,Belgium,Replaced data source
2022-09-01,inc hosp,CH,Switzerland,Replaced data source
2022-09-01,inc hosp,CZ,Czechia,Replaced data source
2022-09-01,inc hosp,DE,Germany,Replaced data source
2022-09-01,inc hosp,DK,Denmark,Replaced data source
2022-09-01,inc hosp,ES,Spain,Replaced data source
2022-09-01,inc hosp,FR,France,Replaced data source
2022-09-01,inc hosp,IT,Italy,Replaced data source
2022-09-01,inc hosp,NL,Netherlands,Replaced data source
2022-09-02,inc hosp,BE,Belgium,Replaced data source
2022-09-02,inc hosp,CH,Switzerland,Replaced data source
2022-09-02,inc hosp,CZ,Czechia,Replaced data source
2022-09-02,inc hosp,DE,Germany,Replaced data source
2022-09-02,inc hosp,DK,Denmark,Replaced data source
2022-09-02,inc hosp,ES,Spain,Replaced data source
2022-09-02,inc hosp,FR,France,Replaced data source
2022-09-02,inc hosp,IT,Italy,Replaced data source
2022-09-02,inc hosp,NL,Netherlands,Replaced data source
2022-09-03,inc case,AT,Austria,Replaced data source
2022-09-03,inc case,BE,Belgium,Replaced data source
2022-09-03,inc case,BG,Bulgaria,Replaced data source
2022-09-03,inc case,CY,Cyprus,Replaced data source
2022-09-03,inc case,CZ,Czechia,large data revision
2022-09-03,inc case,DE,Germany,Replaced data source
2022-09-03,inc case,DK,Denmark,Replaced data source
2022-09-03,inc case,EE,Estonia,Replaced data source
2022-09-03,inc case,ES,Spain,Replaced data source
2022-09-03,inc case,FI,Finland,Replaced data source
2022-09-03,inc case,FR,France,Replaced data source
2022-09-03,inc case,GR,Greece,Replaced data source
2022-09-03,inc case,HR,Croatia,Replaced data source
2022-09-03,inc case,HU,Hungary,Replaced data source
2022-09-03,inc case,IE,Ireland,Replaced data source
2022-09-03,inc case,IS,Iceland,Replaced data source
2022-09-03,inc case,IT,Italy,Replaced data source
2022-09-03,inc case,LI,Liechtenstein,Replaced data source
2022-09-03,inc case,LT,Lithuania,Replaced data source
2022-09-03,inc case,LU,Luxembourg,Replaced data source
2022-09-03,inc case,LV,Latvia,Replaced data source
2022-09-03,inc case,MT,Malta,Replaced data source
2022-09-03,inc case,NL,Netherlands,large data revision
2022-09-03,inc case,NO,Norway,Replaced data source
2022-09-03,inc case,PL,Poland,Replaced data source
2022-09-03,inc case,PT,Portugal,Replaced data source
2022-09-03,inc case,RO,Romania,Replaced data source
2022-09-03,inc case,SE,Sweden,Replaced data source
2022-09-03,inc case,SI,Slovenia,Replaced data source
2022-09-03,inc case,SK,Slovakia,Replaced data source
2022-09-03,inc death,AT,Austria,Replaced data source
2022-09-03,inc death,BE,Belgium,Replaced data source
2022-09-03,inc death,BG,Bulgaria,Replaced data source
2022-09-03,inc death,CY,Cyprus,Replaced data source
2022-09-03,inc death,CZ,Czechia,Replaced data source
2022-09-03,inc death,DE,Germany,Replaced data source
2022-09-03,inc death,DK,Denmark,Replaced data source
2022-09-03,inc death,EE,Estonia,Replaced data source
2022-09-03,inc death,ES,Spain,Replaced data source
2022-09-03,inc death,FI,Finland,Replaced data source
2022-09-03,inc death,FR,France,Replaced data source
2022-09-03,inc death,GB,United Kingdom,large data revision
2022-09-03,inc death,GR,Greece,Replaced data source
2022-09-03,inc death,HR,Croatia,Replaced data source
2022-09-03,inc death,HU,Hungary,Replaced data source
2022-09-03,inc death,IE,Ireland,Replaced data source
2022-09-03,inc death,IS,Iceland,Replaced data source
2022-09-03,inc death,IT,Italy,Replaced data source
2022-09-03,inc death,LI,Liechtenstein,Replaced data source
2022-09-03,inc death,LT,Lithuania,Replaced data source
2022-09-03,inc death,LU,Luxembourg,Replaced data source
2022-09-03,inc death,LV,Latvia,Replaced data source
2022-09-03,inc death,MT,Malta,Replaced data source
2022-09-03,inc death,NL,Netherlands,large data revision
2022-09-03,inc death,NO,Norway,Replaced data source
2022-09-03,inc death,PL,Poland,Replaced data source
2022-09-03,inc death,PT,Portugal,Replaced data source
2022-09-03,inc death,RO,Romania,Replaced data source
2022-09-03,inc death,SE,Sweden,Replaced data source
2022-09-03,inc death,SI,Slovenia,Replaced data source
2022-09-03,inc death,SK,Slovakia,Replaced data source
2022-09-03,inc hosp,BE,Belgium,Replaced data source
2022-09-03,inc hosp,BG,Bulgaria,Replaced data source
2022-09-03,inc hosp,CH,Switzerland,large data revision
2022-09-03,inc hosp,CY,Cyprus,large data revision
2022-09-03,inc hosp,CZ,Czechia,Replaced data source
2022-09-03,inc hosp,DE,Germany,Replaced data source
2022-09-03,inc hosp,DK,Denmark,Replaced data source
2022-09-03,inc hosp,EE,Estonia,Replaced data source
2022-09-03,inc hosp,ES,Spain,Replaced data source
2022-09-03,inc hosp,FR,France,Replaced data source
2022-09-03,inc hosp,GR,Greece,large data revision
2022-09-03,inc hosp,IE,Ireland,Replaced data source
2022-09-03,inc hosp,IT,Italy,Replaced data source
2022-09-03,inc hosp,LI,Liechtenstein,large data revision
2022-09-03,inc hosp,LU,Luxembourg,Replaced data source
2022-09-03,inc hosp,LV,Latvia,large data revision
2022-09-03,inc hosp,MT,Malta,large data revision
2022-09-03,inc hosp,NL,Netherlands,Replaced data source
2022-09-03,inc hosp,NO,Norway,large data revision
2022-09-03,inc hosp,SI,Slovenia,Replaced data source
2022-09-03,inc hosp,SK,Slovakia,large data revision
2022-09-04,inc hosp,BE,Belgium,Replaced data source
2022-09-04,inc hosp,CH,Switzerland,Replaced data source
2022-09-04,inc hosp,CY,Cyprus,Replaced data source
2022-09-04,inc hosp,CZ,Czechia,Replaced data source
2022-09-04,inc hosp,DE,Germany,Replaced data source
2022-09-04,inc hosp,DK,Denmark,Replaced data source
2022-09-04,inc hosp,EE,Estonia,Replaced data source
2022-09-04,inc hosp,ES,Spain,Replaced data source
2022-09-04,inc hosp,FR,France,Replaced data source
2022-09-04,inc hosp,GR,Greece,Replaced data source
2022-09-04,inc hosp,IE,Ireland,Replaced data source
2022-09-04,inc hosp,IT,Italy,Replaced data source
2022-09-04,inc hosp,LI,Liechtenstein,Replaced data source
2022-09-04,inc hosp,LU,Luxembourg,Replaced data source
2022-09-04,inc hosp,LV,Latvia,Replaced data source
2022-09-04,inc hosp,MT,Malta,Replaced data source
2022-09-04,inc hosp,SI,Slovenia,Replaced data source
2022-09-04,inc hosp,SK,Slovakia,Replaced data source
2022-09-05,inc hosp,BE,Belgium,Replaced data source
2022-09-05,inc hosp,CH,Switzerland,Replaced data source
2022-09-05,inc hosp,CZ,Czechia,Replaced data source
2022-09-05,inc hosp,DE,Germany,Replaced data source
2022-09-05,inc hosp,DK,Denmark,Replaced data source
2022-09-05,inc hosp,ES,Spain,Replaced data source
2022-09-05,inc hosp,FR,France,Replaced data source
2022-09-05,inc hosp,IT,Italy,Replaced data source
2022-09-05,inc hosp,NL,Netherlands,Replaced data source
2022-09-06,inc hosp,BE,Belgium,Replaced data source
2022-09-06,inc hosp,CH,Switzerland,Replaced data source
2022-09-06,inc hosp,CZ,Czechia,Replaced data source
2022-09-06,inc hosp,DE,Germany,Replaced data source
2022-09-06,inc hosp,DK,Denmark,Replaced data source
2022-09-06,inc hosp,ES,Spain,Replaced data source
2022-09-06,inc hosp,FR,France,Replaced data source
2022-09-06,inc hosp,IT,Italy,Replaced data source
2022-09-06,inc hosp,NL,Netherlands,Replaced data source
2022-09-07,inc hosp,BE,Belgium,Replaced data source
2022-09-07,inc hosp,CH,Switzerland,Replaced data source
2022-09-07,inc hosp,CZ,Czechia,Replaced data source
2022-09-07,inc hosp,DE,Germany,Replaced data source
2022-09-07,inc hosp,DK,Denmark,Replaced data source
2022-09-07,inc hosp,ES,Spain,Replaced data source
2022-09-07,inc hosp,FR,France,Replaced data source
2022-09-07,inc hosp,IT,Italy,Replaced data source
2022-09-07,inc hosp,NL,Netherlands,Replaced data source
2022-09-08,inc hosp,BE,Belgium,Replaced data source
2022-09-08,inc hosp,CH,Switzerland,Replaced data source
2022-09-08,inc hosp,CZ,Czechia,Replaced data source
2022-09-08,inc hosp,DE,Germany,Replaced data source
2022-09-08,inc hosp,DK,Denmark,Replaced data source
2022-09-08,inc hosp,ES,Spain,Replaced data source
2022-09-08,inc hosp,FR,France,Replaced data source
2022-09-08,inc hosp,IT,Italy,Replaced data source
2022-09-08,inc hosp,NL,Netherlands,Replaced data source
2022-09-09,inc hosp,BE,Belgium,Replaced data source
2022-09-09,inc hosp,CH,Switzerland,Replaced data source
2022-09-09,inc hosp,CZ,Czechia,Replaced data source
2022-09-09,inc hosp,DE,Germany,Replaced data source
2022-09-09,inc hosp,DK,Denmark,Replaced data source
2022-09-09,inc hosp,ES,Spain,Replaced data source
2022-09-09,inc hosp,FR,France,Replaced data source
2022-09-09,inc hosp,IT,Italy,Replaced data source
2022-09-09,inc hosp,NL,Netherlands,Replaced data source
2022-09-10,inc case,AT,Austria,Replaced data source
2022-09-10,inc case,BE,Belgium,Replaced data source
2022-09-10,inc case,BG,Bulgaria,Replaced data source
2022-09-10,inc case,CY,Cyprus,Replaced data source
2022-09-10,inc case,CZ,Czechia,large data revision
2022-09-10,inc case,DE,Germany,Replaced data source
2022-09-10,inc case,DK,Denmark,Replaced data source
2022-09-10,inc case,EE,Estonia,Replaced data source
2022-09-10,inc case,ES,Spain,Replaced data source
2022-09-10,inc case,FI,Finland,Replaced data source
2022-09-10,inc case,FR,France,Replaced data source
2022-09-10,inc case,GR,Greece,Replaced data source
2022-09-10,inc case,HR,Croatia,Replaced data source
2022-09-10,inc case,HU,Hungary,Replaced data source
2022-09-10,inc case,IE,Ireland,Replaced data source
2022-09-10,inc case,IS,Iceland,Replaced data source
2022-09-10,inc case,IT,Italy,Replaced data source
2022-09-10,inc case,LI,Liechtenstein,Replaced data source
2022-09-10,inc case,LT,Lithuania,Replaced data source
2022-09-10,inc case,LU,Luxembourg,Replaced data source
2022-09-10,inc case,LV,Latvia,Replaced data source
2022-09-10,inc case,MT,Malta,Replaced data source
2022-09-10,inc case,NL,Netherlands,Replaced data source
2022-09-10,inc case,NO,Norway,Replaced data source
2022-09-10,inc case,PL,Poland,Replaced data source
2022-09-10,inc case,PT,Portugal,Replaced data source
2022-09-10,inc case,RO,Romania,Replaced data source
2022-09-10,inc case,SE,Sweden,Replaced data source
2022-09-10,inc case,SI,Slovenia,Replaced data source
2022-09-10,inc case,SK,Slovakia,Replaced data source
2022-09-10,inc death,AT,Austria,Replaced data source
2022-09-10,inc death,BE,Belgium,Replaced data source
2022-09-10,inc death,BG,Bulgaria,Replaced data source
2022-09-10,inc death,CY,Cyprus,Replaced data source
2022-09-10,inc death,CZ,Czechia,Replaced data source
2022-09-10,inc death,DE,Germany,large data revision
2022-09-10,inc death,DK,Denmark,Replaced data source
2022-09-10,inc death,EE,Estonia,Replaced data source
2022-09-10,inc death,ES,Spain,Replaced data source
2022-09-10,inc death,FI,Finland,Replaced data source
2022-09-10,inc death,FR,France,Replaced data source
2022-09-10,inc death,GB,United Kingdom,large data revision
2022-09-10,inc death,GR,Greece,Replaced data source
2022-09-10,inc death,HR,Croatia,Replaced data source
2022-09-10,inc death,HU,Hungary,Replaced data source
2022-09-10,inc death,IE,Ireland,Replaced data source
2022-09-10,inc death,IS,Iceland,Replaced data source
2022-09-10,inc death,IT,Italy,Replaced data source
2022-09-10,inc death,LI,Liechtenstein,Replaced data source
2022-09-10,inc death,LT,Lithuania,Replaced data source
2022-09-10,inc death,LU,Luxembourg,Replaced data source
2022-09-10,inc death,LV,Latvia,Replaced data source
2022-09-10,inc death,MT,Malta,Replaced data source
2022-09-10,inc death,NL,Netherlands,Replaced data source
2022-09-10,inc death,NO,Norway,Replaced data source
2022-09-10,inc death,PL,Poland,Replaced data source
2022-09-10,inc death,PT,Portugal,Replaced data source
2022-09-10,inc death,RO,Romania,Replaced data source
2022-09-10,inc death,SE,Sweden,Replaced data source
2022-09-10,inc death,SI,Slovenia,Replaced data source
2022-09-10,inc death,SK,Slovakia,Replaced data source
2022-09-10,inc hosp,BE,Belgium,Replaced data source
2022-09-10,inc hosp,BG,Bulgaria,Replaced data source
2022-09-10,inc hosp,CH,Switzerland,large data revision
2022-09-10,inc hosp,CY,Cyprus,large data revision
2022-09-10,inc hosp,CZ,Czechia,Replaced data source
2022-09-10,inc hosp,DE,Germany,Replaced data source
2022-09-10,inc hosp,DK,Denmark,Replaced data source
2022-09-10,inc hosp,EE,Estonia,Replaced data source
2022-09-10,inc hosp,ES,Spain,Replaced data source
2022-09-10,inc hosp,FR,France,Replaced data source
2022-09-10,inc hosp,GR,Greece,large data revision
2022-09-10,inc hosp,IE,Ireland,Replaced data source
2022-09-10,inc hosp,IT,Italy,Replaced data source
2022-09-10,inc hosp,LI,Liechtenstein,large data revision
2022-09-10,inc hosp,LU,Luxembourg,Replaced data source
2022-09-10,inc hosp,LV,Latvia,large data revision
2022-09-10,inc hosp,MT,Malta,large data revision
2022-09-10,inc hosp,NL,Netherlands,Replaced data source
2022-09-10,inc hosp,NO,Norway,large data revision
2022-09-10,inc hosp,SI,Slovenia,Replaced data source
2022-09-10,inc hosp,SK,Slovakia,large data revision
2022-09-11,inc hosp,BE,Belgium,Replaced data source
2022-09-11,inc hosp,CH,Switzerland,Replaced data source
2022-09-11,inc hosp,CY,Cyprus,Replaced data source
2022-09-11,inc hosp,CZ,Czechia,Replaced data source
2022-09-11,inc hosp,DE,Germany,Replaced data source
2022-09-11,inc hosp,DK,Denmark,Replaced data source
2022-09-11,inc hosp,EE,Estonia,Replaced data source
2022-09-11,inc hosp,ES,Spain,Replaced data source
2022-09-11,inc hosp,FR,France,Replaced data source
2022-09-11,inc hosp,GR,Greece,Replaced data source
2022-09-11,inc hosp,IE,Ireland,Replaced data source
2022-09-11,inc hosp,IT,Italy,Replaced data source
2022-09-11,inc hosp,LI,Liechtenstein,Replaced data source
2022-09-11,inc hosp,LU,Luxembourg,Replaced data source
2022-09-11,inc hosp,LV,Latvia,Replaced data source
2022-09-11,inc hosp,MT,Malta,Replaced data source
2022-09-11,inc hosp,SI,Slovenia,Replaced data source
2022-09-11,inc hosp,SK,Slovakia,Replaced data source
2022-09-12,inc hosp,BE,Belgium,Replaced data source
2022-09-12,inc hosp,CH,Switzerland,Replaced data source
2022-09-12,inc hosp,CZ,Czechia,Replaced data source
2022-09-12,inc hosp,DE,Germany,Replaced data source
2022-09-12,inc hosp,DK,Denmark,Replaced data source
2022-09-12,inc hosp,ES,Spain,Replaced data source
2022-09-12,inc hosp,FR,France,Replaced data source
2022-09-12,inc hosp,IT,Italy,Replaced data source
2022-09-12,inc hosp,NL,Netherlands,Replaced data source
2022-09-13,inc hosp,BE,Belgium,Replaced data source
2022-09-13,inc hosp,CH,Switzerland,Replaced data source
2022-09-13,inc hosp,CZ,Czechia,Replaced data source
2022-09-13,inc hosp,DE,Germany,Replaced data source
2022-09-13,inc hosp,DK,Denmark,Replaced data source
2022-09-13,inc hosp,ES,Spain,Replaced data source
2022-09-13,inc hosp,FR,France,Replaced data source
2022-09-13,inc hosp,IT,Italy,Replaced data source
2022-09-13,inc hosp,NL,Netherlands,Replaced data source
2022-09-14,inc hosp,BE,Belgium,Replaced data source
2022-09-14,inc hosp,CH,Switzerland,Replaced data source
2022-09-14,inc hosp,CZ,Czechia,Replaced data source
2022-09-14,inc hosp,DE,Germany,Replaced data source
2022-09-14,inc hosp,DK,Denmark,Replaced data source
2022-09-14,inc hosp,ES,Spain,Replaced data source
2022-09-14,inc hosp,FR,France,Replaced data source
2022-09-14,inc hosp,IT,Italy,Replaced data source
2022-09-14,inc hosp,NL,Netherlands,Replaced data source
2022-09-15,inc hosp,BE,Belgium,Replaced data source
2022-09-15,inc hosp,CH,Switzerland,Replaced data source
2022-09-15,inc hosp,CZ,Czechia,Replaced data source
2022-09-15,inc hosp,DE,Germany,Replaced data source
2022-09-15,inc hosp,DK,Denmark,Replaced data source
2022-09-15,inc hosp,ES,Spain,Replaced data source
2022-09-15,inc hosp,FR,France,Replaced data source
2022-09-15,inc hosp,IT,Italy,Replaced data source
2022-09-15,inc hosp,NL,Netherlands,Replaced data source
2022-09-16,inc hosp,BE,Belgium,Replaced data source
2022-09-16,inc hosp,CH,Switzerland,Replaced data source
2022-09-16,inc hosp,CZ,Czechia,Replaced data source
2022-09-16,inc hosp,DE,Germany,Replaced data source
2022-09-16,inc hosp,DK,Denmark,Replaced data source
2022-09-16,inc hosp,ES,Spain,Replaced data source
2022-09-16,inc hosp,FR,France,Replaced data source
2022-09-16,inc hosp,IT,Italy,Replaced data source
2022-09-16,inc hosp,NL,Netherlands,Replaced data source
2022-09-17,inc case,AT,Austria,Replaced data source
2022-09-17,inc case,BE,Belgium,Replaced data source
2022-09-17,inc case,BG,Bulgaria,Replaced data source
2022-09-17,inc case,CY,Cyprus,Replaced data source
2022-09-17,inc case,CZ,Czechia,large data revision
2022-09-17,inc case,DE,Germany,Replaced data source
2022-09-17,inc case,DK,Denmark,Replaced data source
2022-09-17,inc case,EE,Estonia,Replaced data source
2022-09-17,inc case,ES,Spain,Replaced data source
2022-09-17,inc case,FI,Finland,Replaced data source
2022-09-17,inc case,FR,France,Replaced data source
2022-09-17,inc case,GR,Greece,Replaced data source
2022-09-17,inc case,HR,Croatia,Replaced data source
2022-09-17,inc case,HU,Hungary,Replaced data source
2022-09-17,inc case,IE,Ireland,Replaced data source
2022-09-17,inc case,IS,Iceland,Replaced data source
2022-09-17,inc case,IT,Italy,Replaced data source
2022-09-17,inc case,LI,Liechtenstein,Replaced data source
2022-09-17,inc case,LT,Lithuania,Replaced data source
2022-09-17,inc case,LU,Luxembourg,Replaced data source
2022-09-17,inc case,LV,Latvia,Replaced data source
