location_name,location,date,value,source,snapshot_date
Austria,AT,2020-12-19,14849,ECDC,2022-08-12
Austria,AT,2020-12-26,616,ECDC,2022-08-12
Austria,AT,2020-12-26,13473,ECDC,2022-08-12
Austria,AT,2021-01-02,518,ECDC,2022-08-12
Austria,AT,2021-01-02,14935,ECDC,2022-08-12
Austria,AT,2021-01-09,437,ECDC,2022-08-12
Austria,AT,2021-01-09,14573,ECDC,2022-08-12
Austria,AT,2021-01-16,451,ECDC,2022-08-12
Austria,AT,2021-01-16,10947,ECDC,2022-08-12
Austria,AT,2021-01-23,402,ECDC,2022-08-12
Austria,AT,2021-01-23,10481,ECDC,2022-08-12
Austria,AT,2021-01-30,370,ECDC,2022-08-12
Austria,AT,2021-01-30,9624,ECDC,2022-08-12
Austria,AT,2021-02-06,298,ECDC,2022-08-12
Austria,AT,2021-02-06,9161,ECDC,2022-08-12
Austria,AT,2021-02-13,255,ECDC,2022-08-12
Austria,AT,2021-02-13,9540,ECDC,2022-08-12
Austria,AT,2021-02-20,219,ECDC,2022-08-12
Austria,AT,2021-02-20,11738,ECDC,2022-08-12
Austria,AT,2021-02-27,224,ECDC,2022-08-12
Austria,AT,2021-02-27,14310,ECDC,2022-08-12
Austria,AT,2021-03-06,190,ECDC,2022-08-12
Austria,AT,2021-03-06,16350,ECDC,2022-08-12
Austria,AT,2021-03-13,215,ECDC,2022-08-12
Austria,AT,2021-03-13,18326,ECDC,2022-08-12
Austria,AT,2021-03-20,247,ECDC,2022-08-12
Austria,AT,2021-03-20,21152,ECDC,2022-08-12
Austria,AT,2021-03-27,216,ECDC,2022-08-12
Austria,AT,2021-03-27,22406,ECDC,2022-08-12
Austria,AT,2021-04-03,271,ECDC,2022-08-12
Austria,AT,2021-04-03,20880,ECDC,2022-08-12
Austria,AT,2021-04-10,252,ECDC,2022-08-12
Austria,AT,2021-04-10,17722,ECDC,2022-08-12
Austria,AT,2021-04-17,243,ECDC,2022-08-12
Austria,AT,2021-04-17,16928,ECDC,2022-08-12
Austria,AT,2021-04-24,200,ECDC,2022-08-12
Austria,AT,2021-04-24,15187,ECDC,2022-08-12
Austria,AT,2021-05-01,191,ECDC,2022-08-12
Austria,AT,2021-05-01,12781,ECDC,2022-08-12
Austria,AT,2021-05-08,157,ECDC,2022-08-12
Austria,AT,2021-05-08,8914,ECDC,2022-08-12
Austria,AT,2021-05-15,104,ECDC,2022-08-12
Austria,AT,2021-05-15,5776,ECDC,2022-08-12
Austria,AT,2021-05-22,73,ECDC,2022-08-12
Austria,AT,2021-05-22,4182,ECDC,2022-08-12
Austria,AT,2021-05-29,72,ECDC,2022-08-12
Austria,AT,2021-05-29,3173,ECDC,2022-08-12
Austria,AT,2021-06-05,47,ECDC,2022-08-12
Austria,AT,2021-06-05,2426,ECDC,2022-08-12
Austria,AT,2021-06-12,36,ECDC,2022-08-12
Austria,AT,2021-06-12,1685,ECDC,2022-08-12
Austria,AT,2021-06-19,32,ECDC,2022-08-12
Austria,AT,2021-06-19,1001,ECDC,2022-08-12
Austria,AT,2021-06-26,19,ECDC,2022-08-12
Austria,AT,2021-06-26,681,ECDC,2022-08-12
Austria,AT,2021-07-03,23,ECDC,2022-08-12
Austria,AT,2021-07-03,632,ECDC,2022-08-12
Austria,AT,2021-07-10,11,ECDC,2022-08-12
Austria,AT,2021-07-10,1093,ECDC,2022-08-12
Austria,AT,2021-07-17,13,ECDC,2022-08-12
Austria,AT,2021-07-17,2204,ECDC,2022-08-12
Austria,AT,2021-07-24,15,ECDC,2022-08-12
Austria,AT,2021-07-24,2522,ECDC,2022-08-12
Austria,AT,2021-07-31,15,ECDC,2022-08-12
Austria,AT,2021-07-31,3259,ECDC,2022-08-12
Austria,AT,2021-08-07,19,ECDC,2022-08-12
Austria,AT,2021-08-07,3665,ECDC,2022-08-12
Austria,AT,2021-08-14,16,ECDC,2022-08-12
Austria,AT,2021-08-14,5899,ECDC,2022-08-12
Austria,AT,2021-08-21,12,ECDC,2022-08-12
Austria,AT,2021-08-21,8068,ECDC,2022-08-12
Austria,AT,2021-08-28,35,ECDC,2022-08-12
Austria,AT,2021-08-28,9433,ECDC,2022-08-12
Austria,AT,2021-09-04,43,ECDC,2022-08-12
Austria,AT,2021-09-04,11279,ECDC,2022-08-12
Austria,AT,2021-09-11,51,ECDC,2022-08-12
Austria,AT,2021-09-11,14082,ECDC,2022-08-12
Austria,AT,2021-09-18,84,ECDC,2022-08-12
Austria,AT,2021-09-18,13774,ECDC,2022-08-12
Austria,AT,2021-09-25,76,ECDC,2022-08-12
Austria,AT,2021-09-25,11743,ECDC,2022-08-12
Austria,AT,2021-10-02,77,ECDC,2022-08-12
Austria,AT,2021-10-02,12602,ECDC,2022-08-12
Austria,AT,2021-10-09,73,ECDC,2022-08-12
Austria,AT,2021-10-09,12789,ECDC,2022-08-12
Austria,AT,2021-10-16,106,ECDC,2022-08-12
Austria,AT,2021-10-16,15352,ECDC,2022-08-12
Austria,AT,2021-10-23,111,ECDC,2022-08-12
Austria,AT,2021-10-23,23852,ECDC,2022-08-12
Austria,AT,2021-10-30,142,ECDC,2022-08-12
Austria,AT,2021-10-30,34598,ECDC,2022-08-12
Austria,AT,2021-11-06,208,ECDC,2022-08-12
Austria,AT,2021-11-06,56470,ECDC,2022-08-12
Austria,AT,2021-11-13,335,ECDC,2022-08-12
Austria,AT,2021-11-13,78832,ECDC,2022-08-12
Austria,AT,2021-11-20,397,ECDC,2022-08-12
Austria,AT,2021-11-20,97152,ECDC,2022-08-12
Austria,AT,2021-11-27,477,ECDC,2022-08-12
Austria,AT,2021-11-27,82719,ECDC,2022-08-12
Austria,AT,2021-12-04,482,ECDC,2022-08-12
Austria,AT,2021-12-04,50907,ECDC,2022-08-12
Austria,AT,2021-12-11,405,ECDC,2022-08-12
Austria,AT,2021-12-11,29218,ECDC,2022-08-12
Austria,AT,2021-12-18,279,ECDC,2022-08-12
Austria,AT,2021-12-18,18878,ECDC,2022-08-12
Austria,AT,2021-12-25,175,ECDC,2022-08-12
Austria,AT,2021-12-25,14649,ECDC,2022-08-12
Austria,AT,2022-01-01,131,ECDC,2022-08-12
Austria,AT,2022-01-01,23096,ECDC,2022-08-12
Austria,AT,2022-01-08,88,ECDC,2022-08-12
Austria,AT,2022-01-08,62332,ECDC,2022-08-12
Austria,AT,2022-01-15,71,ECDC,2022-08-12
Austria,AT,2022-01-15,110826,ECDC,2022-08-12
Austria,AT,2022-01-22,79,ECDC,2022-08-12
Austria,AT,2022-01-22,176347,ECDC,2022-08-12
Austria,AT,2022-01-29,107,ECDC,2022-08-12
Austria,AT,2022-01-29,227748,ECDC,2022-08-12
Austria,AT,2022-02-05,141,ECDC,2022-08-12
Austria,AT,2022-02-05,232447,ECDC,2022-08-12
Austria,AT,2022-02-12,178,ECDC,2022-08-12
Austria,AT,2022-02-12,216409,ECDC,2022-08-12
Austria,AT,2022-02-19,191,ECDC,2022-08-12
Austria,AT,2022-02-19,195615,ECDC,2022-08-12
Austria,AT,2022-02-26,215,ECDC,2022-08-12
Austria,AT,2022-02-26,185979,ECDC,2022-08-12
Austria,AT,2022-03-05,222,ECDC,2022-08-12
Austria,AT,2022-03-05,218183,ECDC,2022-08-12
Austria,AT,2022-03-12,194,ECDC,2022-08-12
Austria,AT,2022-03-12,301070,ECDC,2022-08-12
Austria,AT,2022-03-19,239,ECDC,2022-08-12
Austria,AT,2022-03-19,318022,ECDC,2022-08-12
Austria,AT,2022-03-26,283,ECDC,2022-08-12
Austria,AT,2022-03-26,249900,ECDC,2022-08-12
Austria,AT,2022-04-02,286,ECDC,2022-08-12
Austria,AT,2022-04-02,152773,ECDC,2022-08-12
Austria,AT,2022-04-09,216,ECDC,2022-08-12
Austria,AT,2022-04-09,97269,ECDC,2022-08-12
Austria,AT,2022-04-16,167,ECDC,2022-08-12
Austria,AT,2022-04-16,63904,ECDC,2022-08-12
Austria,AT,2022-04-23,127,ECDC,2022-08-12
Austria,AT,2022-04-23,49583,ECDC,2022-08-12
Austria,AT,2022-04-30,91,ECDC,2022-08-12
Austria,AT,2022-04-30,40728,ECDC,2022-08-12
Austria,AT,2022-05-07,77,ECDC,2022-08-12
Austria,AT,2022-05-07,37307,ECDC,2022-08-12
Austria,AT,2022-05-14,42,ECDC,2022-08-12
Austria,AT,2022-05-14,30040,ECDC,2022-08-12
Austria,AT,2022-05-21,35,ECDC,2022-08-12
Austria,AT,2022-05-21,20415,ECDC,2022-08-12
Austria,AT,2022-05-28,30,ECDC,2022-08-12
Austria,AT,2022-05-28,15399,ECDC,2022-08-12
Austria,AT,2022-06-04,24,ECDC,2022-08-12
Austria,AT,2022-06-04,19634,ECDC,2022-08-12
Austria,AT,2022-06-11,24,ECDC,2022-08-12
Austria,AT,2022-06-11,25534,ECDC,2022-08-12
Austria,AT,2022-06-18,30,ECDC,2022-08-12
Austria,AT,2022-06-18,40978,ECDC,2022-08-12
Austria,AT,2022-06-25,35,ECDC,2022-08-12
Austria,AT,2022-06-25,60467,ECDC,2022-08-12
Austria,AT,2022-07-02,48,ECDC,2022-08-12
Austria,AT,2022-07-02,71627,ECDC,2022-08-12
Austria,AT,2022-07-09,64,ECDC,2022-08-12
Austria,AT,2022-07-09,74042,ECDC,2022-08-12
Austria,AT,2022-07-16,55,ECDC,2022-08-12
Austria,AT,2022-07-16,83833,ECDC,2022-08-12
Austria,AT,2022-07-23,88,ECDC,2022-08-12
Austria,AT,2022-07-23,80392,ECDC,2022-08-12
Austria,AT,2022-07-30,95,ECDC,2022-08-12
Austria,AT,2022-07-30,55448,ECDC,2022-08-12
Austria,AT,2022-08-06,49,ECDC,2022-08-12
Austria,AT,2022-08-06,43750,ECDC,2022-08-12
Austria,AT,2022-08-13,48,ECDC,2022-08-19
Austria,AT,2022-08-13,39547,ECDC,2022-08-19
Austria,AT,2022-08-20,14,ECDC,2022-08-26
Austria,AT,2022-08-20,37688,ECDC,2022-08-26
Austria,AT,2022-08-27,5,ECDC,2022-09-02
Austria,AT,2022-08-27,33702,ECDC,2022-09-02
Belgium,BE,2020-01-04,0,ECDC,2022-08-12
Belgium,BE,2020-01-04,0,ECDC,2022-08-12
Belgium,BE,2020-01-11,0,ECDC,2022-08-12
Belgium,BE,2020-01-11,0,ECDC,2022-08-12
Belgium,BE,2020-01-18,0,ECDC,2022-08-12
Belgium,BE,2020-01-18,0,ECDC,2022-08-12
Belgium,BE,2020-01-25,0,ECDC,2022-08-12
Belgium,BE,2020-01-25,0,ECDC,2022-08-12
Belgium,BE,2020-02-01,0,ECDC,2022-08-12
Belgium,BE,2020-02-01,2,ECDC,2022-08-12
Belgium,BE,2020-02-08,0,ECDC,2022-08-12
Belgium,BE,2020-02-08,1,ECDC,2022-08-12
Belgium,BE,2020-02-15,0,ECDC,2022-08-12
Belgium,BE,2020-02-15,0,ECDC,2022-08-12
Belgium,BE,2020-02-22,0,ECDC,2022-08-12
Belgium,BE,2020-02-22,0,ECDC,2022-08-12
Belgium,BE,2020-02-29,0,ECDC,2022-08-12
Belgium,BE,2020-02-29,0,ECDC,2022-08-12
Belgium,BE,2020-03-07,0,ECDC,2022-08-12
Belgium,BE,2020-03-07,0,ECDC,2022-08-12
Belgium,BE,2020-03-14,0,ECDC,2022-08-12
Belgium,BE,2020-03-14,3678,ECDC,2022-08-12
Belgium,BE,2020-03-21,195,ECDC,2022-08-12
Belgium,BE,2020-03-21,3673,ECDC,2022-08-12
Belgium,BE,2020-03-28,783,ECDC,2022-08-12
Belgium,BE,2020-03-28,8130,ECDC,2022-08-12
Belgium,BE,2020-04-04,1584,ECDC,2022-08-12
Belgium,BE,2020-04-04,9694,ECDC,2022-08-12
Belgium,BE,2020-04-11,1976,ECDC,2022-08-12
Belgium,BE,2020-04-11,11175,ECDC,2022-08-12
Belgium,BE,2020-04-18,1666,ECDC,2022-08-12
Belgium,BE,2020-04-18,7963,ECDC,2022-08-12
Belgium,BE,2020-04-25,1186,ECDC,2022-08-12
Belgium,BE,2020-04-25,5703,ECDC,2022-08-12
Belgium,BE,2020-05-02,696,ECDC,2022-08-12
Belgium,BE,2020-05-02,3095,ECDC,2022-08-12
Belgium,BE,2020-05-09,533,ECDC,2022-08-12
Belgium,BE,2020-05-09,3051,ECDC,2022-08-12
Belgium,BE,2020-05-16,312,ECDC,2022-08-12
Belgium,BE,2020-05-16,2071,ECDC,2022-08-12
Belgium,BE,2020-05-23,231,ECDC,2022-08-12
Belgium,BE,2020-05-23,1510,ECDC,2022-08-12
Belgium,BE,2020-05-30,161,ECDC,2022-08-12
Belgium,BE,2020-05-30,1144,ECDC,2022-08-12
Belgium,BE,2020-06-06,109,ECDC,2022-08-12
Belgium,BE,2020-06-06,847,ECDC,2022-08-12
Belgium,BE,2020-06-13,57,ECDC,2022-08-12
Belgium,BE,2020-06-13,671,ECDC,2022-08-12
Belgium,BE,2020-06-20,40,ECDC,2022-08-12
Belgium,BE,2020-06-20,668,ECDC,2022-08-12
Belgium,BE,2020-06-27,40,ECDC,2022-08-12
Belgium,BE,2020-06-27,607,ECDC,2022-08-12
Belgium,BE,2020-07-04,24,ECDC,2022-08-12
Belgium,BE,2020-07-04,637,ECDC,2022-08-12
Belgium,BE,2020-07-11,11,ECDC,2022-08-12
Belgium,BE,2020-07-11,704,ECDC,2022-08-12
Belgium,BE,2020-07-18,18,ECDC,2022-08-12
Belgium,BE,2020-07-18,1385,ECDC,2022-08-12
Belgium,BE,2020-07-25,14,ECDC,2022-08-12
Belgium,BE,2020-07-25,2489,ECDC,2022-08-12
Belgium,BE,2020-08-01,21,ECDC,2022-08-12
Belgium,BE,2020-08-01,3759,ECDC,2022-08-12
Belgium,BE,2020-08-08,33,ECDC,2022-08-12
Belgium,BE,2020-08-08,4340,ECDC,2022-08-12
Belgium,BE,2020-08-15,74,ECDC,2022-08-12
Belgium,BE,2020-08-15,3751,ECDC,2022-08-12
Belgium,BE,2020-08-22,41,ECDC,2022-08-12
Belgium,BE,2020-08-22,3453,ECDC,2022-08-12
Belgium,BE,2020-08-29,24,ECDC,2022-08-12
Belgium,BE,2020-08-29,3121,ECDC,2022-08-12
Belgium,BE,2020-09-05,18,ECDC,2022-08-12
Belgium,BE,2020-09-05,3655,ECDC,2022-08-12
Belgium,BE,2020-09-12,17,ECDC,2022-08-12
Belgium,BE,2020-09-12,6158,ECDC,2022-08-12
Belgium,BE,2020-09-19,27,ECDC,2022-08-12
Belgium,BE,2020-09-19,10108,ECDC,2022-08-12
Belgium,BE,2020-09-26,39,ECDC,2022-08-12
Belgium,BE,2020-09-26,11274,ECDC,2022-08-12
Belgium,BE,2020-10-03,82,ECDC,2022-08-12
Belgium,BE,2020-10-03,18895,ECDC,2022-08-12
Belgium,BE,2020-10-10,140,ECDC,2022-08-12
Belgium,BE,2020-10-10,38852,ECDC,2022-08-12
Belgium,BE,2020-10-17,238,ECDC,2022-08-12
Belgium,BE,2020-10-17,72232,ECDC,2022-08-12
Belgium,BE,2020-10-24,505,ECDC,2022-08-12
Belgium,BE,2020-10-24,105383,ECDC,2022-08-12
Belgium,BE,2020-10-31,1060,ECDC,2022-08-12
Belgium,BE,2020-10-31,99584,ECDC,2022-08-12
Belgium,BE,2020-11-07,1435,ECDC,2022-08-12
Belgium,BE,2020-11-07,54006,ECDC,2022-08-12
Belgium,BE,2020-11-14,1336,ECDC,2022-08-12
Belgium,BE,2020-11-14,33967,ECDC,2022-08-12
Belgium,BE,2020-11-21,1131,ECDC,2022-08-12
Belgium,BE,2020-11-21,22312,ECDC,2022-08-12
Belgium,BE,2020-11-28,882,ECDC,2022-08-12
Belgium,BE,2020-11-28,16261,ECDC,2022-08-12
Belgium,BE,2020-12-05,700,ECDC,2022-08-12
Belgium,BE,2020-12-05,15289,ECDC,2022-08-12
Belgium,BE,2020-12-12,665,ECDC,2022-08-12
Belgium,BE,2020-12-12,16840,ECDC,2022-08-12
Belgium,BE,2020-12-19,654,ECDC,2022-08-12
Belgium,BE,2020-12-19,17714,ECDC,2022-08-12
Belgium,BE,2020-12-26,536,ECDC,2022-08-12
Belgium,BE,2020-12-26,12607,ECDC,2022-08-12
Belgium,BE,2021-01-02,454,ECDC,2022-08-12
Belgium,BE,2021-01-02,8976,ECDC,2022-08-12
Belgium,BE,2021-01-09,386,ECDC,2022-08-12
Belgium,BE,2021-01-09,13692,ECDC,2022-08-12
Belgium,BE,2021-01-16,342,ECDC,2022-08-12
Belgium,BE,2021-01-16,13093,ECDC,2022-08-12
Belgium,BE,2021-01-23,373,ECDC,2022-08-12
Belgium,BE,2021-01-23,14641,ECDC,2022-08-12
Belgium,BE,2021-01-30,293,ECDC,2022-08-12
Belgium,BE,2021-01-30,16375,ECDC,2022-08-12
Belgium,BE,2021-02-06,297,ECDC,2022-08-12
Belgium,BE,2021-02-06,14892,ECDC,2022-08-12
Belgium,BE,2021-02-13,279,ECDC,2022-08-12
Belgium,BE,2021-02-13,12527,ECDC,2022-08-12
Belgium,BE,2021-02-20,210,ECDC,2022-08-12
Belgium,BE,2021-02-20,15361,ECDC,2022-08-12
Belgium,BE,2021-02-27,170,ECDC,2022-08-12
Belgium,BE,2021-02-27,16648,ECDC,2022-08-12
Belgium,BE,2021-03-06,171,ECDC,2022-08-12
Belgium,BE,2021-03-06,16429,ECDC,2022-08-12
Belgium,BE,2021-03-13,171,ECDC,2022-08-12
Belgium,BE,2021-03-13,21255,ECDC,2022-08-12
Belgium,BE,2021-03-20,178,ECDC,2022-08-12
Belgium,BE,2021-03-20,29329,ECDC,2022-08-12
Belgium,BE,2021-03-27,188,ECDC,2022-08-12
Belgium,BE,2021-03-27,33998,ECDC,2022-08-12
Belgium,BE,2021-04-03,256,ECDC,2022-08-12
Belgium,BE,2021-04-03,29873,ECDC,2022-08-12
Belgium,BE,2021-04-10,286,ECDC,2022-08-12
Belgium,BE,2021-04-10,24193,ECDC,2022-08-12
Belgium,BE,2021-04-17,262,ECDC,2022-08-12
Belgium,BE,2021-04-17,24371,ECDC,2022-08-12
Belgium,BE,2021-04-24,273,ECDC,2022-08-12
Belgium,BE,2021-04-24,24423,ECDC,2022-08-12
Belgium,BE,2021-05-01,254,ECDC,2022-08-12
Belgium,BE,2021-05-01,20783,ECDC,2022-08-12
Belgium,BE,2021-05-08,255,ECDC,2022-08-12
Belgium,BE,2021-05-08,20975,ECDC,2022-08-12
Belgium,BE,2021-05-15,140,ECDC,2022-08-12
Belgium,BE,2021-05-15,14649,ECDC,2022-08-12
Belgium,BE,2021-05-22,129,ECDC,2022-08-12
Belgium,BE,2021-05-22,16999,ECDC,2022-08-12
Belgium,BE,2021-05-29,98,ECDC,2022-08-12
Belgium,BE,2021-05-29,12179,ECDC,2022-08-12
Belgium,BE,2021-06-05,84,ECDC,2022-08-12
Belgium,BE,2021-06-05,9065,ECDC,2022-08-12
Belgium,BE,2021-06-12,50,ECDC,2022-08-12
Belgium,BE,2021-06-12,5261,ECDC,2022-08-12
Belgium,BE,2021-06-19,41,ECDC,2022-08-12
Belgium,BE,2021-06-19,3006,ECDC,2022-08-12
Belgium,BE,2021-06-26,23,ECDC,2022-08-12
Belgium,BE,2021-06-26,2416,ECDC,2022-08-12
Belgium,BE,2021-07-03,20,ECDC,2022-08-12
Belgium,BE,2021-07-03,4070,ECDC,2022-08-12
Belgium,BE,2021-07-10,10,ECDC,2022-08-12
Belgium,BE,2021-07-10,7513,ECDC,2022-08-12
Belgium,BE,2021-07-17,7,ECDC,2022-08-12
Belgium,BE,2021-07-17,9541,ECDC,2022-08-12
Belgium,BE,2021-07-24,11,ECDC,2022-08-12
Belgium,BE,2021-07-24,10388,ECDC,2022-08-12
Belgium,BE,2021-07-31,21,ECDC,2022-08-12
Belgium,BE,2021-07-31,11283,ECDC,2022-08-12
Belgium,BE,2021-08-07,23,ECDC,2022-08-12
Belgium,BE,2021-08-07,12242,ECDC,2022-08-12
Belgium,BE,2021-08-14,22,ECDC,2022-08-12
Belgium,BE,2021-08-14,13352,ECDC,2022-08-12
Belgium,BE,2021-08-21,41,ECDC,2022-08-12
Belgium,BE,2021-08-21,13831,ECDC,2022-08-12
Belgium,BE,2021-08-28,32,ECDC,2022-08-12
Belgium,BE,2021-08-28,14116,ECDC,2022-08-12
Belgium,BE,2021-09-04,40,ECDC,2022-08-12
Belgium,BE,2021-09-04,13761,ECDC,2022-08-12
Belgium,BE,2021-09-11,48,ECDC,2022-08-12
Belgium,BE,2021-09-11,13760,ECDC,2022-08-12
Belgium,BE,2021-09-18,39,ECDC,2022-08-12
Belgium,BE,2021-09-18,14475,ECDC,2022-08-12
Belgium,BE,2021-09-25,54,ECDC,2022-08-12
Belgium,BE,2021-09-25,13647,ECDC,2022-08-12
Belgium,BE,2021-10-02,56,ECDC,2022-08-12
Belgium,BE,2021-10-02,13316,ECDC,2022-08-12
Belgium,BE,2021-10-09,62,ECDC,2022-08-12
Belgium,BE,2021-10-09,14922,ECDC,2022-08-12
Belgium,BE,2021-10-16,91,ECDC,2022-08-12
Belgium,BE,2021-10-16,22871,ECDC,2022-08-12
Belgium,BE,2021-10-23,108,ECDC,2022-08-12
Belgium,BE,2021-10-23,40000,ECDC,2022-08-12
Belgium,BE,2021-10-30,149,ECDC,2022-08-12
Belgium,BE,2021-10-30,54823,ECDC,2022-08-12
Belgium,BE,2021-11-06,153,ECDC,2022-08-12
Belgium,BE,2021-11-06,57829,ECDC,2022-08-12
Belgium,BE,2021-11-13,196,ECDC,2022-08-12
Belgium,BE,2021-11-13,73690,ECDC,2022-08-12
Belgium,BE,2021-11-20,260,ECDC,2022-08-12
Belgium,BE,2021-11-20,113029,ECDC,2022-08-12
Belgium,BE,2021-11-27,297,ECDC,2022-08-12
Belgium,BE,2021-11-27,125774,ECDC,2022-08-12
Belgium,BE,2021-12-04,350,ECDC,2022-08-12
Belgium,BE,2021-12-04,117316,ECDC,2022-08-12
Belgium,BE,2021-12-11,310,ECDC,2022-08-12
Belgium,BE,2021-12-11,88873,ECDC,2022-08-12
Belgium,BE,2021-12-18,250,ECDC,2022-08-12
Belgium,BE,2021-12-18,57114,ECDC,2022-08-12
