location,forecast_date,target_end_date,target,quantile,value,type
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.7000,4,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.2500,0,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.7500,5,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.2000,0,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.8000,7,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.1500,0,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.8500,8,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.1000,0,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.9000,13,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.0500,0,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.9500,16,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.0250,0,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.9750,35,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.0100,0,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.9900,40,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.5000,1,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.4500,1,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.5500,2,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.4000,1,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.6000,2,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.3500,1,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.6500,3,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.3000,0,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.7000,4,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.2500,0,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.7500,5,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.2000,0,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.8000,6,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.1500,0,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.8500,9,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.1000,0,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.9000,11,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.0500,0,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.9500,18,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.0250,0,quantile
IE,2024-06-03,2024-06-08,1 wk ahead inc death,0.9750,24,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.0100,0,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.9900,38,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.5000,1,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.4500,1,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.5500,2,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.4000,1,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.6000,2,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.3500,1,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.6500,3,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.3000,0,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.7000,4,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.2500,0,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.7500,5,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.2000,0,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.8000,6,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.1500,0,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.8500,8,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.1000,0,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.9000,11,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.0500,0,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.9500,21,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.0250,0,quantile
IE,2024-06-03,2024-06-15,2 wk ahead inc death,0.9750,24,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.0100,0,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.9900,44,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.5000,1,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.4500,1,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.5500,2,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.4000,1,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.6000,3,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.3500,0,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.6500,3,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.3000,0,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.7000,4,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.2500,0,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.7500,5,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.2000,0,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.8000,5,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.1500,0,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.8500,8,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.1000,0,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.9000,10,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.0500,0,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.9500,18,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.0250,0,quantile
IE,2024-06-03,2024-06-22,3 wk ahead inc death,0.9750,25,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.0100,0,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.9900,47,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.5000,1,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.4500,1,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.5500,2,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.4000,1,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.6000,3,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.3500,0,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.6500,3,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.3000,0,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.7000,4,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.2500,0,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.7500,5,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.2000,0,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.8000,6,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.1500,0,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.8500,8,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.1000,0,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.9000,11,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.0500,0,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.9500,23,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.0250,0,quantile
IE,2024-06-03,2024-06-29,4 wk ahead inc death,0.9750,23,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.0100,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.9900,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.5000,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.4500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.5500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.4000,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.6000,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.3500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.6500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.3000,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.7000,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.2500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.7500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.2000,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.8000,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.1500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.8500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.1000,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.9000,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.0500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.9500,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.0250,0,quantile
LI,2024-06-03,2024-06-08,1 wk ahead inc death,0.9750,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.0100,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.9900,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.5000,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.4500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.5500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.4000,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.6000,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.3500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.6500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.3000,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.7000,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.2500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.7500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.2000,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.8000,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.1500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.8500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.1000,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.9000,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.0500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.9500,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.0250,0,quantile
LI,2024-06-03,2024-06-15,2 wk ahead inc death,0.9750,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.0100,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.9900,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.5000,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.4500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.5500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.4000,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.6000,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.3500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.6500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.3000,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.7000,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.2500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.7500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.2000,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.8000,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.1500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.8500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.1000,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.9000,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.0500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.9500,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.0250,0,quantile
LI,2024-06-03,2024-06-22,3 wk ahead inc death,0.9750,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.0100,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.9900,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.5000,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.4500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.5500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.4000,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.6000,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.3500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.6500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.3000,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.7000,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.2500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.7500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.2000,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.8000,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.1500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.8500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.1000,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.9000,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.0500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.9500,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.0250,0,quantile
LI,2024-06-03,2024-06-29,4 wk ahead inc death,0.9750,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.0100,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.9900,2,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.5000,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.4500,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.5500,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.4000,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.6000,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.3500,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.6500,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.3000,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.7000,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.2500,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.7500,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.2000,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.8000,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.1500,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.8500,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.1000,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.9000,1,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.0500,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.9500,1,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.0250,0,quantile
LT,2024-06-03,2024-06-08,1 wk ahead inc death,0.9750,1,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.0100,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.9900,2,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.5000,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.4500,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.5500,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.4000,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.6000,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.3500,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.6500,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.3000,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.7000,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.2500,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.7500,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.2000,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.8000,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.1500,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.8500,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.1000,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.9000,1,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.0500,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.9500,1,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.0250,0,quantile
LT,2024-06-03,2024-06-15,2 wk ahead inc death,0.9750,2,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.0100,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.9900,2,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.5000,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.4500,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.5500,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.4000,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.6000,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.3500,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.6500,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.3000,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.7000,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.2500,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.7500,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.2000,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.8000,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.1500,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.8500,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.1000,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.9000,1,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.0500,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.9500,1,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.0250,0,quantile
LT,2024-06-03,2024-06-22,3 wk ahead inc death,0.9750,2,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.0100,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.9900,2,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.5000,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.4500,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.5500,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.4000,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.6000,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.3500,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.6500,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.3000,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.7000,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.2500,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.7500,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.2000,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.8000,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.1500,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.8500,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.1000,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.9000,1,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.0500,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.9500,1,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.0250,0,quantile
LT,2024-06-03,2024-06-29,4 wk ahead inc death,0.9750,1,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.0100,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.9900,3,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.5000,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.4500,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.5500,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.4000,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.6000,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.3500,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.6500,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.3000,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.7000,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.2500,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.7500,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.2000,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.8000,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.1500,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.8500,1,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.1000,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.9000,1,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.0500,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.9500,1,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.0250,0,quantile
MT,2024-06-03,2024-06-08,1 wk ahead inc death,0.9750,2,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.0100,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.9900,3,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.5000,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.4500,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.5500,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.4000,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.6000,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.3500,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.6500,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.3000,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.7000,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.2500,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.7500,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.2000,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.8000,1,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.1500,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.8500,1,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.1000,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.9000,1,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.0500,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.9500,1,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.0250,0,quantile
MT,2024-06-03,2024-06-15,2 wk ahead inc death,0.9750,2,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.0100,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.9900,3,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.5000,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.4500,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.5500,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.4000,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.6000,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.3500,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.6500,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.3000,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.7000,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.2500,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.7500,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.2000,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.8000,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.1500,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.8500,1,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.1000,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.9000,1,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.0500,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.9500,1,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.0250,0,quantile
MT,2024-06-03,2024-06-22,3 wk ahead inc death,0.9750,2,quantile
