location,forecast_date,target_end_date,target,quantile,value,type
CZ,2024-06-24,2024-06-29,0 wk ahead inc death,0.9750,1,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.0100,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.9900,1,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.5000,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.4500,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.5500,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.4000,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.6000,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.3500,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.6500,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.3000,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.7000,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.2500,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.7500,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.2000,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.8000,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.1500,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.8500,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.1000,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.9000,1,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.0500,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.9500,1,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.0250,0,quantile
CZ,2024-06-24,2024-07-06,1 wk ahead inc death,0.9750,1,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.0100,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.9900,2,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.5000,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.4500,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.5500,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.4000,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.6000,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.3500,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.6500,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.3000,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.7000,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.2500,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.7500,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.2000,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.8000,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.1500,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.8500,1,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.1000,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.9000,1,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.0500,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.9500,1,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.0250,0,quantile
CZ,2024-06-24,2024-07-13,2 wk ahead inc death,0.9750,1,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.0100,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.9900,2,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.5000,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.4500,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.5500,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.4000,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.6000,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.3500,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.6500,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.3000,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.7000,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.2500,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.7500,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.2000,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.8000,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.1500,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.8500,1,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.1000,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.9000,1,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.0500,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.9500,1,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.0250,0,quantile
CZ,2024-06-24,2024-07-20,3 wk ahead inc death,0.9750,1,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.0100,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.9900,2,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.5000,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.4500,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.5500,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.4000,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.6000,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.3500,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.6500,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.3000,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.7000,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.2500,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.7500,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.2000,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.8000,1,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.1500,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.8500,1,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.1000,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.9000,1,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.0500,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.9500,1,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.0250,0,quantile
CZ,2024-06-24,2024-07-27,4 wk ahead inc death,0.9750,1,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.0100,1,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.9900,24,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.5000,7,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.4500,6,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.5500,8,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.4000,6,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.6000,9,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.3500,6,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.6500,9,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.3000,5,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.7000,9,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.2500,5,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.7500,10,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.2000,4,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.8000,11,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.1500,4,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.8500,12,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.1000,3,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.9000,14,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.0500,2,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.9500,17,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.0250,2,quantile
GR,2024-06-24,2024-06-29,0 wk ahead inc death,0.9750,20,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.0100,2,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.9900,24,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.5000,8,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.4500,7,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.5500,8,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.4000,7,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.6000,9,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.3500,6,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.6500,10,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.3000,6,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.7000,10,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.2500,5,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.7500,11,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.2000,5,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.8000,12,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.1500,4,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.8500,14,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.1000,4,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.9000,15,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.0500,3,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.9500,18,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.0250,2,quantile
GR,2024-06-24,2024-07-06,1 wk ahead inc death,0.9750,22,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.0100,2,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.9900,26,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.5000,8,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.4500,8,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.5500,9,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.4000,7,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.6000,9,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.3500,7,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.6500,10,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.3000,6,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.7000,11,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.2500,6,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.7500,12,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.2000,5,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.8000,13,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.1500,5,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.8500,14,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.1000,4,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.9000,16,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.0500,3,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.9500,20,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.0250,2,quantile
GR,2024-06-24,2024-07-13,2 wk ahead inc death,0.9750,23,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.0100,2,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.9900,30,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.5000,9,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.4500,8,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.5500,10,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.4000,8,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.6000,10,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.3500,8,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.6500,11,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.3000,7,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.7000,12,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.2500,6,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.7500,13,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.2000,6,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.8000,15,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.1500,5,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.8500,16,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.1000,4,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.9000,18,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.0500,3,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.9500,20,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.0250,3,quantile
GR,2024-06-24,2024-07-20,3 wk ahead inc death,0.9750,25,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.0100,3,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.9900,34,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.5000,10,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.4500,9,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.5500,11,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.4000,9,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.6000,11,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.3500,8,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.6500,12,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.3000,8,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.7000,13,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.2500,7,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.7500,14,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.2000,6,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.8000,15,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.1500,6,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.8500,17,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.1000,4,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.9000,19,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.0500,4,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.9500,21,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.0250,3,quantile
GR,2024-06-24,2024-07-27,4 wk ahead inc death,0.9750,26,quantile
IE,2024-06-24,2024-06-29,0 wk ahead inc death,0.0100,1,quantile
IE,2024-06-24,2024-06-29,0 wk ahead inc death,0.9900,10,quantile
IE,2024-06-24,2024-06-29,0 wk ahead inc death,0.5000,3,quantile
IE,2024-06-24,2024-06-29,0 wk ahead inc death,0.4500,3,quantile
IE,2024-06-24,2024-06-29,0 wk ahead inc death,0.5500,3,quantile
IE,2024-06-24,2024-06-29,0 wk ahead inc death,0.4000,3,quantile
IE,2024-06-24,2024-06-29,0 wk ahead inc death,0.6000,4,quantile
IE,2024-06-24,2024-06-29,0 wk ahead inc death,0.3500,3,quantile
IE,2024-06-24,2024-06-29,0 wk ahead inc death,0.6500,4,quantile
