forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.01,14488
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.025,14964
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.05,15374
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.1,15846
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.15,16164
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.2,16417
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.25,16634
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.3,16829
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.35,17010
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.4,17181
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.45,17347
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.5,17511
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.55,17674
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.6,17840
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.65,18011
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.7,18192
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.75,18387
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.8,18604
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.85,18857
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.9,19176
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.95,19648
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.975,20057
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,quantile,0.99,20533
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,AT,point,NA,17511
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.01,11187
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.025,11835
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.05,12392
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.1,13034
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.15,13468
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.2,13812
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.25,14108
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.3,14373
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.35,14619
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.4,14853
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.45,15078
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.5,15301
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.55,15523
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.6,15749
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.65,15982
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.7,16228
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.75,16493
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.8,16789
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.85,17133
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.9,17567
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.95,18209
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.975,18766
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,quantile,0.99,19414
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,AT,point,NA,15301
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.01,7168
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.025,8127
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.05,8952
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.1,9904
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.15,10546
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.2,11056
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.25,11493
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.3,11886
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.35,12251
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.4,12596
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.45,12931
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.5,13260
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.55,13589
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.6,13923
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.65,14269
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.7,14633
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.75,15026
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.8,15463
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.85,15974
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.9,16615
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.95,17567
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.975,18392
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,quantile,0.99,19351
2021-04-12,forecast,3 wk ahead inc case,2021-05-01,AT,point,NA,13260
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.01,2663
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.025,4041
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.05,5226
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.1,6593
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.15,7514
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.2,8247
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.25,8876
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.3,9440
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.35,9963
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.4,10459
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.45,10940
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.5,11412
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.55,11885
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.6,12365
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.65,12861
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.7,13384
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.75,13949
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.8,14577
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.85,15310
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.9,16232
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.95,17598
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.975,18783
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,quantile,0.99,20161
2021-04-12,forecast,4 wk ahead inc case,2021-05-08,AT,point,NA,11412
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.01,122
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.025,129
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.05,136
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.1,143
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.15,148
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.2,152
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.25,155
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.3,158
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.35,161
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.4,163
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.45,166
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.5,168
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.55,171
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.6,173
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.65,176
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.7,179
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.75,182
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.8,185
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.85,189
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.9,194
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.95,201
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.975,207
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,quantile,0.99,215
2021-04-12,forecast,1 wk ahead inc death,2021-04-17,AT,point,NA,168
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.01,104
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.025,111
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.05,117
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.1,123
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.15,128
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.2,132
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.25,135
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.3,138
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.35,140
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.4,143
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.45,145
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.5,148
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.55,150
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.6,152
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.65,155
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.7,157
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.75,160
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.8,163
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.85,167
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.9,172
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.95,178
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.975,184
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,quantile,0.99,191
2021-04-12,forecast,2 wk ahead inc death,2021-04-24,AT,point,NA,148
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.01,83
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.025,90
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.05,96
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.1,104
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.15,108
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.2,112
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.25,115
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.3,118
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.35,121
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.4,124
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.45,126
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.5,129
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.55,131
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.6,134
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.65,136
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.7,139
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.75,142
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.8,145
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.85,149
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.9,154
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.95,161
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.975,167
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,quantile,0.99,174
2021-04-12,forecast,3 wk ahead inc death,2021-05-01,AT,point,NA,129
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.01,61
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.025,69
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.05,76
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.1,84
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.15,89
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.2,93
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.25,96
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.3,100
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.35,103
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.4,105
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.45,108
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.5,111
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.55,113
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.6,116
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.65,119
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.7,122
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.75,125
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.8,129
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.85,133
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.9,138
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.95,146
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.975,152
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,quantile,0.99,160
2021-04-12,forecast,4 wk ahead inc death,2021-05-08,AT,point,NA,111
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.01,14880
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.025,16477
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.05,17851
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.1,19435
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.15,20504
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.2,21353
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.25,22081
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.3,22736
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.35,23342
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.4,23917
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.45,24474
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.5,25022
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.55,25570
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.6,26126
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.65,26702
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.7,27308
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.75,27962
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.8,28691
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.85,29540
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.9,30609
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.95,32193
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.975,33566
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,quantile,0.99,35164
2021-04-12,forecast,1 wk ahead inc case,2021-04-17,BE,point,NA,25022
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.01,9159
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.025,11499
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.05,13511
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.1,15831
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.15,17397
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.2,18641
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.25,19708
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.3,20666
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.35,21555
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.4,22397
2021-04-12,forecast,2 wk ahead inc case,2021-04-24,BE,quantile,0.45,23213
