"location","target","model","inverse_wis_weight"
"GM","inc case","USC-SIkJalpha",0.220438777179915
"GM","inc case","epiforecasts-EpiExpert",0.230046613731148
"GM","inc case","KIT-time_series_baseline",0.210770305542393
"GM","inc case","Karlen-pypm",0.338744303546545
"GM","cum case","USC-SIkJalpha",0.19678275494683
"GM","cum case","epiforecasts-EpiExpert",0.225187342294232
"GM","cum case","KIT-time_series_baseline",0.230728463384861
"GM","cum case","Karlen-pypm",0.347301439374076
"GM","inc death","USC-SIkJalpha",0.151200691858942
"GM","inc death","epiforecasts-EpiExpert",0.393014608341298
"GM","inc death","KIT-time_series_baseline",0.151234852325911
"GM","inc death","Karlen-pypm",0.30454984747385
"GM","cum death","USC-SIkJalpha",0.145124431658918
"GM","cum death","epiforecasts-EpiExpert",0.418867774619692
"GM","cum death","KIT-time_series_baseline",0.168990954801685
"GM","cum death","Karlen-pypm",0.267016838919705
"PL","inc case","MIT_CovidAnalytics-DELPHI",0.073766149127714
"PL","inc case","USC-SIkJalpha",0.129775749926533
"PL","inc case","epiforecasts-EpiExpert",0.598666583378433
"PL","inc case","KIT-time_series_baseline",0.19779151756732
"PL","cum case","USC-SIkJalpha",0.170691346111455
"PL","cum case","epiforecasts-EpiExpert",0.612987845376764
"PL","cum case","KIT-time_series_baseline",0.216320808511781
"PL","inc death","MIT_CovidAnalytics-DELPHI",0.140007432930693
"PL","inc death","USC-SIkJalpha",0.0827964952904983
"PL","inc death","epiforecasts-EpiExpert",0.692441017782593
"PL","inc death","KIT-time_series_baseline",0.0847550539962166
"PL","cum death","MIT_CovidAnalytics-DELPHI",0.108725480384768
"PL","cum death","USC-SIkJalpha",0.0773690301624438
"PL","cum death","epiforecasts-EpiExpert",0.725393068478375
"PL","cum death","KIT-time_series_baseline",0.0885124209744137
