location,forecast_date,target,target_end_date,type,quantile,value
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.01,17800
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.01,10500
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.01,6010
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.01,3790
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.025,20700
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.025,13200
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.025,8070
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.025,5580
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.05,23700
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.05,16800
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.05,11300
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.05,8120
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.1,26900
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.1,21200
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.1,16400
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.1,12700
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.15,29200
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.15,24200
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.15,19900
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.15,16200
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.2,31100
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.2,27000
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.2,22700
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.2,19800
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.25,33000
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.25,29600
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.25,25600
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.25,22800
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.3,35000
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.3,32000
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.3,29100
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.3,26500
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.35,37000
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.35,35100
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.35,32700
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.35,30100
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.4,38600
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.4,38200
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.4,35800
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.4,34900
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.45,40300
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.45,40500
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.45,40400
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.45,39500
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.5,42200
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.5,43200
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.5,44600
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.5,44900
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.55,44100
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.55,47000
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.55,48700
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.55,50200
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.6,46400
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.6,50500
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.6,53800
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.6,56800
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.65,48800
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.65,54300
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.65,58800
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.65,63500
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.7,51000
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.7,58300
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.7,66100
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.7,73500
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.75,54300
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.75,63500
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.75,75000
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.75,87000
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.8,57100
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.8,71100
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.8,86800
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.8,106000
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.85,61300
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.85,79700
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.85,104000
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.85,131000
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.9,66900
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.9,92100
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.9,128000
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.9,176000
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.95,76400
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.95,116000
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.95,170000
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.95,261000
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.975,84800
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.975,140000
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.975,222000
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.975,379000
AT,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.99,101000
AT,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.99,175000
AT,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.99,329000
AT,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.99,621000
AT,2023-02-26,1 wk ahead inc case,2023-03-04,point,,42200
AT,2023-02-26,2 wk ahead inc case,2023-03-11,point,,43200
AT,2023-02-26,3 wk ahead inc case,2023-03-18,point,,44600
AT,2023-02-26,4 wk ahead inc case,2023-03-25,point,,44900
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.01,231
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.01,168
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.01,119
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.01,86
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.025,254
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.025,204
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.025,163
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.025,119
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.05,288
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.05,254
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.05,199
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.05,155
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.1,330
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.1,298
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.1,255
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.1,211
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.15,356
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.15,330
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.15,299
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.15,260
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.2,380
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.2,365
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.2,345
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.2,314
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.25,404
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.25,402
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.25,385
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.25,367
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.3,431
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.3,433
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.3,426
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.3,423
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.35,454
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.35,469
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.35,472
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.35,477
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.4,475
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.4,513
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.4,518
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.4,534
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.45,498
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.45,552
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.45,573
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.45,602
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.5,517
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.5,588
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.5,640
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.5,684
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.55,543
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.55,620
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.55,703
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.55,761
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.6,568
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.6,663
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.6,774
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.6,869
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.65,591
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.65,717
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.65,853
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.65,997
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.7,619
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.7,769
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.7,951
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.7,1140
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.75,656
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.75,834
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.75,1060
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.75,1330
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.8,697
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.8,915
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.8,1200
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.8,1580
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.85,746
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.85,1040
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.85,1390
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.85,1960
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.9,805
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.9,1200
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.9,1730
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.9,2450
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.95,911
BG,2023-02-26,2 wk ahead inc case,2023-03-11,quantile,0.95,1450
BG,2023-02-26,3 wk ahead inc case,2023-03-18,quantile,0.95,2350
BG,2023-02-26,4 wk ahead inc case,2023-03-25,quantile,0.95,3670
BG,2023-02-26,1 wk ahead inc case,2023-03-04,quantile,0.975,1020
