location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.01,31400
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.01,10800
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.01,3850
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.01,1240
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.025,37200
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.025,14600
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.025,5530
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.025,2280
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.05,40900
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.05,18600
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.05,8050
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.05,3800
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.1,46300
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.1,23700
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.1,12500
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.1,6260
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.15,50400
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.15,27400
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.15,15900
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.15,9580
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.2,53800
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.2,30900
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.2,19200
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.2,12800
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.25,56400
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.25,34200
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.25,22700
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.25,15900
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.3,59300
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.3,38000
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.3,26600
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.3,18600
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.35,61800
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.35,41500
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.35,29700
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.35,22500
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.4,64900
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.4,44900
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.4,33100
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.4,26000
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.45,67800
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.45,48800
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.45,36600
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.45,30600
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.5,71400
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.5,51600
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.5,41800
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.5,35200
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.55,74700
AT,2022-04-10,2 wk ahead inc case,2022-04-23,quantile,0.55,55400
AT,2022-04-10,3 wk ahead inc case,2022-04-30,quantile,0.55,46400
AT,2022-04-10,4 wk ahead inc case,2022-05-07,quantile,0.55,40500
AT,2022-04-10,1 wk ahead inc case,2022-04-16,quantile,0.6,77400
