location,forecast_date,target,target_end_date,type,quantile,value
AT,2023-06-19,-1 wk ahead inc case,2023-06-10,quantile,0.01,511
AT,2023-06-19,0 wk ahead inc case,2023-06-17,quantile,0.01,270
AT,2023-06-19,1 wk ahead inc case,2023-06-24,quantile,0.01,140
AT,2023-06-19,2 wk ahead inc case,2023-07-01,quantile,0.01,71
AT,2023-06-19,3 wk ahead inc case,2023-07-08,quantile,0.01,32
AT,2023-06-19,4 wk ahead inc case,2023-07-15,quantile,0.01,17
AT,2023-06-19,-1 wk ahead inc case,2023-06-10,quantile,0.025,624
AT,2023-06-19,0 wk ahead inc case,2023-06-17,quantile,0.025,352
AT,2023-06-19,1 wk ahead inc case,2023-06-24,quantile,0.025,200
AT,2023-06-19,2 wk ahead inc case,2023-07-01,quantile,0.025,109
AT,2023-06-19,3 wk ahead inc case,2023-07-08,quantile,0.025,61
AT,2023-06-19,4 wk ahead inc case,2023-07-15,quantile,0.025,31
AT,2023-06-19,-1 wk ahead inc case,2023-06-10,quantile,0.05,701
AT,2023-06-19,0 wk ahead inc case,2023-06-17,quantile,0.05,416
AT,2023-06-19,1 wk ahead inc case,2023-06-24,quantile,0.05,260
AT,2023-06-19,2 wk ahead inc case,2023-07-01,quantile,0.05,154
AT,2023-06-19,3 wk ahead inc case,2023-07-08,quantile,0.05,90
AT,2023-06-19,4 wk ahead inc case,2023-07-15,quantile,0.05,60
AT,2023-06-19,-1 wk ahead inc case,2023-06-10,quantile,0.1,800
AT,2023-06-19,0 wk ahead inc case,2023-06-17,quantile,0.1,521
AT,2023-06-19,1 wk ahead inc case,2023-06-24,quantile,0.1,342
AT,2023-06-19,2 wk ahead inc case,2023-07-01,quantile,0.1,236
AT,2023-06-19,3 wk ahead inc case,2023-07-08,quantile,0.1,161
AT,2023-06-19,4 wk ahead inc case,2023-07-15,quantile,0.1,109
AT,2023-06-19,-1 wk ahead inc case,2023-06-10,quantile,0.15,882
AT,2023-06-19,0 wk ahead inc case,2023-06-17,quantile,0.15,595
AT,2023-06-19,1 wk ahead inc case,2023-06-24,quantile,0.15,421
AT,2023-06-19,2 wk ahead inc case,2023-07-01,quantile,0.15,302
