location,forecast_date,target,target_end_date,type,quantile,value
BE,2023-10-02,-2 wk ahead inc case,2023-09-16,quantile,0.01,1580
BE,2023-10-02,-1 wk ahead inc case,2023-09-23,quantile,0.01,1180
BE,2023-10-02,0 wk ahead inc case,2023-09-30,quantile,0.01,790
BE,2023-10-02,1 wk ahead inc case,2023-10-07,quantile,0.01,485
BE,2023-10-02,2 wk ahead inc case,2023-10-14,quantile,0.01,269
BE,2023-10-02,3 wk ahead inc case,2023-10-21,quantile,0.01,166
BE,2023-10-02,4 wk ahead inc case,2023-10-28,quantile,0.01,102
BE,2023-10-02,-2 wk ahead inc case,2023-09-16,quantile,0.025,1760
BE,2023-10-02,-1 wk ahead inc case,2023-09-23,quantile,0.025,1420
BE,2023-10-02,0 wk ahead inc case,2023-09-30,quantile,0.025,1040
BE,2023-10-02,1 wk ahead inc case,2023-10-07,quantile,0.025,685
BE,2023-10-02,2 wk ahead inc case,2023-10-14,quantile,0.025,476
BE,2023-10-02,3 wk ahead inc case,2023-10-21,quantile,0.025,357
BE,2023-10-02,4 wk ahead inc case,2023-10-28,quantile,0.025,250
BE,2023-10-02,-2 wk ahead inc case,2023-09-16,quantile,0.05,1950
BE,2023-10-02,-1 wk ahead inc case,2023-09-23,quantile,0.05,1660
BE,2023-10-02,0 wk ahead inc case,2023-09-30,quantile,0.05,1300
BE,2023-10-02,1 wk ahead inc case,2023-10-07,quantile,0.05,1020
BE,2023-10-02,2 wk ahead inc case,2023-10-14,quantile,0.05,773
BE,2023-10-02,3 wk ahead inc case,2023-10-21,quantile,0.05,552
BE,2023-10-02,4 wk ahead inc case,2023-10-28,quantile,0.05,428
BE,2023-10-02,-2 wk ahead inc case,2023-09-16,quantile,0.1,2160
BE,2023-10-02,-1 wk ahead inc case,2023-09-23,quantile,0.1,2010
BE,2023-10-02,0 wk ahead inc case,2023-09-30,quantile,0.1,1710
BE,2023-10-02,1 wk ahead inc case,2023-10-07,quantile,0.1,1430
BE,2023-10-02,2 wk ahead inc case,2023-10-14,quantile,0.1,1170
BE,2023-10-02,3 wk ahead inc case,2023-10-21,quantile,0.1,920
BE,2023-10-02,4 wk ahead inc case,2023-10-28,quantile,0.1,736
BE,2023-10-02,-2 wk ahead inc case,2023-09-16,quantile,0.15,2350
BE,2023-10-02,-1 wk ahead inc case,2023-09-23,quantile,0.15,2250
BE,2023-10-02,0 wk ahead inc case,2023-09-30,quantile,0.15,2030
BE,2023-10-02,1 wk ahead inc case,2023-10-07,quantile,0.15,1750
BE,2023-10-02,2 wk ahead inc case,2023-10-14,quantile,0.15,1540
BE,2023-10-02,3 wk ahead inc case,2023-10-21,quantile,0.15,1340
BE,2023-10-02,4 wk ahead inc case,2023-10-28,quantile,0.15,1060
BE,2023-10-02,-2 wk ahead inc case,2023-09-16,quantile,0.2,2500
BE,2023-10-02,-1 wk ahead inc case,2023-09-23,quantile,0.2,2470
BE,2023-10-02,0 wk ahead inc case,2023-09-30,quantile,0.2,2350
BE,2023-10-02,1 wk ahead inc case,2023-10-07,quantile,0.2,2090
BE,2023-10-02,2 wk ahead inc case,2023-10-14,quantile,0.2,1920
BE,2023-10-02,3 wk ahead inc case,2023-10-21,quantile,0.2,1690
BE,2023-10-02,4 wk ahead inc case,2023-10-28,quantile,0.2,1490
BE,2023-10-02,-2 wk ahead inc case,2023-09-16,quantile,0.25,2630
BE,2023-10-02,-1 wk ahead inc case,2023-09-23,quantile,0.25,2660
BE,2023-10-02,0 wk ahead inc case,2023-09-30,quantile,0.25,2620
BE,2023-10-02,1 wk ahead inc case,2023-10-07,quantile,0.25,2480
BE,2023-10-02,2 wk ahead inc case,2023-10-14,quantile,0.25,2290
BE,2023-10-02,3 wk ahead inc case,2023-10-21,quantile,0.25,2050
BE,2023-10-02,4 wk ahead inc case,2023-10-28,quantile,0.25,1880
BE,2023-10-02,-2 wk ahead inc case,2023-09-16,quantile,0.3,2740
BE,2023-10-02,-1 wk ahead inc case,2023-09-23,quantile,0.3,2850
BE,2023-10-02,0 wk ahead inc case,2023-09-30,quantile,0.3,2890
BE,2023-10-02,1 wk ahead inc case,2023-10-07,quantile,0.3,2810
BE,2023-10-02,2 wk ahead inc case,2023-10-14,quantile,0.3,2660
BE,2023-10-02,3 wk ahead inc case,2023-10-21,quantile,0.3,2460
BE,2023-10-02,4 wk ahead inc case,2023-10-28,quantile,0.3,2310
BE,2023-10-02,-2 wk ahead inc case,2023-09-16,quantile,0.35,2850
BE,2023-10-02,-1 wk ahead inc case,2023-09-23,quantile,0.35,3020
BE,2023-10-02,0 wk ahead inc case,2023-09-30,quantile,0.35,3170
