location,forecast_date,target,target_end_date,type,quantile,value
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.01,4790
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.01,2260
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.01,1060
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.01,512
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.01,240
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.01,117
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.01,52
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.025,5240
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.025,2790
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.025,1460
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.025,796
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.025,403
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.025,233
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.025,124
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.05,5850
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.05,3240
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.05,1930
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.05,1180
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.05,721
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.05,377
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.05,227
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.1,6770
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.1,4130
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.1,2680
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.1,1710
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.1,1150
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.1,816
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.1,559
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.15,7510
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.15,4870
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.15,3280
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.15,2320
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.15,1640
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.15,1210
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.15,926
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.2,8180
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.2,5510
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.2,3860
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.2,2830
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.2,2130
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.2,1680
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.2,1300
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.25,8650
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.25,6260
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.25,4610
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.25,3430
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.25,2640
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.25,2130
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.25,1730
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.3,9150
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.3,6760
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.3,5310
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.3,4100
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.3,3190
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.3,2640
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.3,2270
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.35,9730
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.35,7270
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.35,5820
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.35,4690
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.35,3810
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.35,3340
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.35,2980
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.4,10300
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.4,7890
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.4,6460
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.4,5400
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.4,4640
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.4,4110
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.4,3630
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.45,10800
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.45,8450
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.45,7060
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.45,6140
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.45,5420
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.45,4990
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.45,4450
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.5,11400
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.5,9150
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.5,7860
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.5,6950
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.5,6290
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.5,5990
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.5,5640
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.55,11900
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.55,9850
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.55,8720
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.55,7800
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.55,7330
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.55,7040
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.55,6750
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.6,12500
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.6,10600
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.6,9700
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.6,8940
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.6,8700
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.6,8160
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.6,8040
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.65,13200
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.65,11400
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.65,10600
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.65,10100
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.65,9830
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.65,9770
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.65,9490
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.7,14000
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.7,12300
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.7,11700
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.7,11400
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.7,11400
AT,2023-04-24,3 wk ahead inc case,2023-05-13,quantile,0.7,11600
AT,2023-04-24,4 wk ahead inc case,2023-05-20,quantile,0.7,11700
AT,2023-04-24,-2 wk ahead inc case,2023-04-08,quantile,0.75,15000
AT,2023-04-24,-1 wk ahead inc case,2023-04-15,quantile,0.75,13400
AT,2023-04-24,0 wk ahead inc case,2023-04-22,quantile,0.75,13200
AT,2023-04-24,1 wk ahead inc case,2023-04-29,quantile,0.75,13100
AT,2023-04-24,2 wk ahead inc case,2023-05-06,quantile,0.75,13200
