location,forecast_date,target,target_end_date,type,quantile,value
BE,2023-09-25,-2 wk ahead inc case,2023-09-09,quantile,0.01,1150
BE,2023-09-25,-1 wk ahead inc case,2023-09-16,quantile,0.01,867
BE,2023-09-25,0 wk ahead inc case,2023-09-23,quantile,0.01,569
BE,2023-09-25,1 wk ahead inc case,2023-09-30,quantile,0.01,367
BE,2023-09-25,2 wk ahead inc case,2023-10-07,quantile,0.01,219
BE,2023-09-25,3 wk ahead inc case,2023-10-14,quantile,0.01,133
BE,2023-09-25,4 wk ahead inc case,2023-10-21,quantile,0.01,85
BE,2023-09-25,-2 wk ahead inc case,2023-09-09,quantile,0.025,1340
BE,2023-09-25,-1 wk ahead inc case,2023-09-16,quantile,0.025,1010
BE,2023-09-25,0 wk ahead inc case,2023-09-23,quantile,0.025,734
BE,2023-09-25,1 wk ahead inc case,2023-09-30,quantile,0.025,531
BE,2023-09-25,2 wk ahead inc case,2023-10-07,quantile,0.025,363
BE,2023-09-25,3 wk ahead inc case,2023-10-14,quantile,0.025,259
BE,2023-09-25,4 wk ahead inc case,2023-10-21,quantile,0.025,151
BE,2023-09-25,-2 wk ahead inc case,2023-09-09,quantile,0.05,1490
BE,2023-09-25,-1 wk ahead inc case,2023-09-16,quantile,0.05,1200
BE,2023-09-25,0 wk ahead inc case,2023-09-23,quantile,0.05,902
BE,2023-09-25,1 wk ahead inc case,2023-09-30,quantile,0.05,661
BE,2023-09-25,2 wk ahead inc case,2023-10-07,quantile,0.05,522
BE,2023-09-25,3 wk ahead inc case,2023-10-14,quantile,0.05,372
BE,2023-09-25,4 wk ahead inc case,2023-10-21,quantile,0.05,266
BE,2023-09-25,-2 wk ahead inc case,2023-09-09,quantile,0.1,1680
BE,2023-09-25,-1 wk ahead inc case,2023-09-16,quantile,0.1,1460
BE,2023-09-25,0 wk ahead inc case,2023-09-23,quantile,0.1,1240
BE,2023-09-25,1 wk ahead inc case,2023-09-30,quantile,0.1,996
BE,2023-09-25,2 wk ahead inc case,2023-10-07,quantile,0.1,785
BE,2023-09-25,3 wk ahead inc case,2023-10-14,quantile,0.1,601
BE,2023-09-25,4 wk ahead inc case,2023-10-21,quantile,0.1,496
BE,2023-09-25,-2 wk ahead inc case,2023-09-09,quantile,0.15,1810
BE,2023-09-25,-1 wk ahead inc case,2023-09-16,quantile,0.15,1670
BE,2023-09-25,0 wk ahead inc case,2023-09-23,quantile,0.15,1490
BE,2023-09-25,1 wk ahead inc case,2023-09-30,quantile,0.15,1280
BE,2023-09-25,2 wk ahead inc case,2023-10-07,quantile,0.15,1040
BE,2023-09-25,3 wk ahead inc case,2023-10-14,quantile,0.15,900
BE,2023-09-25,4 wk ahead inc case,2023-10-21,quantile,0.15,763
BE,2023-09-25,-2 wk ahead inc case,2023-09-09,quantile,0.2,1920
BE,2023-09-25,-1 wk ahead inc case,2023-09-16,quantile,0.2,1840
BE,2023-09-25,0 wk ahead inc case,2023-09-23,quantile,0.2,1690
BE,2023-09-25,1 wk ahead inc case,2023-09-30,quantile,0.2,1500
BE,2023-09-25,2 wk ahead inc case,2023-10-07,quantile,0.2,1320
BE,2023-09-25,3 wk ahead inc case,2023-10-14,quantile,0.2,1180
BE,2023-09-25,4 wk ahead inc case,2023-10-21,quantile,0.2,1020
