location,forecast_date,target,target_end_date,type,quantile,value
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.01,6950
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.01,3740
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.01,2070
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.01,909
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.025,7810
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.025,4530
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.025,2760
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.025,1550
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.05,8730
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.05,5400
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.05,3480
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.05,2200
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.1,9560
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.1,6700
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.1,4560
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.1,3200
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.15,10400
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.15,7710
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.15,5640
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.15,4090
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.2,11100
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.2,8560
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.2,6560
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.2,5030
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.25,11800
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.25,9210
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.25,7570
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.25,6150
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.3,12300
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.3,9980
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.3,8550
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.3,7460
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.35,12800
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.35,10900
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.35,9490
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.35,8620
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.4,13300
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.4,11800
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.4,10500
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.4,9790
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.45,13900
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.45,12700
AT,2023-01-15,3 wk ahead inc case,2023-02-04,quantile,0.45,11900
AT,2023-01-15,4 wk ahead inc case,2023-02-11,quantile,0.45,11300
AT,2023-01-15,1 wk ahead inc case,2023-01-21,quantile,0.5,14500
AT,2023-01-15,2 wk ahead inc case,2023-01-28,quantile,0.5,13500
