location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-09-18,1 wk ahead inc case,2022-09-24,quantile,0.01,15600
AT,2022-09-18,2 wk ahead inc case,2022-10-01,quantile,0.01,11200
AT,2022-09-18,3 wk ahead inc case,2022-10-08,quantile,0.01,7830
AT,2022-09-18,4 wk ahead inc case,2022-10-15,quantile,0.01,5420
AT,2022-09-18,1 wk ahead inc case,2022-09-24,quantile,0.025,17300
AT,2022-09-18,2 wk ahead inc case,2022-10-01,quantile,0.025,14500
AT,2022-09-18,3 wk ahead inc case,2022-10-08,quantile,0.025,11600
AT,2022-09-18,4 wk ahead inc case,2022-10-15,quantile,0.025,8040
AT,2022-09-18,1 wk ahead inc case,2022-09-24,quantile,0.05,19800
AT,2022-09-18,2 wk ahead inc case,2022-10-01,quantile,0.05,17900
AT,2022-09-18,3 wk ahead inc case,2022-10-08,quantile,0.05,14500
AT,2022-09-18,4 wk ahead inc case,2022-10-15,quantile,0.05,11500
AT,2022-09-18,1 wk ahead inc case,2022-09-24,quantile,0.1,23400
AT,2022-09-18,2 wk ahead inc case,2022-10-01,quantile,0.1,22400
AT,2022-09-18,3 wk ahead inc case,2022-10-08,quantile,0.1,19900
AT,2022-09-18,4 wk ahead inc case,2022-10-15,quantile,0.1,16500
AT,2022-09-18,1 wk ahead inc case,2022-09-24,quantile,0.15,25900
AT,2022-09-18,2 wk ahead inc case,2022-10-01,quantile,0.15,26300
AT,2022-09-18,3 wk ahead inc case,2022-10-08,quantile,0.15,25000
AT,2022-09-18,4 wk ahead inc case,2022-10-15,quantile,0.15,22400
AT,2022-09-18,1 wk ahead inc case,2022-09-24,quantile,0.2,27700
AT,2022-09-18,2 wk ahead inc case,2022-10-01,quantile,0.2,29600
AT,2022-09-18,3 wk ahead inc case,2022-10-08,quantile,0.2,29900
AT,2022-09-18,4 wk ahead inc case,2022-10-15,quantile,0.2,28200
AT,2022-09-18,1 wk ahead inc case,2022-09-24,quantile,0.25,29200
AT,2022-09-18,2 wk ahead inc case,2022-10-01,quantile,0.25,32500
AT,2022-09-18,3 wk ahead inc case,2022-10-08,quantile,0.25,34700
AT,2022-09-18,4 wk ahead inc case,2022-10-15,quantile,0.25,34000
AT,2022-09-18,1 wk ahead inc case,2022-09-24,quantile,0.3,31000
AT,2022-09-18,2 wk ahead inc case,2022-10-01,quantile,0.3,35700
AT,2022-09-18,3 wk ahead inc case,2022-10-08,quantile,0.3,39300
AT,2022-09-18,4 wk ahead inc case,2022-10-15,quantile,0.3,39300
AT,2022-09-18,1 wk ahead inc case,2022-09-24,quantile,0.35,32400
AT,2022-09-18,2 wk ahead inc case,2022-10-01,quantile,0.35,39500
AT,2022-09-18,3 wk ahead inc case,2022-10-08,quantile,0.35,43900
