location,forecast_date,target,target_end_date,type,quantile,value
AT,2023-06-05,-1 wk ahead inc case,2023-05-27,quantile,0.01,748
AT,2023-06-05,0 wk ahead inc case,2023-06-03,quantile,0.01,419
AT,2023-06-05,1 wk ahead inc case,2023-06-10,quantile,0.01,225
AT,2023-06-05,2 wk ahead inc case,2023-06-17,quantile,0.01,115
AT,2023-06-05,3 wk ahead inc case,2023-06-24,quantile,0.01,62
AT,2023-06-05,4 wk ahead inc case,2023-07-01,quantile,0.01,33
AT,2023-06-05,-1 wk ahead inc case,2023-05-27,quantile,0.025,906
AT,2023-06-05,0 wk ahead inc case,2023-06-03,quantile,0.025,567
AT,2023-06-05,1 wk ahead inc case,2023-06-10,quantile,0.025,341
AT,2023-06-05,2 wk ahead inc case,2023-06-17,quantile,0.025,210
AT,2023-06-05,3 wk ahead inc case,2023-06-24,quantile,0.025,125
AT,2023-06-05,4 wk ahead inc case,2023-07-01,quantile,0.025,72
AT,2023-06-05,-1 wk ahead inc case,2023-05-27,quantile,0.05,1030
AT,2023-06-05,0 wk ahead inc case,2023-06-03,quantile,0.05,684
AT,2023-06-05,1 wk ahead inc case,2023-06-10,quantile,0.05,446
AT,2023-06-05,2 wk ahead inc case,2023-06-17,quantile,0.05,292
AT,2023-06-05,3 wk ahead inc case,2023-06-24,quantile,0.05,186
AT,2023-06-05,4 wk ahead inc case,2023-07-01,quantile,0.05,123
AT,2023-06-05,-1 wk ahead inc case,2023-05-27,quantile,0.1,1190
AT,2023-06-05,0 wk ahead inc case,2023-06-03,quantile,0.1,836
AT,2023-06-05,1 wk ahead inc case,2023-06-10,quantile,0.1,591
AT,2023-06-05,2 wk ahead inc case,2023-06-17,quantile,0.1,412
AT,2023-06-05,3 wk ahead inc case,2023-06-24,quantile,0.1,302
AT,2023-06-05,4 wk ahead inc case,2023-07-01,quantile,0.1,213
AT,2023-06-05,-1 wk ahead inc case,2023-05-27,quantile,0.15,1310
AT,2023-06-05,0 wk ahead inc case,2023-06-03,quantile,0.15,945
AT,2023-06-05,1 wk ahead inc case,2023-06-10,quantile,0.15,707
AT,2023-06-05,2 wk ahead inc case,2023-06-17,quantile,0.15,528
AT,2023-06-05,3 wk ahead inc case,2023-06-24,quantile,0.15,407
AT,2023-06-05,4 wk ahead inc case,2023-07-01,quantile,0.15,310
AT,2023-06-05,-1 wk ahead inc case,2023-05-27,quantile,0.2,1410
AT,2023-06-05,0 wk ahead inc case,2023-06-03,quantile,0.2,1040
AT,2023-06-05,1 wk ahead inc case,2023-06-10,quantile,0.2,806
AT,2023-06-05,2 wk ahead inc case,2023-06-17,quantile,0.2,617
AT,2023-06-05,3 wk ahead inc case,2023-06-24,quantile,0.2,495
AT,2023-06-05,4 wk ahead inc case,2023-07-01,quantile,0.2,389
AT,2023-06-05,-1 wk ahead inc case,2023-05-27,quantile,0.25,1500
AT,2023-06-05,0 wk ahead inc case,2023-06-03,quantile,0.25,1160
