location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.01,36500
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.01,19200
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.01,9470
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.01,3830
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.025,41000
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.025,23700
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.025,12400
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.025,6240
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.05,43900
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.05,27700
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.05,16400
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.05,9760
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.1,49800
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.1,33800
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.1,22800
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.1,15200
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.15,53100
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.15,39100
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.15,28000
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.15,20100
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.2,55700
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.2,43200
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.2,32500
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.2,24900
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.25,58300
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.25,47300
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.25,37700
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.25,29400
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.3,61100
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.3,51300
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.3,42400
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.3,34100
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.35,63500
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.35,55200
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.35,47400
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.35,40100
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.4,65300
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.4,59000
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.4,52900
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.4,46800
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.45,67700
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.45,63000
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.45,58400
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.45,54600
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.5,70000
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.5,67800
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.5,64200
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.5,62400
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.55,72200
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.55,72300
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.55,70900
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.55,69500
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.6,75200
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.6,76800
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.6,79000
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.6,79800
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.65,78100
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.65,82200
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.65,88000
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.65,91800
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.7,81300
AT,2022-07-10,2 wk ahead inc case,2022-07-23,quantile,0.7,88300
AT,2022-07-10,3 wk ahead inc case,2022-07-30,quantile,0.7,97200
AT,2022-07-10,4 wk ahead inc case,2022-08-06,quantile,0.7,107000
AT,2022-07-10,1 wk ahead inc case,2022-07-16,quantile,0.75,84500
