location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.01,20500
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.01,9900
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.01,4940
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.01,2360
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.025,23300
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.025,12700
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.025,6260
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.025,3280
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.05,25800
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.05,14800
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.05,8620
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.05,4980
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.1,28900
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.1,18500
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.1,11800
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.1,7490
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.15,31300
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.15,21400
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.15,15000
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.15,10400
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.2,33300
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.2,24000
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.2,17800
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.2,13200
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.25,35300
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.25,26200
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.25,20000
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.25,15900
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.3,37000
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.3,28400
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.3,22800
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.3,18600
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.35,38700
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.35,31100
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.35,25700
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.35,21600
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.4,40500
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.4,33600
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.4,28500
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.4,25300
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.45,42500
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.45,35700
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.45,31700
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.45,29000
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.5,44100
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.5,38100
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.5,34800
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.5,32800
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.55,45700
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.55,40900
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.55,38900
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.55,37600
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.6,47700
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.6,43300
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.6,43100
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.6,43100
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.65,49400
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.65,46600
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.65,47700
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.65,49900
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.7,51800
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.7,51100
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.7,53800
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.7,57700
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.75,54400
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.75,55800
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.75,60300
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.75,66700
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.8,57300
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.8,60500
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.8,67400
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.8,78300
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.85,61300
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.85,67700
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.85,79500
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.85,95300
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.9,66500
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.9,78700
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.9,98200
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.9,122000
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.95,76000
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.95,98700
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.95,136000
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.95,183000
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.975,84000
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.975,118000
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.975,179000
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.975,274000
AT,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.99,95900
AT,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.99,144000
AT,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.99,242000
AT,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.99,415000
AT,2022-04-24,1 wk ahead inc case,2022-04-30,point,,44100
AT,2022-04-24,2 wk ahead inc case,2022-05-07,point,,38100
AT,2022-04-24,3 wk ahead inc case,2022-05-14,point,,34800
AT,2022-04-24,4 wk ahead inc case,2022-05-21,point,,32800
BE,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.01,16500
BE,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.01,8770
BE,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.01,4430
BE,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.01,2230
BE,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.025,19400
BE,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.025,10900
BE,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.025,6310
BE,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.025,3600
BE,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.05,21500
BE,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.05,13000
BE,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.05,8210
BE,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.05,5690
BE,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.1,24300
BE,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.1,16300
BE,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.1,11400
BE,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.1,7820
BE,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.15,26500
BE,2022-04-24,2 wk ahead inc case,2022-05-07,quantile,0.15,18900
BE,2022-04-24,3 wk ahead inc case,2022-05-14,quantile,0.15,13800
BE,2022-04-24,4 wk ahead inc case,2022-05-21,quantile,0.15,10600
BE,2022-04-24,1 wk ahead inc case,2022-04-30,quantile,0.2,28200
