location,forecast_date,target,target_end_date,type,quantile,value
AT,2023-08-14,-3 wk ahead inc case,2023-07-22,quantile,0.01,63
AT,2023-08-14,-2 wk ahead inc case,2023-07-29,quantile,0.01,34
AT,2023-08-14,-1 wk ahead inc case,2023-08-05,quantile,0.01,18
AT,2023-08-14,0 wk ahead inc case,2023-08-12,quantile,0.01,9
AT,2023-08-14,1 wk ahead inc case,2023-08-19,quantile,0.01,6
AT,2023-08-14,-3 wk ahead inc case,2023-07-22,quantile,0.025,93
AT,2023-08-14,-2 wk ahead inc case,2023-07-29,quantile,0.025,60
AT,2023-08-14,-1 wk ahead inc case,2023-08-05,quantile,0.025,39
AT,2023-08-14,0 wk ahead inc case,2023-08-12,quantile,0.025,25
AT,2023-08-14,1 wk ahead inc case,2023-08-19,quantile,0.025,16
AT,2023-08-14,-3 wk ahead inc case,2023-07-22,quantile,0.05,129
AT,2023-08-14,-2 wk ahead inc case,2023-07-29,quantile,0.05,92
AT,2023-08-14,-1 wk ahead inc case,2023-08-05,quantile,0.05,63
AT,2023-08-14,0 wk ahead inc case,2023-08-12,quantile,0.05,43
AT,2023-08-14,1 wk ahead inc case,2023-08-19,quantile,0.05,29
AT,2023-08-14,-3 wk ahead inc case,2023-07-22,quantile,0.1,184
AT,2023-08-14,-2 wk ahead inc case,2023-07-29,quantile,0.1,137
AT,2023-08-14,-1 wk ahead inc case,2023-08-05,quantile,0.1,103
AT,2023-08-14,0 wk ahead inc case,2023-08-12,quantile,0.1,77
AT,2023-08-14,1 wk ahead inc case,2023-08-19,quantile,0.1,60
AT,2023-08-14,-3 wk ahead inc case,2023-07-22,quantile,0.15,238
AT,2023-08-14,-2 wk ahead inc case,2023-07-29,quantile,0.15,185
AT,2023-08-14,-1 wk ahead inc case,2023-08-05,quantile,0.15,142
AT,2023-08-14,0 wk ahead inc case,2023-08-12,quantile,0.15,116
AT,2023-08-14,1 wk ahead inc case,2023-08-19,quantile,0.15,92
AT,2023-08-14,-3 wk ahead inc case,2023-07-22,quantile,0.2,287
AT,2023-08-14,-2 wk ahead inc case,2023-07-29,quantile,0.2,234
AT,2023-08-14,-1 wk ahead inc case,2023-08-05,quantile,0.2,189
AT,2023-08-14,0 wk ahead inc case,2023-08-12,quantile,0.2,157
AT,2023-08-14,1 wk ahead inc case,2023-08-19,quantile,0.2,134
AT,2023-08-14,-3 wk ahead inc case,2023-07-22,quantile,0.25,327
AT,2023-08-14,-2 wk ahead inc case,2023-07-29,quantile,0.25,277
AT,2023-08-14,-1 wk ahead inc case,2023-08-05,quantile,0.25,235
AT,2023-08-14,0 wk ahead inc case,2023-08-12,quantile,0.25,203
AT,2023-08-14,1 wk ahead inc case,2023-08-19,quantile,0.25,172
AT,2023-08-14,-3 wk ahead inc case,2023-07-22,quantile,0.3,372
AT,2023-08-14,-2 wk ahead inc case,2023-07-29,quantile,0.3,326
AT,2023-08-14,-1 wk ahead inc case,2023-08-05,quantile,0.3,290
AT,2023-08-14,0 wk ahead inc case,2023-08-12,quantile,0.3,258
AT,2023-08-14,1 wk ahead inc case,2023-08-19,quantile,0.3,220
AT,2023-08-14,-3 wk ahead inc case,2023-07-22,quantile,0.35,425
