location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-06-26,1 wk ahead inc case,2022-07-02,quantile,0.01,37600
AT,2022-06-26,2 wk ahead inc case,2022-07-09,quantile,0.01,26300
AT,2022-06-26,3 wk ahead inc case,2022-07-16,quantile,0.01,15200
AT,2022-06-26,4 wk ahead inc case,2022-07-23,quantile,0.01,9420
AT,2022-06-26,1 wk ahead inc case,2022-07-02,quantile,0.025,40800
AT,2022-06-26,2 wk ahead inc case,2022-07-09,quantile,0.025,29900
AT,2022-06-26,3 wk ahead inc case,2022-07-16,quantile,0.025,19900
AT,2022-06-26,4 wk ahead inc case,2022-07-23,quantile,0.025,12900
AT,2022-06-26,1 wk ahead inc case,2022-07-02,quantile,0.05,44800
AT,2022-06-26,2 wk ahead inc case,2022-07-09,quantile,0.05,36900
AT,2022-06-26,3 wk ahead inc case,2022-07-16,quantile,0.05,26200
AT,2022-06-26,4 wk ahead inc case,2022-07-23,quantile,0.05,17900
AT,2022-06-26,1 wk ahead inc case,2022-07-02,quantile,0.1,49300
AT,2022-06-26,2 wk ahead inc case,2022-07-09,quantile,0.1,44400
AT,2022-06-26,3 wk ahead inc case,2022-07-16,quantile,0.1,36200
AT,2022-06-26,4 wk ahead inc case,2022-07-23,quantile,0.1,27100
AT,2022-06-26,1 wk ahead inc case,2022-07-02,quantile,0.15,53000
AT,2022-06-26,2 wk ahead inc case,2022-07-09,quantile,0.15,51200
AT,2022-06-26,3 wk ahead inc case,2022-07-16,quantile,0.15,44400
AT,2022-06-26,4 wk ahead inc case,2022-07-23,quantile,0.15,36800
AT,2022-06-26,1 wk ahead inc case,2022-07-02,quantile,0.2,55900
AT,2022-06-26,2 wk ahead inc case,2022-07-09,quantile,0.2,56500
AT,2022-06-26,3 wk ahead inc case,2022-07-16,quantile,0.2,52600
AT,2022-06-26,4 wk ahead inc case,2022-07-23,quantile,0.2,46000
AT,2022-06-26,1 wk ahead inc case,2022-07-02,quantile,0.25,59000
AT,2022-06-26,2 wk ahead inc case,2022-07-09,quantile,0.25,62600
AT,2022-06-26,3 wk ahead inc case,2022-07-16,quantile,0.25,60200
