location,forecast_date,target,target_end_date,type,quantile,value
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.01,9850
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.01,6870
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.01,4640
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.01,3120
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.025,10900
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.025,8440
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.025,6590
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.025,4510
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.05,12300
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.05,10200
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.05,8120
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.05,5890
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.1,13800
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.1,12500
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.1,10300
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.1,8440
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.15,15300
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.15,14500
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.15,13100
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.15,11000
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.2,16400
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.2,16200
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.2,15600
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.2,13700
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.25,17500
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.25,18000
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.25,17400
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.25,16100
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.3,18500
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.3,19700
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.3,19400
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.3,19100
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.35,19500
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.35,21300
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.35,21900
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.35,22500
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.4,20300
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.4,23000
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.4,24600
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.4,25700
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.45,21000
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.45,24500
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.45,27500
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.45,29000
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.5,21700
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.5,26400
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.5,30700
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.5,33400
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.55,22700
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.55,28200
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.55,33800
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.55,38200
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.6,23500
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.6,30400
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.6,37000
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.6,44500
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.65,24600
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.65,32400
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.65,41500
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.65,51200
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.7,25600
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.7,35500
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.7,47600
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.7,60200
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.75,26700
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.75,38800
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.75,53600
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.75,70300
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.8,28300
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.8,42800
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.8,62800
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.8,89100
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.85,30200
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.85,49000
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.85,76400
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.85,117000
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.9,32800
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.9,58200
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.9,99600
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.9,158000
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.95,36800
AT,2023-01-29,2 wk ahead inc case,2023-02-11,quantile,0.95,71700
AT,2023-01-29,3 wk ahead inc case,2023-02-18,quantile,0.95,140000
AT,2023-01-29,4 wk ahead inc case,2023-02-25,quantile,0.95,274000
AT,2023-01-29,1 wk ahead inc case,2023-02-04,quantile,0.975,41600
