location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.01,44300
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.01,23500
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.01,11000
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.01,5220
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.025,48400
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.025,30800
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.025,17000
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.025,9080
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.05,53000
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.05,36500
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.05,23900
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.05,13800
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.1,58000
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.1,43900
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.1,30700
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.1,21800
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.15,61400
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.15,49100
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.15,37800
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.15,28600
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.2,64700
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.2,54400
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.2,44600
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.2,35500
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.25,68000
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.25,59500
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.25,50800
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.25,42300
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.3,70600
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.3,63800
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.3,56900
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.3,50700
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.35,73200
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.35,69500
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.35,63800
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.35,59300
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.4,75700
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.4,74800
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.4,71000
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.4,68200
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.45,77900
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.45,79300
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.45,79100
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.45,78700
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.5,80500
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.5,84600
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.5,87400
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.5,88900
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.55,84000
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.55,90800
AT,2022-07-17,3 wk ahead inc case,2022-08-06,quantile,0.55,97400
AT,2022-07-17,4 wk ahead inc case,2022-08-13,quantile,0.55,99300
AT,2022-07-17,1 wk ahead inc case,2022-07-23,quantile,0.6,86900
AT,2022-07-17,2 wk ahead inc case,2022-07-30,quantile,0.6,98100
