location,forecast_date,target,target_end_date,type,quantile,value
BE,2023-09-18,-2 wk ahead inc case,2023-09-02,quantile,0.01,972
BE,2023-09-18,-1 wk ahead inc case,2023-09-09,quantile,0.01,767
BE,2023-09-18,0 wk ahead inc case,2023-09-16,quantile,0.01,559
BE,2023-09-18,1 wk ahead inc case,2023-09-23,quantile,0.01,410
BE,2023-09-18,2 wk ahead inc case,2023-09-30,quantile,0.01,264
BE,2023-09-18,3 wk ahead inc case,2023-10-07,quantile,0.01,181
BE,2023-09-18,4 wk ahead inc case,2023-10-14,quantile,0.01,107
BE,2023-09-18,-2 wk ahead inc case,2023-09-02,quantile,0.025,1110
BE,2023-09-18,-1 wk ahead inc case,2023-09-09,quantile,0.025,915
BE,2023-09-18,0 wk ahead inc case,2023-09-16,quantile,0.025,726
BE,2023-09-18,1 wk ahead inc case,2023-09-23,quantile,0.025,542
BE,2023-09-18,2 wk ahead inc case,2023-09-30,quantile,0.025,414
BE,2023-09-18,3 wk ahead inc case,2023-10-07,quantile,0.025,303
BE,2023-09-18,4 wk ahead inc case,2023-10-14,quantile,0.025,206
BE,2023-09-18,-2 wk ahead inc case,2023-09-02,quantile,0.05,1270
BE,2023-09-18,-1 wk ahead inc case,2023-09-09,quantile,0.05,1090
BE,2023-09-18,0 wk ahead inc case,2023-09-16,quantile,0.05,882
BE,2023-09-18,1 wk ahead inc case,2023-09-23,quantile,0.05,731
BE,2023-09-18,2 wk ahead inc case,2023-09-30,quantile,0.05,546
BE,2023-09-18,3 wk ahead inc case,2023-10-07,quantile,0.05,460
BE,2023-09-18,4 wk ahead inc case,2023-10-14,quantile,0.05,356
BE,2023-09-18,-2 wk ahead inc case,2023-09-02,quantile,0.1,1440
BE,2023-09-18,-1 wk ahead inc case,2023-09-09,quantile,0.1,1330
BE,2023-09-18,0 wk ahead inc case,2023-09-16,quantile,0.1,1150
BE,2023-09-18,1 wk ahead inc case,2023-09-23,quantile,0.1,963
BE,2023-09-18,2 wk ahead inc case,2023-09-30,quantile,0.1,849
BE,2023-09-18,3 wk ahead inc case,2023-10-07,quantile,0.1,673
BE,2023-09-18,4 wk ahead inc case,2023-10-14,quantile,0.1,561
BE,2023-09-18,-2 wk ahead inc case,2023-09-02,quantile,0.15,1550
BE,2023-09-18,-1 wk ahead inc case,2023-09-09,quantile,0.15,1490
BE,2023-09-18,0 wk ahead inc case,2023-09-16,quantile,0.15,1360
BE,2023-09-18,1 wk ahead inc case,2023-09-23,quantile,0.15,1200
BE,2023-09-18,2 wk ahead inc case,2023-09-30,quantile,0.15,1020
BE,2023-09-18,3 wk ahead inc case,2023-10-07,quantile,0.15,900
BE,2023-09-18,4 wk ahead inc case,2023-10-14,quantile,0.15,766
BE,2023-09-18,-2 wk ahead inc case,2023-09-02,quantile,0.2,1650
BE,2023-09-18,-1 wk ahead inc case,2023-09-09,quantile,0.2,1660
