location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.01,115000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.01,55500
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.01,23600
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.01,10100
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.025,129000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.025,69600
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.025,39800
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.025,18400
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.05,144000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.05,87300
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.05,49700
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.05,29800
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.1,163000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.1,107000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.1,69800
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.1,43900
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.15,178000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.15,125000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.15,84000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.15,59000
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.2,190000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.2,141000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.2,102000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.2,79200
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.25,199000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.25,154000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.25,122000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.25,97700
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.3,212000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.3,167000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.3,138000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.3,116000
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.35,221000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.35,179000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.35,153000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.35,136000
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.4,231000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.4,196000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.4,171000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.4,157000
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.45,240000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.45,211000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.45,191000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.45,179000
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.5,249000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.5,229000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.5,215000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.5,204000
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.55,260000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.55,246000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.55,240000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.55,234000
AT,2022-03-27,1 wk ahead inc case,2022-04-02,quantile,0.6,272000
AT,2022-03-27,2 wk ahead inc case,2022-04-09,quantile,0.6,265000
AT,2022-03-27,3 wk ahead inc case,2022-04-16,quantile,0.6,268000
AT,2022-03-27,4 wk ahead inc case,2022-04-23,quantile,0.6,273000
