location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.01,10100
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.01,5470
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.01,2770
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.01,1260
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.025,11700
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.025,6750
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.025,3530
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.025,1990
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.05,13200
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.05,7880
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.05,4920
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.05,3040
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.1,15100
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.1,10100
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.1,6720
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.1,4630
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.15,16000
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.15,11600
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.15,8370
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.15,6100
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.2,17000
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.2,12900
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.2,9840
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.2,7720
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.25,18100
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.25,14000
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.25,11400
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.25,9210
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.3,19000
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.3,15100
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.3,12800
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.3,10800
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.35,19600
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.35,16400
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.35,14100
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.35,12500
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.4,20500
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.4,17600
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.4,15700
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.4,14400
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.45,21100
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.45,18800
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.45,17500
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.45,16600
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.5,22000
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.5,20200
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.5,19400
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.5,18600
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.55,22900
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.55,21600
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.55,21100
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.55,21300
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.6,23800
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.6,23300
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.6,23400
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.6,24100
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.65,24900
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.65,25000
AT,2022-11-13,3 wk ahead inc case,2022-12-03,quantile,0.65,26000
AT,2022-11-13,4 wk ahead inc case,2022-12-10,quantile,0.65,27500
AT,2022-11-13,1 wk ahead inc case,2022-11-19,quantile,0.7,26000
AT,2022-11-13,2 wk ahead inc case,2022-11-26,quantile,0.7,26800
