location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.01,6300
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.01,1910
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.01,556
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.01,128
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.025,7060
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.025,2470
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.025,800
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.025,258
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.05,7640
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.05,2960
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.05,1180
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.05,480
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.1,8460
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.1,3910
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.1,1810
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.1,822
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.15,9080
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.15,4530
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.15,2350
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.15,1240
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.2,9640
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.2,5170
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.2,2920
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.2,1670
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.25,10200
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.25,5720
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.25,3390
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.25,2100
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.3,10600
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.3,6230
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.3,3930
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.3,2620
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.35,11100
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.35,6770
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.35,4450
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.35,3110
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.4,11500
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.4,7450
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.4,5090
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.4,3710
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.45,11900
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.45,7990
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.45,5810
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.45,4390
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.5,12300
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.5,8510
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.5,6460
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.5,5190
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.55,12800
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.55,9160
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.55,7190
AT,2022-09-11,4 wk ahead inc case,2022-10-08,quantile,0.55,6100
AT,2022-09-11,1 wk ahead inc case,2022-09-17,quantile,0.6,13200
AT,2022-09-11,2 wk ahead inc case,2022-09-24,quantile,0.6,9890
AT,2022-09-11,3 wk ahead inc case,2022-10-01,quantile,0.6,8150
