location,forecast_date,target,target_end_date,type,quantile,value
AT,2023-04-03,0 wk ahead inc case,2023-04-01,quantile,0.01,7940
AT,2023-04-03,1 wk ahead inc case,2023-04-08,quantile,0.01,4660
AT,2023-04-03,2 wk ahead inc case,2023-04-15,quantile,0.01,2740
AT,2023-04-03,3 wk ahead inc case,2023-04-22,quantile,0.01,1180
AT,2023-04-03,4 wk ahead inc case,2023-04-29,quantile,0.01,712
AT,2023-04-03,0 wk ahead inc case,2023-04-01,quantile,0.025,9520
AT,2023-04-03,1 wk ahead inc case,2023-04-08,quantile,0.025,6480
AT,2023-04-03,2 wk ahead inc case,2023-04-15,quantile,0.025,4070
AT,2023-04-03,3 wk ahead inc case,2023-04-22,quantile,0.025,2480
AT,2023-04-03,4 wk ahead inc case,2023-04-29,quantile,0.025,1500
AT,2023-04-03,0 wk ahead inc case,2023-04-01,quantile,0.05,10900
AT,2023-04-03,1 wk ahead inc case,2023-04-08,quantile,0.05,7480
AT,2023-04-03,2 wk ahead inc case,2023-04-15,quantile,0.05,5040
AT,2023-04-03,3 wk ahead inc case,2023-04-22,quantile,0.05,3420
AT,2023-04-03,4 wk ahead inc case,2023-04-29,quantile,0.05,2340
AT,2023-04-03,0 wk ahead inc case,2023-04-01,quantile,0.1,12500
AT,2023-04-03,1 wk ahead inc case,2023-04-08,quantile,0.1,9040
AT,2023-04-03,2 wk ahead inc case,2023-04-15,quantile,0.1,6670
AT,2023-04-03,3 wk ahead inc case,2023-04-22,quantile,0.1,4820
AT,2023-04-03,4 wk ahead inc case,2023-04-29,quantile,0.1,3790
AT,2023-04-03,0 wk ahead inc case,2023-04-01,quantile,0.15,13600
AT,2023-04-03,1 wk ahead inc case,2023-04-08,quantile,0.15,10300
AT,2023-04-03,2 wk ahead inc case,2023-04-15,quantile,0.15,8130
AT,2023-04-03,3 wk ahead inc case,2023-04-22,quantile,0.15,6200
AT,2023-04-03,4 wk ahead inc case,2023-04-29,quantile,0.15,4930
AT,2023-04-03,0 wk ahead inc case,2023-04-01,quantile,0.2,14700
AT,2023-04-03,1 wk ahead inc case,2023-04-08,quantile,0.2,11300
AT,2023-04-03,2 wk ahead inc case,2023-04-15,quantile,0.2,9180
AT,2023-04-03,3 wk ahead inc case,2023-04-22,quantile,0.2,7450
AT,2023-04-03,4 wk ahead inc case,2023-04-29,quantile,0.2,6100
AT,2023-04-03,0 wk ahead inc case,2023-04-01,quantile,0.25,15600
AT,2023-04-03,1 wk ahead inc case,2023-04-08,quantile,0.25,12400
AT,2023-04-03,2 wk ahead inc case,2023-04-15,quantile,0.25,10200
AT,2023-04-03,3 wk ahead inc case,2023-04-22,quantile,0.25,8630
AT,2023-04-03,4 wk ahead inc case,2023-04-29,quantile,0.25,7350
