location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.01,154000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.01,109000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.01,66300
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.01,41600
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.025,175000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.025,132000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.025,92200
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.025,63500
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.05,191000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.05,155000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.05,118000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.05,87100
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.1,217000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.1,193000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.1,169000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.1,132000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.15,234000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.15,224000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.15,204000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.15,173000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.2,248000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.2,244000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.2,234000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.2,207000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.25,262000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.25,267000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.25,264000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.25,243000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.3,274000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.3,290000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.3,293000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.3,286000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.35,286000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.35,310000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.35,325000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.35,326000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.4,300000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.4,332000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.4,360000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.4,376000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.45,313000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.45,360000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.45,401000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.45,429000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.5,327000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.5,391000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.5,433000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.5,484000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.55,341000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.55,422000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.55,483000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.55,545000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.6,354000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.6,450000
AT,2022-03-13,3 wk ahead inc case,2022-04-02,quantile,0.6,531000
AT,2022-03-13,4 wk ahead inc case,2022-04-09,quantile,0.6,621000
AT,2022-03-13,1 wk ahead inc case,2022-03-19,quantile,0.65,368000
AT,2022-03-13,2 wk ahead inc case,2022-03-26,quantile,0.65,480000
