location,forecast_date,target,target_end_date,type,quantile,value
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.01,112000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.01,60200
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.01,31900
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.01,16500
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.025,127000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.025,78500
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.025,44500
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.025,26000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.05,144000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.05,94700
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.05,60100
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.05,38900
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.1,162000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.1,118000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.1,84700
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.1,59000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.15,173000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.15,134000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.15,101000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.15,78600
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.2,184000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.2,148000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.2,119000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.2,95900
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.25,193000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.25,163000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.25,136000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.25,118000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.3,201000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.3,178000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.3,155000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.3,132000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.35,210000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.35,192000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.35,173000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.35,152000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.4,218000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.4,205000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.4,191000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.4,175000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.45,227000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.45,220000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.45,208000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.45,197000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.5,237000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.5,233000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.5,224000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.5,223000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.55,247000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.55,250000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.55,248000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.55,251000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.6,255000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.6,267000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.6,273000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.6,281000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.65,266000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.65,286000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.65,303000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.65,325000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.7,278000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.7,310000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.7,345000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.7,377000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.75,292000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.75,338000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.75,392000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.75,438000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.8,310000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.8,374000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.8,452000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.8,534000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.85,328000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.85,413000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.85,529000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.85,649000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.9,357000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.9,473000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.9,639000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.9,858000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.95,403000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.95,584000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.95,881000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.95,1270000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.975,455000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.975,715000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.975,1160000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.975,1920000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,quantile,0.99,531000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,quantile,0.99,864000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,quantile,0.99,1510000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,quantile,0.99,2710000
AT,2022-02-06,1 wk ahead inc case,2022-02-12,point,,237000
AT,2022-02-06,2 wk ahead inc case,2022-02-19,point,,233000
AT,2022-02-06,3 wk ahead inc case,2022-02-26,point,,224000
AT,2022-02-06,4 wk ahead inc case,2022-03-05,point,,223000
