location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,954,2022-06-18,2022-06-13
BG,1 wk ahead inc case,quantile,0.025,282,2022-06-18,2022-06-13
BG,1 wk ahead inc case,quantile,0.250,735,2022-06-18,2022-06-13
BG,1 wk ahead inc case,quantile,0.750,1213,2022-06-18,2022-06-13
BG,1 wk ahead inc case,quantile,0.975,3480,2022-06-18,2022-06-13
BG,2 wk ahead inc case,point,NA,876,2022-06-25,2022-06-13
BG,2 wk ahead inc case,quantile,0.025,73,2022-06-25,2022-06-13
BG,2 wk ahead inc case,quantile,0.250,488,2022-06-25,2022-06-13
BG,2 wk ahead inc case,quantile,0.750,1296,2022-06-25,2022-06-13
BG,2 wk ahead inc case,quantile,0.975,6791,2022-06-25,2022-06-13
GR,1 wk ahead inc case,point,NA,33785,2022-06-18,2022-06-13
GR,1 wk ahead inc case,quantile,0.025,9967,2022-06-18,2022-06-13
GR,1 wk ahead inc case,quantile,0.250,26014,2022-06-18,2022-06-13
GR,1 wk ahead inc case,quantile,0.750,42941,2022-06-18,2022-06-13
GR,1 wk ahead inc case,quantile,0.975,123213,2022-06-18,2022-06-13
GR,2 wk ahead inc case,point,NA,38898,2022-06-25,2022-06-13
GR,2 wk ahead inc case,quantile,0.025,3229,2022-06-25,2022-06-13
GR,2 wk ahead inc case,quantile,0.250,21666,2022-06-25,2022-06-13
GR,2 wk ahead inc case,quantile,0.750,57569,2022-06-25,2022-06-13
GR,2 wk ahead inc case,quantile,0.975,301614,2022-06-25,2022-06-13
HR,1 wk ahead inc case,point,NA,1522,2022-06-18,2022-06-13
HR,1 wk ahead inc case,quantile,0.025,449,2022-06-18,2022-06-13
HR,1 wk ahead inc case,quantile,0.250,1172,2022-06-18,2022-06-13
HR,1 wk ahead inc case,quantile,0.750,1934,2022-06-18,2022-06-13
HR,1 wk ahead inc case,quantile,0.975,5549,2022-06-18,2022-06-13
HR,2 wk ahead inc case,point,NA,1420,2022-06-25,2022-06-13
HR,2 wk ahead inc case,quantile,0.025,118,2022-06-25,2022-06-13
HR,2 wk ahead inc case,quantile,0.250,791,2022-06-25,2022-06-13
HR,2 wk ahead inc case,quantile,0.750,2102,2022-06-25,2022-06-13
HR,2 wk ahead inc case,quantile,0.975,11013,2022-06-25,2022-06-13
NO,1 wk ahead inc case,point,NA,1607,2022-06-18,2022-06-13
NO,1 wk ahead inc case,quantile,0.025,474,2022-06-18,2022-06-13
NO,1 wk ahead inc case,quantile,0.250,1237,2022-06-18,2022-06-13
NO,1 wk ahead inc case,quantile,0.750,2042,2022-06-18,2022-06-13
NO,1 wk ahead inc case,quantile,0.975,5860,2022-06-18,2022-06-13
NO,2 wk ahead inc case,point,NA,1501,2022-06-25,2022-06-13
NO,2 wk ahead inc case,quantile,0.025,125,2022-06-25,2022-06-13
NO,2 wk ahead inc case,quantile,0.250,836,2022-06-25,2022-06-13
NO,2 wk ahead inc case,quantile,0.750,2222,2022-06-25,2022-06-13
NO,2 wk ahead inc case,quantile,0.975,11641,2022-06-25,2022-06-13
PL,1 wk ahead inc case,point,NA,1241,2022-06-18,2022-06-13
PL,1 wk ahead inc case,quantile,0.025,366,2022-06-18,2022-06-13
PL,1 wk ahead inc case,quantile,0.250,956,2022-06-18,2022-06-13
PL,1 wk ahead inc case,quantile,0.750,1577,2022-06-18,2022-06-13
PL,1 wk ahead inc case,quantile,0.975,4526,2022-06-18,2022-06-13
PL,2 wk ahead inc case,point,NA,1158,2022-06-25,2022-06-13
PL,2 wk ahead inc case,quantile,0.025,96,2022-06-25,2022-06-13
PL,2 wk ahead inc case,quantile,0.250,645,2022-06-25,2022-06-13
