location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,42951,2022-04-30,2022-04-25
AT,1 wk ahead inc case,quantile,0.025,12671,2022-04-30,2022-04-25
AT,1 wk ahead inc case,quantile,0.250,33072,2022-04-30,2022-04-25
AT,1 wk ahead inc case,quantile,0.750,54591,2022-04-30,2022-04-25
AT,1 wk ahead inc case,quantile,0.975,156643,2022-04-30,2022-04-25
AT,2 wk ahead inc case,point,NA,34047,2022-05-07,2022-04-25
AT,2 wk ahead inc case,quantile,0.025,2826,2022-05-07,2022-04-25
AT,2 wk ahead inc case,quantile,0.250,18964,2022-05-07,2022-04-25
AT,2 wk ahead inc case,quantile,0.750,50390,2022-05-07,2022-04-25
AT,2 wk ahead inc case,quantile,0.975,264003,2022-05-07,2022-04-25
BG,1 wk ahead inc case,point,NA,3574,2022-04-30,2022-04-25
BG,1 wk ahead inc case,quantile,0.025,1054,2022-04-30,2022-04-25
BG,1 wk ahead inc case,quantile,0.250,2752,2022-04-30,2022-04-25
BG,1 wk ahead inc case,quantile,0.750,4543,2022-04-30,2022-04-25
BG,1 wk ahead inc case,quantile,0.975,13035,2022-04-30,2022-04-25
BG,2 wk ahead inc case,point,NA,3359,2022-05-07,2022-04-25
BG,2 wk ahead inc case,quantile,0.025,279,2022-05-07,2022-04-25
BG,2 wk ahead inc case,quantile,0.250,1871,2022-05-07,2022-04-25
BG,2 wk ahead inc case,quantile,0.750,4971,2022-05-07,2022-04-25
BG,2 wk ahead inc case,quantile,0.975,26045,2022-05-07,2022-04-25
EE,1 wk ahead inc case,point,NA,2291,2022-04-30,2022-04-25
EE,1 wk ahead inc case,quantile,0.025,676,2022-04-30,2022-04-25
EE,1 wk ahead inc case,quantile,0.250,1764,2022-04-30,2022-04-25
EE,1 wk ahead inc case,quantile,0.750,2912,2022-04-30,2022-04-25
EE,1 wk ahead inc case,quantile,0.975,8357,2022-04-30,2022-04-25
EE,2 wk ahead inc case,point,NA,1851,2022-05-07,2022-04-25
EE,2 wk ahead inc case,quantile,0.025,154,2022-05-07,2022-04-25
EE,2 wk ahead inc case,quantile,0.250,1031,2022-05-07,2022-04-25
EE,2 wk ahead inc case,quantile,0.750,2740,2022-05-07,2022-04-25
EE,2 wk ahead inc case,quantile,0.975,14354,2022-05-07,2022-04-25
FR,1 wk ahead inc case,point,NA,381927,2022-04-30,2022-04-25
