location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,193718,2022-02-19,2022-02-14
AT,1 wk ahead inc case,quantile,0.025,57147,2022-02-19,2022-02-14
AT,1 wk ahead inc case,quantile,0.250,149163,2022-02-19,2022-02-14
AT,1 wk ahead inc case,quantile,0.750,246216,2022-02-19,2022-02-14
AT,1 wk ahead inc case,quantile,0.975,706491,2022-02-19,2022-02-14
AT,2 wk ahead inc case,point,NA,154257,2022-02-26,2022-02-14
AT,2 wk ahead inc case,quantile,0.025,12803,2022-02-26,2022-02-14
AT,2 wk ahead inc case,quantile,0.250,85921,2022-02-26,2022-02-14
AT,2 wk ahead inc case,quantile,0.750,228301,2022-02-26,2022-02-14
AT,2 wk ahead inc case,quantile,0.975,1196111,2022-02-26,2022-02-14
BG,1 wk ahead inc case,point,NA,31655,2022-02-19,2022-02-14
BG,1 wk ahead inc case,quantile,0.025,9338,2022-02-19,2022-02-14
BG,1 wk ahead inc case,quantile,0.250,24374,2022-02-19,2022-02-14
BG,1 wk ahead inc case,quantile,0.750,40234,2022-02-19,2022-02-14
BG,1 wk ahead inc case,quantile,0.975,115446,2022-02-19,2022-02-14
BG,2 wk ahead inc case,point,NA,23756,2022-02-26,2022-02-14
BG,2 wk ahead inc case,quantile,0.025,1972,2022-02-26,2022-02-14
BG,2 wk ahead inc case,quantile,0.250,13232,2022-02-26,2022-02-14
BG,2 wk ahead inc case,quantile,0.750,35159,2022-02-26,2022-02-14
BG,2 wk ahead inc case,quantile,0.975,184204,2022-02-26,2022-02-14
CZ,1 wk ahead inc case,point,NA,97344,2022-02-19,2022-02-14
CZ,1 wk ahead inc case,quantile,0.025,28716,2022-02-19,2022-02-14
CZ,1 wk ahead inc case,quantile,0.250,74955,2022-02-19,2022-02-14
CZ,1 wk ahead inc case,quantile,0.750,123724,2022-02-19,2022-02-14
CZ,1 wk ahead inc case,quantile,0.975,355013,2022-02-19,2022-02-14
CZ,2 wk ahead inc case,point,NA,45017,2022-02-26,2022-02-14
CZ,2 wk ahead inc case,quantile,0.025,3736,2022-02-26,2022-02-14
CZ,2 wk ahead inc case,quantile,0.250,25075,2022-02-26,2022-02-14
CZ,2 wk ahead inc case,quantile,0.750,66626,2022-02-26,2022-02-14
CZ,2 wk ahead inc case,quantile,0.975,349065,2022-02-26,2022-02-14
DE,1 wk ahead inc case,point,NA,1032532,2022-02-19,2022-02-14
DE,1 wk ahead inc case,quantile,0.025,304597,2022-02-19,2022-02-14
DE,1 wk ahead inc case,quantile,0.250,795049,2022-02-19,2022-02-14
DE,1 wk ahead inc case,quantile,0.750,1312348,2022-02-19,2022-02-14
DE,1 wk ahead inc case,quantile,0.975,3765642,2022-02-19,2022-02-14
DE,2 wk ahead inc case,point,NA,692465,2022-02-26,2022-02-14
DE,2 wk ahead inc case,quantile,0.025,57475,2022-02-26,2022-02-14
DE,2 wk ahead inc case,quantile,0.250,385703,2022-02-26,2022-02-14
DE,2 wk ahead inc case,quantile,0.750,1024848,2022-02-26,2022-02-14
DE,2 wk ahead inc case,quantile,0.975,5369371,2022-02-26,2022-02-14
DK,1 wk ahead inc case,point,NA,346698,2022-02-19,2022-02-14
DK,1 wk ahead inc case,quantile,0.025,102276,2022-02-19,2022-02-14
DK,1 wk ahead inc case,quantile,0.250,266957,2022-02-19,2022-02-14
DK,1 wk ahead inc case,quantile,0.750,440653,2022-02-19,2022-02-14
DK,1 wk ahead inc case,quantile,0.975,1264406,2022-02-19,2022-02-14
DK,2 wk ahead inc case,point,NA,366750,2022-02-26,2022-02-14
DK,2 wk ahead inc case,quantile,0.025,30440,2022-02-26,2022-02-14
DK,2 wk ahead inc case,quantile,0.250,204280,2022-02-26,2022-02-14
DK,2 wk ahead inc case,quantile,0.750,542789,2022-02-26,2022-02-14
DK,2 wk ahead inc case,quantile,0.975,2843777,2022-02-26,2022-02-14
EE,1 wk ahead inc case,point,NA,23956,2022-02-19,2022-02-14
EE,1 wk ahead inc case,quantile,0.025,7067,2022-02-19,2022-02-14
EE,1 wk ahead inc case,quantile,0.250,18446,2022-02-19,2022-02-14
EE,1 wk ahead inc case,quantile,0.750,30448,2022-02-19,2022-02-14
EE,1 wk ahead inc case,quantile,0.975,87368,2022-02-19,2022-02-14
EE,2 wk ahead inc case,point,NA,10503,2022-02-26,2022-02-14
EE,2 wk ahead inc case,quantile,0.025,872,2022-02-26,2022-02-14
EE,2 wk ahead inc case,quantile,0.250,5850,2022-02-26,2022-02-14
EE,2 wk ahead inc case,quantile,0.750,15544,2022-02-26,2022-02-14
EE,2 wk ahead inc case,quantile,0.975,81438,2022-02-26,2022-02-14
FR,1 wk ahead inc case,point,NA,482251,2022-02-19,2022-02-14
FR,1 wk ahead inc case,quantile,0.025,142264,2022-02-19,2022-02-14
FR,1 wk ahead inc case,quantile,0.250,371333,2022-02-19,2022-02-14
FR,1 wk ahead inc case,quantile,0.750,612941,2022-02-19,2022-02-14
FR,1 wk ahead inc case,quantile,0.975,1758769,2022-02-19,2022-02-14
FR,2 wk ahead inc case,point,NA,225328,2022-02-26,2022-02-14
FR,2 wk ahead inc case,quantile,0.025,18702,2022-02-26,2022-02-14
FR,2 wk ahead inc case,quantile,0.250,125508,2022-02-26,2022-02-14
FR,2 wk ahead inc case,quantile,0.750,333486,2022-02-26,2022-02-14
FR,2 wk ahead inc case,quantile,0.975,1747196,2022-02-26,2022-02-14
GR,1 wk ahead inc case,point,NA,125096,2022-02-19,2022-02-14
GR,1 wk ahead inc case,quantile,0.025,36903,2022-02-19,2022-02-14
GR,1 wk ahead inc case,quantile,0.250,96324,2022-02-19,2022-02-14
GR,1 wk ahead inc case,quantile,0.750,158997,2022-02-19,2022-02-14
GR,1 wk ahead inc case,quantile,0.975,456226,2022-02-19,2022-02-14
GR,2 wk ahead inc case,point,NA,122904,2022-02-26,2022-02-14
GR,2 wk ahead inc case,quantile,0.025,10201,2022-02-26,2022-02-14
GR,2 wk ahead inc case,quantile,0.250,68457,2022-02-26,2022-02-14
GR,2 wk ahead inc case,quantile,0.750,181897,2022-02-26,2022-02-14
GR,2 wk ahead inc case,quantile,0.975,952995,2022-02-26,2022-02-14
HR,1 wk ahead inc case,point,NA,27012,2022-02-19,2022-02-14
HR,1 wk ahead inc case,quantile,0.025,7969,2022-02-19,2022-02-14
HR,1 wk ahead inc case,quantile,0.250,20799,2022-02-19,2022-02-14
HR,1 wk ahead inc case,quantile,0.750,34332,2022-02-19,2022-02-14
HR,1 wk ahead inc case,quantile,0.975,98513,2022-02-19,2022-02-14
HR,2 wk ahead inc case,point,NA,19440,2022-02-26,2022-02-14
HR,2 wk ahead inc case,quantile,0.025,1613,2022-02-26,2022-02-14
HR,2 wk ahead inc case,quantile,0.250,10828,2022-02-26,2022-02-14
HR,2 wk ahead inc case,quantile,0.750,28771,2022-02-26,2022-02-14
HR,2 wk ahead inc case,quantile,0.975,150735,2022-02-26,2022-02-14
IT,1 wk ahead inc case,point,NA,329563,2022-02-19,2022-02-14
IT,1 wk ahead inc case,quantile,0.025,97221,2022-02-19,2022-02-14
IT,1 wk ahead inc case,quantile,0.250,253764,2022-02-19,2022-02-14
IT,1 wk ahead inc case,quantile,0.750,418875,2022-02-19,2022-02-14
IT,1 wk ahead inc case,quantile,0.975,1201917,2022-02-19,2022-02-14
IT,2 wk ahead inc case,point,NA,202695,2022-02-26,2022-02-14
IT,2 wk ahead inc case,quantile,0.025,16824,2022-02-26,2022-02-14
IT,2 wk ahead inc case,quantile,0.250,112901,2022-02-26,2022-02-14
IT,2 wk ahead inc case,quantile,0.750,299988,2022-02-26,2022-02-14
IT,2 wk ahead inc case,quantile,0.975,1571696,2022-02-26,2022-02-14
LI,1 wk ahead inc case,point,NA,890,2022-02-19,2022-02-14
LI,1 wk ahead inc case,quantile,0.025,262,2022-02-19,2022-02-14
LI,1 wk ahead inc case,quantile,0.250,685,2022-02-19,2022-02-14
LI,1 wk ahead inc case,quantile,0.750,1131,2022-02-19,2022-02-14
LI,1 wk ahead inc case,quantile,0.975,3244,2022-02-19,2022-02-14
LI,2 wk ahead inc case,point,NA,893,2022-02-26,2022-02-14
LI,2 wk ahead inc case,quantile,0.025,74,2022-02-26,2022-02-14
LI,2 wk ahead inc case,quantile,0.250,497,2022-02-26,2022-02-14
LI,2 wk ahead inc case,quantile,0.750,1321,2022-02-26,2022-02-14
LI,2 wk ahead inc case,quantile,0.975,6921,2022-02-26,2022-02-14
