location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,920,2022-06-25,2022-06-20
BG,1 wk ahead inc case,quantile,0.025,271,2022-06-25,2022-06-20
BG,1 wk ahead inc case,quantile,0.250,708,2022-06-25,2022-06-20
BG,1 wk ahead inc case,quantile,0.750,1169,2022-06-25,2022-06-20
BG,1 wk ahead inc case,quantile,0.975,3354,2022-06-25,2022-06-20
BG,2 wk ahead inc case,point,NA,858,2022-07-02,2022-06-20
BG,2 wk ahead inc case,quantile,0.025,71,2022-07-02,2022-06-20
BG,2 wk ahead inc case,quantile,0.250,478,2022-07-02,2022-06-20
BG,2 wk ahead inc case,quantile,0.750,1270,2022-07-02,2022-06-20
BG,2 wk ahead inc case,quantile,0.975,6654,2022-07-02,2022-06-20
HR,1 wk ahead inc case,point,NA,2097,2022-06-25,2022-06-20
HR,1 wk ahead inc case,quantile,0.025,619,2022-06-25,2022-06-20
HR,1 wk ahead inc case,quantile,0.250,1614,2022-06-25,2022-06-20
HR,1 wk ahead inc case,quantile,0.750,2665,2022-06-25,2022-06-20
HR,1 wk ahead inc case,quantile,0.975,7647,2022-06-25,2022-06-20
HR,2 wk ahead inc case,point,NA,2138,2022-07-02,2022-06-20
HR,2 wk ahead inc case,quantile,0.025,177,2022-07-02,2022-06-20
HR,2 wk ahead inc case,quantile,0.250,1191,2022-07-02,2022-06-20
HR,2 wk ahead inc case,quantile,0.750,3164,2022-07-02,2022-06-20
HR,2 wk ahead inc case,quantile,0.975,16578,2022-07-02,2022-06-20
IT,1 wk ahead inc case,point,NA,296610,2022-06-25,2022-06-20
IT,1 wk ahead inc case,quantile,0.025,87500,2022-06-25,2022-06-20
IT,1 wk ahead inc case,quantile,0.250,228390,2022-06-25,2022-06-20
IT,1 wk ahead inc case,quantile,0.750,376992,2022-06-25,2022-06-20
IT,1 wk ahead inc case,quantile,0.975,1081738,2022-06-25,2022-06-20
IT,2 wk ahead inc case,point,NA,380806,2022-07-02,2022-06-20
IT,2 wk ahead inc case,quantile,0.025,31607,2022-07-02,2022-06-20
IT,2 wk ahead inc case,quantile,0.250,212109,2022-07-02,2022-06-20
IT,2 wk ahead inc case,quantile,0.750,563593,2022-07-02,2022-06-20
IT,2 wk ahead inc case,quantile,0.975,2952770,2022-07-02,2022-06-20
MT,1 wk ahead inc case,point,NA,2882,2022-06-25,2022-06-20
MT,1 wk ahead inc case,quantile,0.025,850,2022-06-25,2022-06-20
MT,1 wk ahead inc case,quantile,0.250,2219,2022-06-25,2022-06-20
MT,1 wk ahead inc case,quantile,0.750,3664,2022-06-25,2022-06-20
MT,1 wk ahead inc case,quantile,0.975,10512,2022-06-25,2022-06-20
MT,2 wk ahead inc case,point,NA,4860,2022-07-02,2022-06-20
MT,2 wk ahead inc case,quantile,0.025,403,2022-07-02,2022-06-20
MT,2 wk ahead inc case,quantile,0.250,2707,2022-07-02,2022-06-20
MT,2 wk ahead inc case,quantile,0.750,7192,2022-07-02,2022-06-20
MT,2 wk ahead inc case,quantile,0.975,37682,2022-07-02,2022-06-20
NO,1 wk ahead inc case,point,NA,2325,2022-06-25,2022-06-20
NO,1 wk ahead inc case,quantile,0.025,686,2022-06-25,2022-06-20
NO,1 wk ahead inc case,quantile,0.250,1790,2022-06-25,2022-06-20
NO,1 wk ahead inc case,quantile,0.750,2955,2022-06-25,2022-06-20
NO,1 wk ahead inc case,quantile,0.975,8479,2022-06-25,2022-06-20
NO,2 wk ahead inc case,point,NA,2172,2022-07-02,2022-06-20
NO,2 wk ahead inc case,quantile,0.025,180,2022-07-02,2022-06-20
NO,2 wk ahead inc case,quantile,0.250,1210,2022-07-02,2022-06-20
NO,2 wk ahead inc case,quantile,0.750,3214,2022-07-02,2022-06-20
NO,2 wk ahead inc case,quantile,0.975,16841,2022-07-02,2022-06-20
PL,1 wk ahead inc case,point,NA,990,2022-06-25,2022-06-20
PL,1 wk ahead inc case,quantile,0.025,292,2022-06-25,2022-06-20
PL,1 wk ahead inc case,quantile,0.250,762,2022-06-25,2022-06-20
PL,1 wk ahead inc case,quantile,0.750,1258,2022-06-25,2022-06-20
PL,1 wk ahead inc case,quantile,0.975,3611,2022-06-25,2022-06-20
PL,2 wk ahead inc case,point,NA,821,2022-07-02,2022-06-20
PL,2 wk ahead inc case,quantile,0.025,68,2022-07-02,2022-06-20
PL,2 wk ahead inc case,quantile,0.250,457,2022-07-02,2022-06-20
PL,2 wk ahead inc case,quantile,0.750,1215,2022-07-02,2022-06-20
PL,2 wk ahead inc case,quantile,0.975,6363,2022-07-02,2022-06-20
BG,1 wk ahead inc death,point,NA,37,2022-06-25,2022-06-20
BG,1 wk ahead inc death,quantile,0.025,11,2022-06-25,2022-06-20
BG,1 wk ahead inc death,quantile,0.250,28,2022-06-25,2022-06-20
BG,1 wk ahead inc death,quantile,0.750,47,2022-06-25,2022-06-20
BG,1 wk ahead inc death,quantile,0.975,134,2022-06-25,2022-06-20
BG,2 wk ahead inc death,point,NA,49,2022-07-02,2022-06-20
BG,2 wk ahead inc death,quantile,0.025,4,2022-07-02,2022-06-20
BG,2 wk ahead inc death,quantile,0.250,28,2022-07-02,2022-06-20
