location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,62566,2022-04-16,2022-04-11
AT,1 wk ahead inc case,quantile,0.025,18457,2022-04-16,2022-04-11
AT,1 wk ahead inc case,quantile,0.25,48176,2022-04-16,2022-04-11
AT,1 wk ahead inc case,quantile,0.75,79522,2022-04-16,2022-04-11
AT,1 wk ahead inc case,quantile,0.975,228179,2022-04-16,2022-04-11
AT,2 wk ahead inc case,point,NA,36945,2022-04-23,2022-04-11
AT,2 wk ahead inc case,quantile,0.025,3066,2022-04-23,2022-04-11
AT,2 wk ahead inc case,quantile,0.25,20578,2022-04-23,2022-04-11
AT,2 wk ahead inc case,quantile,0.75,54678,2022-04-23,2022-04-11
AT,2 wk ahead inc case,quantile,0.975,286469,2022-04-23,2022-04-11
BG,1 wk ahead inc case,point,NA,2796,2022-04-16,2022-04-11
BG,1 wk ahead inc case,quantile,0.025,825,2022-04-16,2022-04-11
BG,1 wk ahead inc case,quantile,0.25,2153,2022-04-16,2022-04-11
BG,1 wk ahead inc case,quantile,0.75,3554,2022-04-16,2022-04-11
BG,1 wk ahead inc case,quantile,0.975,10197,2022-04-16,2022-04-11
BG,2 wk ahead inc case,point,NA,1681,2022-04-23,2022-04-11
BG,2 wk ahead inc case,quantile,0.025,140,2022-04-23,2022-04-11
BG,2 wk ahead inc case,quantile,0.25,936,2022-04-23,2022-04-11
BG,2 wk ahead inc case,quantile,0.75,2488,2022-04-23,2022-04-11
BG,2 wk ahead inc case,quantile,0.975,13036,2022-04-23,2022-04-11
CY,1 wk ahead inc case,point,NA,11174,2022-04-16,2022-04-11
CY,1 wk ahead inc case,quantile,0.025,3296,2022-04-16,2022-04-11
CY,1 wk ahead inc case,quantile,0.25,8604,2022-04-16,2022-04-11
CY,1 wk ahead inc case,quantile,0.75,14202,2022-04-16,2022-04-11
CY,1 wk ahead inc case,quantile,0.975,40750,2022-04-16,2022-04-11
CY,2 wk ahead inc case,point,NA,6483,2022-04-23,2022-04-11
CY,2 wk ahead inc case,quantile,0.025,538,2022-04-23,2022-04-11
CY,2 wk ahead inc case,quantile,0.25,3611,2022-04-23,2022-04-11
CY,2 wk ahead inc case,quantile,0.75,9595,2022-04-23,2022-04-11
CY,2 wk ahead inc case,quantile,0.975,50270,2022-04-23,2022-04-11
DK,1 wk ahead inc case,point,NA,14410,2022-04-16,2022-04-11
DK,1 wk ahead inc case,quantile,0.025,4251,2022-04-16,2022-04-11
DK,1 wk ahead inc case,quantile,0.25,11096,2022-04-16,2022-04-11
DK,1 wk ahead inc case,quantile,0.75,18316,2022-04-16,2022-04-11
DK,1 wk ahead inc case,quantile,0.975,52555,2022-04-16,2022-04-11
DK,2 wk ahead inc case,point,NA,10912,2022-04-23,2022-04-11
DK,2 wk ahead inc case,quantile,0.025,906,2022-04-23,2022-04-11
DK,2 wk ahead inc case,quantile,0.25,6078,2022-04-23,2022-04-11
DK,2 wk ahead inc case,quantile,0.75,16150,2022-04-23,2022-04-11
DK,2 wk ahead inc case,quantile,0.975,84613,2022-04-23,2022-04-11
EE,1 wk ahead inc case,point,NA,4022,2022-04-16,2022-04-11
EE,1 wk ahead inc case,quantile,0.025,1187,2022-04-16,2022-04-11
EE,1 wk ahead inc case,quantile,0.25,3097,2022-04-16,2022-04-11
EE,1 wk ahead inc case,quantile,0.75,5113,2022-04-16,2022-04-11
EE,1 wk ahead inc case,quantile,0.975,14670,2022-04-16,2022-04-11
EE,2 wk ahead inc case,point,NA,2956,2022-04-23,2022-04-11
EE,2 wk ahead inc case,quantile,0.025,245,2022-04-23,2022-04-11
EE,2 wk ahead inc case,quantile,0.25,1647,2022-04-23,2022-04-11
EE,2 wk ahead inc case,quantile,0.75,4375,2022-04-23,2022-04-11
EE,2 wk ahead inc case,quantile,0.975,22922,2022-04-23,2022-04-11
FR,1 wk ahead inc case,point,NA,876615,2022-04-16,2022-04-11
FR,1 wk ahead inc case,quantile,0.025,258601,2022-04-16,2022-04-11
FR,1 wk ahead inc case,quantile,0.25,674993,2022-04-16,2022-04-11
FR,1 wk ahead inc case,quantile,0.75,1114177,2022-04-16,2022-04-11
FR,1 wk ahead inc case,quantile,0.975,3197014,2022-04-16,2022-04-11
FR,2 wk ahead inc case,point,NA,780224,2022-04-23,2022-04-11
FR,2 wk ahead inc case,quantile,0.025,64759,2022-04-23,2022-04-11
FR,2 wk ahead inc case,quantile,0.25,434585,2022-04-23,2022-04-11
FR,2 wk ahead inc case,quantile,0.75,1154732,2022-04-23,2022-04-11
