location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,5091,2022-08-27,2022-08-22
BG,1 wk ahead inc case,quantile,0.025,1502,2022-08-27,2022-08-22
BG,1 wk ahead inc case,quantile,0.250,3920,2022-08-27,2022-08-22
BG,1 wk ahead inc case,quantile,0.750,6471,2022-08-27,2022-08-22
BG,1 wk ahead inc case,quantile,0.975,18569,2022-08-27,2022-08-22
BG,2 wk ahead inc case,point,NA,3082,2022-09-03,2022-08-22
BG,2 wk ahead inc case,quantile,0.025,256,2022-09-03,2022-08-22
BG,2 wk ahead inc case,quantile,0.250,1716,2022-09-03,2022-08-22
BG,2 wk ahead inc case,quantile,0.750,4561,2022-09-03,2022-08-22
BG,2 wk ahead inc case,quantile,0.975,23895,2022-09-03,2022-08-22
HR,1 wk ahead inc case,point,NA,4268,2022-08-27,2022-08-22
HR,1 wk ahead inc case,quantile,0.025,1259,2022-08-27,2022-08-22
HR,1 wk ahead inc case,quantile,0.250,3286,2022-08-27,2022-08-22
HR,1 wk ahead inc case,quantile,0.750,5424,2022-08-27,2022-08-22
HR,1 wk ahead inc case,quantile,0.975,15564,2022-08-27,2022-08-22
HR,2 wk ahead inc case,point,NA,3075,2022-09-03,2022-08-22
HR,2 wk ahead inc case,quantile,0.025,255,2022-09-03,2022-08-22
HR,2 wk ahead inc case,quantile,0.250,1713,2022-09-03,2022-08-22
HR,2 wk ahead inc case,quantile,0.750,4551,2022-09-03,2022-08-22
HR,2 wk ahead inc case,quantile,0.975,23841,2022-09-03,2022-08-22
IT,1 wk ahead inc case,point,NA,131585,2022-08-27,2022-08-22
IT,1 wk ahead inc case,quantile,0.025,38818,2022-08-27,2022-08-22
IT,1 wk ahead inc case,quantile,0.250,101321,2022-08-27,2022-08-22
IT,1 wk ahead inc case,quantile,0.750,167245,2022-08-27,2022-08-22
IT,1 wk ahead inc case,quantile,0.975,479892,2022-08-27,2022-08-22
IT,2 wk ahead inc case,point,NA,107531,2022-09-03,2022-08-22
IT,2 wk ahead inc case,quantile,0.025,8925,2022-09-03,2022-08-22
IT,2 wk ahead inc case,quantile,0.250,59895,2022-09-03,2022-08-22
IT,2 wk ahead inc case,quantile,0.750,159146,2022-09-03,2022-08-22
IT,2 wk ahead inc case,quantile,0.975,833795,2022-09-03,2022-08-22
LT,1 wk ahead inc case,point,NA,8262,2022-08-27,2022-08-22
LT,1 wk ahead inc case,quantile,0.025,2437,2022-08-27,2022-08-22
LT,1 wk ahead inc case,quantile,0.250,6362,2022-08-27,2022-08-22
LT,1 wk ahead inc case,quantile,0.750,10501,2022-08-27,2022-08-22
LT,1 wk ahead inc case,quantile,0.975,30131,2022-08-27,2022-08-22
LT,2 wk ahead inc case,point,NA,7603,2022-09-03,2022-08-22
LT,2 wk ahead inc case,quantile,0.025,631,2022-09-03,2022-08-22
LT,2 wk ahead inc case,quantile,0.250,4235,2022-09-03,2022-08-22
LT,2 wk ahead inc case,quantile,0.750,11252,2022-09-03,2022-08-22
LT,2 wk ahead inc case,quantile,0.975,58951,2022-09-03,2022-08-22
PL,1 wk ahead inc case,point,NA,25550,2022-08-27,2022-08-22
PL,1 wk ahead inc case,quantile,0.025,7537,2022-08-27,2022-08-22
PL,1 wk ahead inc case,quantile,0.250,19673,2022-08-27,2022-08-22
PL,1 wk ahead inc case,quantile,0.750,32474,2022-08-27,2022-08-22
PL,1 wk ahead inc case,quantile,0.975,93179,2022-08-27,2022-08-22
PL,2 wk ahead inc case,point,NA,25639,2022-09-03,2022-08-22
PL,2 wk ahead inc case,quantile,0.025,2128,2022-09-03,2022-08-22
PL,2 wk ahead inc case,quantile,0.250,14281,2022-09-03,2022-08-22
PL,2 wk ahead inc case,quantile,0.750,37945,2022-09-03,2022-08-22
PL,2 wk ahead inc case,quantile,0.975,198803,2022-09-03,2022-08-22
RO,1 wk ahead inc case,point,NA,25366,2022-08-27,2022-08-22
RO,1 wk ahead inc case,quantile,0.025,7483,2022-08-27,2022-08-22
RO,1 wk ahead inc case,quantile,0.250,19532,2022-08-27,2022-08-22
RO,1 wk ahead inc case,quantile,0.750,32241,2022-08-27,2022-08-22
RO,1 wk ahead inc case,quantile,0.975,92511,2022-08-27,2022-08-22
RO,2 wk ahead inc case,point,NA,19301,2022-09-03,2022-08-22
RO,2 wk ahead inc case,quantile,0.025,1602,2022-09-03,2022-08-22
RO,2 wk ahead inc case,quantile,0.250,10750,2022-09-03,2022-08-22
RO,2 wk ahead inc case,quantile,0.750,28565,2022-09-03,2022-08-22
RO,2 wk ahead inc case,quantile,0.975,149657,2022-09-03,2022-08-22
SI,1 wk ahead inc case,point,NA,9129,2022-08-27,2022-08-22
SI,1 wk ahead inc case,quantile,0.025,2693,2022-08-27,2022-08-22
SI,1 wk ahead inc case,quantile,0.250,7029,2022-08-27,2022-08-22
SI,1 wk ahead inc case,quantile,0.750,11603,2022-08-27,2022-08-22
SI,1 wk ahead inc case,quantile,0.975,33293,2022-08-27,2022-08-22
SI,2 wk ahead inc case,point,NA,8554,2022-09-03,2022-08-22
SI,2 wk ahead inc case,quantile,0.025,710,2022-09-03,2022-08-22
SI,2 wk ahead inc case,quantile,0.250,4765,2022-09-03,2022-08-22
SI,2 wk ahead inc case,quantile,0.750,12660,2022-09-03,2022-08-22
SI,2 wk ahead inc case,quantile,0.975,66329,2022-09-03,2022-08-22
BG,1 wk ahead inc death,point,NA,113,2022-08-27,2022-08-22
BG,1 wk ahead inc death,quantile,0.025,33,2022-08-27,2022-08-22
BG,1 wk ahead inc death,quantile,0.250,87,2022-08-27,2022-08-22
BG,1 wk ahead inc death,quantile,0.750,144,2022-08-27,2022-08-22
BG,1 wk ahead inc death,quantile,0.975,413,2022-08-27,2022-08-22
BG,2 wk ahead inc death,point,NA,152,2022-09-03,2022-08-22
BG,2 wk ahead inc death,quantile,0.025,13,2022-09-03,2022-08-22
BG,2 wk ahead inc death,quantile,0.250,84,2022-09-03,2022-08-22
BG,2 wk ahead inc death,quantile,0.750,224,2022-09-03,2022-08-22
BG,2 wk ahead inc death,quantile,0.975,1175,2022-09-03,2022-08-22
HR,1 wk ahead inc death,point,NA,58,2022-08-27,2022-08-22
HR,1 wk ahead inc death,quantile,0.025,17,2022-08-27,2022-08-22
HR,1 wk ahead inc death,quantile,0.250,45,2022-08-27,2022-08-22
HR,1 wk ahead inc death,quantile,0.750,74,2022-08-27,2022-08-22
HR,1 wk ahead inc death,quantile,0.975,213,2022-08-27,2022-08-22
HR,2 wk ahead inc death,point,NA,41,2022-09-03,2022-08-22
HR,2 wk ahead inc death,quantile,0.025,3,2022-09-03,2022-08-22
