location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,3163,2021-08-14,2021-08-09
AT,1 wk ahead inc case,quantile,0.025,933,2021-08-14,2021-08-09
AT,1 wk ahead inc case,quantile,0.250,2436,2021-08-14,2021-08-09
AT,1 wk ahead inc case,quantile,0.750,4020,2021-08-14,2021-08-09
AT,1 wk ahead inc case,quantile,0.975,11536,2021-08-14,2021-08-09
AT,2 wk ahead inc case,point,NA,2965,2021-08-21,2021-08-09
AT,2 wk ahead inc case,quantile,0.025,246,2021-08-21,2021-08-09
AT,2 wk ahead inc case,quantile,0.250,1652,2021-08-21,2021-08-09
AT,2 wk ahead inc case,quantile,0.750,4388,2021-08-21,2021-08-09
AT,2 wk ahead inc case,quantile,0.975,22991,2021-08-21,2021-08-09
CZ,1 wk ahead inc case,point,NA,1077,2021-08-14,2021-08-09
CZ,1 wk ahead inc case,quantile,0.025,318,2021-08-14,2021-08-09
CZ,1 wk ahead inc case,quantile,0.250,829,2021-08-14,2021-08-09
CZ,1 wk ahead inc case,quantile,0.750,1368,2021-08-14,2021-08-09
CZ,1 wk ahead inc case,quantile,0.975,3927,2021-08-14,2021-08-09
CZ,2 wk ahead inc case,point,NA,1005,2021-08-21,2021-08-09
CZ,2 wk ahead inc case,quantile,0.025,83,2021-08-21,2021-08-09
CZ,2 wk ahead inc case,quantile,0.250,560,2021-08-21,2021-08-09
CZ,2 wk ahead inc case,quantile,0.750,1487,2021-08-21,2021-08-09
CZ,2 wk ahead inc case,quantile,0.975,7791,2021-08-21,2021-08-09
DE,1 wk ahead inc case,point,NA,26371,2021-08-14,2021-08-09
DE,1 wk ahead inc case,quantile,0.025,7779,2021-08-14,2021-08-09
DE,1 wk ahead inc case,quantile,0.250,20306,2021-08-14,2021-08-09
DE,1 wk ahead inc case,quantile,0.750,33518,2021-08-14,2021-08-09
DE,1 wk ahead inc case,quantile,0.975,96176,2021-08-14,2021-08-09
DE,2 wk ahead inc case,point,NA,33925,2021-08-21,2021-08-09
DE,2 wk ahead inc case,quantile,0.025,2816,2021-08-21,2021-08-09
DE,2 wk ahead inc case,quantile,0.250,18896,2021-08-21,2021-08-09
DE,2 wk ahead inc case,quantile,0.750,50209,2021-08-21,2021-08-09
DE,2 wk ahead inc case,quantile,0.975,263056,2021-08-21,2021-08-09
DK,1 wk ahead inc case,point,NA,6288,2021-08-14,2021-08-09
DK,1 wk ahead inc case,quantile,0.025,1855,2021-08-14,2021-08-09
DK,1 wk ahead inc case,quantile,0.250,4842,2021-08-14,2021-08-09
DK,1 wk ahead inc case,quantile,0.750,7992,2021-08-14,2021-08-09
DK,1 wk ahead inc case,quantile,0.975,22932,2021-08-14,2021-08-09
DK,2 wk ahead inc case,point,NA,6136,2021-08-21,2021-08-09
DK,2 wk ahead inc case,quantile,0.025,509,2021-08-21,2021-08-09
DK,2 wk ahead inc case,quantile,0.250,3418,2021-08-21,2021-08-09
DK,2 wk ahead inc case,quantile,0.750,9082,2021-08-21,2021-08-09
DK,2 wk ahead inc case,quantile,0.975,47580,2021-08-21,2021-08-09
EE,1 wk ahead inc case,point,NA,1184,2021-08-14,2021-08-09
EE,1 wk ahead inc case,quantile,0.025,349,2021-08-14,2021-08-09
EE,1 wk ahead inc case,quantile,0.250,912,2021-08-14,2021-08-09
EE,1 wk ahead inc case,quantile,0.750,1505,2021-08-14,2021-08-09
EE,1 wk ahead inc case,quantile,0.975,4318,2021-08-14,2021-08-09
EE,2 wk ahead inc case,point,NA,1116,2021-08-21,2021-08-09
EE,2 wk ahead inc case,quantile,0.025,93,2021-08-21,2021-08-09
EE,2 wk ahead inc case,quantile,0.250,622,2021-08-21,2021-08-09
EE,2 wk ahead inc case,quantile,0.750,1651,2021-08-21,2021-08-09
EE,2 wk ahead inc case,quantile,0.975,8652,2021-08-21,2021-08-09
FI,1 wk ahead inc case,point,NA,6689,2021-08-14,2021-08-09
FI,1 wk ahead inc case,quantile,0.025,1973,2021-08-14,2021-08-09
FI,1 wk ahead inc case,quantile,0.250,5151,2021-08-14,2021-08-09
FI,1 wk ahead inc case,quantile,0.750,8502,2021-08-14,2021-08-09
FI,1 wk ahead inc case,quantile,0.975,24395,2021-08-14,2021-08-09
FI,2 wk ahead inc case,point,NA,7922,2021-08-21,2021-08-09
