location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,28353,2022-11-26,2022-11-21
AT,1 wk ahead inc case,quantile,0.025,8364,2022-11-26,2022-11-21
AT,1 wk ahead inc case,quantile,0.250,21832,2022-11-26,2022-11-21
AT,1 wk ahead inc case,quantile,0.750,36037,2022-11-26,2022-11-21
AT,1 wk ahead inc case,quantile,0.975,103404,2022-11-26,2022-11-21
AT,2 wk ahead inc case,point,NA,30273,2022-12-03,2022-11-21
AT,2 wk ahead inc case,quantile,0.025,2513,2022-12-03,2022-11-21
AT,2 wk ahead inc case,quantile,0.250,16862,2022-12-03,2022-11-21
AT,2 wk ahead inc case,quantile,0.750,44803,2022-12-03,2022-11-21
AT,2 wk ahead inc case,quantile,0.975,234733,2022-12-03,2022-11-21
CZ,1 wk ahead inc case,point,NA,4457,2022-11-26,2022-11-21
CZ,1 wk ahead inc case,quantile,0.025,1315,2022-11-26,2022-11-21
CZ,1 wk ahead inc case,quantile,0.250,3432,2022-11-26,2022-11-21
CZ,1 wk ahead inc case,quantile,0.750,5665,2022-11-26,2022-11-21
CZ,1 wk ahead inc case,quantile,0.975,16255,2022-11-26,2022-11-21
CZ,2 wk ahead inc case,point,NA,4158,2022-12-03,2022-11-21
CZ,2 wk ahead inc case,quantile,0.025,345,2022-12-03,2022-11-21
CZ,2 wk ahead inc case,quantile,0.250,2316,2022-12-03,2022-11-21
CZ,2 wk ahead inc case,quantile,0.750,6154,2022-12-03,2022-11-21
CZ,2 wk ahead inc case,quantile,0.975,32244,2022-12-03,2022-11-21
HR,1 wk ahead inc case,point,NA,1155,2022-11-26,2022-11-21
HR,1 wk ahead inc case,quantile,0.025,341,2022-11-26,2022-11-21
HR,1 wk ahead inc case,quantile,0.250,889,2022-11-26,2022-11-21
HR,1 wk ahead inc case,quantile,0.750,1467,2022-11-26,2022-11-21
HR,1 wk ahead inc case,quantile,0.975,4211,2022-11-26,2022-11-21
HR,2 wk ahead inc case,point,NA,946,2022-12-03,2022-11-21
HR,2 wk ahead inc case,quantile,0.025,78,2022-12-03,2022-11-21
HR,2 wk ahead inc case,quantile,0.250,527,2022-12-03,2022-11-21
HR,2 wk ahead inc case,quantile,0.750,1400,2022-12-03,2022-11-21
HR,2 wk ahead inc case,quantile,0.975,7333,2022-12-03,2022-11-21
LT,1 wk ahead inc case,point,NA,1390,2022-11-26,2022-11-21
LT,1 wk ahead inc case,quantile,0.025,410,2022-11-26,2022-11-21
LT,1 wk ahead inc case,quantile,0.250,1070,2022-11-26,2022-11-21
LT,1 wk ahead inc case,quantile,0.750,1766,2022-11-26,2022-11-21
LT,1 wk ahead inc case,quantile,0.975,5068,2022-11-26,2022-11-21
LT,2 wk ahead inc case,point,NA,1270,2022-12-03,2022-11-21
LT,2 wk ahead inc case,quantile,0.025,105,2022-12-03,2022-11-21
LT,2 wk ahead inc case,quantile,0.250,707,2022-12-03,2022-11-21
LT,2 wk ahead inc case,quantile,0.750,1879,2022-12-03,2022-11-21
LT,2 wk ahead inc case,quantile,0.975,9847,2022-12-03,2022-11-21
NO,1 wk ahead inc case,point,NA,824,2022-11-26,2022-11-21
NO,1 wk ahead inc case,quantile,0.025,243,2022-11-26,2022-11-21
NO,1 wk ahead inc case,quantile,0.250,634,2022-11-26,2022-11-21
NO,1 wk ahead inc case,quantile,0.750,1047,2022-11-26,2022-11-21
NO,1 wk ahead inc case,quantile,0.975,3005,2022-11-26,2022-11-21
NO,2 wk ahead inc case,point,NA,768,2022-12-03,2022-11-21
NO,2 wk ahead inc case,quantile,0.025,64,2022-12-03,2022-11-21
NO,2 wk ahead inc case,quantile,0.250,428,2022-12-03,2022-11-21
NO,2 wk ahead inc case,quantile,0.750,1137,2022-12-03,2022-11-21
NO,2 wk ahead inc case,quantile,0.975,5954,2022-12-03,2022-11-21
PL,1 wk ahead inc case,point,NA,2284,2022-11-26,2022-11-21
PL,1 wk ahead inc case,quantile,0.025,674,2022-11-26,2022-11-21
PL,1 wk ahead inc case,quantile,0.250,1759,2022-11-26,2022-11-21
PL,1 wk ahead inc case,quantile,0.750,2903,2022-11-26,2022-11-21
PL,1 wk ahead inc case,quantile,0.975,8330,2022-11-26,2022-11-21
PL,2 wk ahead inc case,point,NA,2126,2022-12-03,2022-11-21
PL,2 wk ahead inc case,quantile,0.025,176,2022-12-03,2022-11-21
