location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,10957,2022-01-01,2021-12-27
AT,1 wk ahead inc case,quantile,0.025,3232,2022-01-01,2021-12-27
AT,1 wk ahead inc case,quantile,0.25,8437,2022-01-01,2021-12-27
AT,1 wk ahead inc case,quantile,0.75,13926,2022-01-01,2021-12-27
AT,1 wk ahead inc case,quantile,0.975,39960,2022-01-01,2021-12-27
AT,2 wk ahead inc case,point,NA,7548,2022-01-08,2021-12-27
AT,2 wk ahead inc case,quantile,0.025,626,2022-01-08,2021-12-27
AT,2 wk ahead inc case,quantile,0.25,4204,2022-01-08,2021-12-27
AT,2 wk ahead inc case,quantile,0.75,11171,2022-01-08,2021-12-27
AT,2 wk ahead inc case,quantile,0.975,58527,2022-01-08,2021-12-27
CY,1 wk ahead inc case,point,NA,6941,2022-01-01,2021-12-27
CY,1 wk ahead inc case,quantile,0.025,2048,2022-01-01,2021-12-27
CY,1 wk ahead inc case,quantile,0.25,5345,2022-01-01,2021-12-27
CY,1 wk ahead inc case,quantile,0.75,8822,2022-01-01,2021-12-27
CY,1 wk ahead inc case,quantile,0.975,25315,2022-01-01,2021-12-27
CY,2 wk ahead inc case,point,NA,8528,2022-01-08,2021-12-27
CY,2 wk ahead inc case,quantile,0.025,708,2022-01-08,2021-12-27
CY,2 wk ahead inc case,quantile,0.25,4750,2022-01-08,2021-12-27
CY,2 wk ahead inc case,quantile,0.75,12622,2022-01-08,2021-12-27
CY,2 wk ahead inc case,quantile,0.975,66129,2022-01-08,2021-12-27
DE,1 wk ahead inc case,point,NA,113019,2022-01-01,2021-12-27
DE,1 wk ahead inc case,quantile,0.025,33341,2022-01-01,2021-12-27
DE,1 wk ahead inc case,quantile,0.25,87024,2022-01-01,2021-12-27
DE,1 wk ahead inc case,quantile,0.75,143647,2022-01-01,2021-12-27
DE,1 wk ahead inc case,quantile,0.975,412179,2022-01-01,2021-12-27
DE,2 wk ahead inc case,point,NA,67922,2022-01-08,2021-12-27
DE,2 wk ahead inc case,quantile,0.025,5638,2022-01-08,2021-12-27
DE,2 wk ahead inc case,quantile,0.25,37833,2022-01-08,2021-12-27
DE,2 wk ahead inc case,quantile,0.75,100525,2022-01-08,2021-12-27
DE,2 wk ahead inc case,quantile,0.975,526671,2022-01-08,2021-12-27
EE,1 wk ahead inc case,point,NA,4383,2022-01-01,2021-12-27
EE,1 wk ahead inc case,quantile,0.025,1293,2022-01-01,2021-12-27
EE,1 wk ahead inc case,quantile,0.25,3375,2022-01-01,2021-12-27
EE,1 wk ahead inc case,quantile,0.75,5570,2022-01-01,2021-12-27
EE,1 wk ahead inc case,quantile,0.975,15984,2022-01-01,2021-12-27
EE,2 wk ahead inc case,point,NA,3900,2022-01-08,2021-12-27
EE,2 wk ahead inc case,quantile,0.025,324,2022-01-08,2021-12-27
EE,2 wk ahead inc case,quantile,0.25,2172,2022-01-08,2021-12-27
EE,2 wk ahead inc case,quantile,0.75,5772,2022-01-08,2021-12-27
EE,2 wk ahead inc case,quantile,0.975,30241,2022-01-08,2021-12-27
FR,1 wk ahead inc case,point,NA,580059,2022-01-01,2021-12-27
FR,1 wk ahead inc case,quantile,0.025,171117,2022-01-01,2021-12-27
FR,1 wk ahead inc case,quantile,0.25,446645,2022-01-01,2021-12-27
FR,1 wk ahead inc case,quantile,0.75,737255,2022-01-01,2021-12-27
FR,1 wk ahead inc case,quantile,0.975,2115475,2022-01-01,2021-12-27
FR,2 wk ahead inc case,point,NA,665875,2022-01-08,2021-12-27
FR,2 wk ahead inc case,quantile,0.025,55268,2022-01-08,2021-12-27
FR,2 wk ahead inc case,quantile,0.25,370892,2022-01-08,2021-12-27
FR,2 wk ahead inc case,quantile,0.75,985494,2022-01-08,2021-12-27
FR,2 wk ahead inc case,quantile,0.975,5163192,2022-01-08,2021-12-27
GR,1 wk ahead inc case,point,NA,51306,2022-01-01,2021-12-27
GR,1 wk ahead inc case,quantile,0.025,15135,2022-01-01,2021-12-27
GR,1 wk ahead inc case,quantile,0.25,39505,2022-01-01,2021-12-27
GR,1 wk ahead inc case,quantile,0.75,65210,2022-01-01,2021-12-27
GR,1 wk ahead inc case,quantile,0.975,187112,2022-01-01,2021-12-27
GR,2 wk ahead inc case,point,NA,64488,2022-01-08,2021-12-27
GR,2 wk ahead inc case,quantile,0.025,5352,2022-01-08,2021-12-27
GR,2 wk ahead inc case,quantile,0.25,35920,2022-01-08,2021-12-27
GR,2 wk ahead inc case,quantile,0.75,95442,2022-01-08,2021-12-27
GR,2 wk ahead inc case,quantile,0.975,500038,2022-01-08,2021-12-27
HR,1 wk ahead inc case,point,NA,14736,2022-01-01,2021-12-27
HR,1 wk ahead inc case,quantile,0.025,4347,2022-01-01,2021-12-27
HR,1 wk ahead inc case,quantile,0.25,11347,2022-01-01,2021-12-27
HR,1 wk ahead inc case,quantile,0.75,18730,2022-01-01,2021-12-27
HR,1 wk ahead inc case,quantile,0.975,53744,2022-01-01,2021-12-27
HR,2 wk ahead inc case,point,NA,11948,2022-01-08,2021-12-27
HR,2 wk ahead inc case,quantile,0.025,992,2022-01-08,2021-12-27
HR,2 wk ahead inc case,quantile,0.25,6655,2022-01-08,2021-12-27
HR,2 wk ahead inc case,quantile,0.75,17683,2022-01-08,2021-12-27
HR,2 wk ahead inc case,quantile,0.975,92642,2022-01-08,2021-12-27
IT,1 wk ahead inc case,point,NA,321384,2022-01-01,2021-12-27
IT,1 wk ahead inc case,quantile,0.025,94808,2022-01-01,2021-12-27
IT,1 wk ahead inc case,quantile,0.25,247465,2022-01-01,2021-12-27
IT,1 wk ahead inc case,quantile,0.75,408478,2022-01-01,2021-12-27
IT,1 wk ahead inc case,quantile,0.975,1172086,2022-01-01,2021-12-27
IT,2 wk ahead inc case,point,NA,386838,2022-01-08,2021-12-27
IT,2 wk ahead inc case,quantile,0.025,32108,2022-01-08,2021-12-27
IT,2 wk ahead inc case,quantile,0.25,215469,2022-01-08,2021-12-27
IT,2 wk ahead inc case,quantile,0.75,572521,2022-01-08,2021-12-27
IT,2 wk ahead inc case,quantile,0.975,2999545,2022-01-08,2021-12-27
LT,1 wk ahead inc case,point,NA,8251,2022-01-01,2021-12-27
LT,1 wk ahead inc case,quantile,0.025,2434,2022-01-01,2021-12-27
LT,1 wk ahead inc case,quantile,0.25,6353,2022-01-01,2021-12-27
LT,1 wk ahead inc case,quantile,0.75,10486,2022-01-01,2021-12-27
LT,1 wk ahead inc case,quantile,0.975,30090,2022-01-01,2021-12-27
LT,2 wk ahead inc case,point,NA,7032,2022-01-08,2021-12-27
LT,2 wk ahead inc case,quantile,0.025,584,2022-01-08,2021-12-27
LT,2 wk ahead inc case,quantile,0.25,3917,2022-01-08,2021-12-27
LT,2 wk ahead inc case,quantile,0.75,10407,2022-01-08,2021-12-27
LT,2 wk ahead inc case,quantile,0.975,54525,2022-01-08,2021-12-27
MT,1 wk ahead inc case,point,NA,10111,2022-01-01,2021-12-27
MT,1 wk ahead inc case,quantile,0.025,2983,2022-01-01,2021-12-27
MT,1 wk ahead inc case,quantile,0.25,7785,2022-01-01,2021-12-27
MT,1 wk ahead inc case,quantile,0.75,12851,2022-01-01,2021-12-27
MT,1 wk ahead inc case,quantile,0.975,36875,2022-01-01,2021-12-27
MT,2 wk ahead inc case,point,NA,20076,2022-01-08,2021-12-27
MT,2 wk ahead inc case,quantile,0.025,1666,2022-01-08,2021-12-27
MT,2 wk ahead inc case,quantile,0.25,11182,2022-01-08,2021-12-27
MT,2 wk ahead inc case,quantile,0.75,29712,2022-01-08,2021-12-27
MT,2 wk ahead inc case,quantile,0.975,155669,2022-01-08,2021-12-27
NL,1 wk ahead inc case,point,NA,76186,2022-01-01,2021-12-27
NL,1 wk ahead inc case,quantile,0.025,22475,2022-01-01,2021-12-27
NL,1 wk ahead inc case,quantile,0.25,58663,2022-01-01,2021-12-27
NL,1 wk ahead inc case,quantile,0.75,96832,2022-01-01,2021-12-27
NL,1 wk ahead inc case,quantile,0.975,277849,2022-01-01,2021-12-27
NL,2 wk ahead inc case,point,NA,65097,2022-01-08,2021-12-27
NL,2 wk ahead inc case,quantile,0.025,5403,2022-01-08,2021-12-27
NL,2 wk ahead inc case,quantile,0.25,36259,2022-01-08,2021-12-27
NL,2 wk ahead inc case,quantile,0.75,96344,2022-01-08,2021-12-27
NL,2 wk ahead inc case,quantile,0.975,504764,2022-01-08,2021-12-27
PT,1 wk ahead inc case,point,NA,76915,2022-01-01,2021-12-27
PT,1 wk ahead inc case,quantile,0.025,22690,2022-01-01,2021-12-27
PT,1 wk ahead inc case,quantile,0.25,59225,2022-01-01,2021-12-27
PT,1 wk ahead inc case,quantile,0.75,97760,2022-01-01,2021-12-27
PT,1 wk ahead inc case,quantile,0.975,280511,2022-01-01,2021-12-27
PT,2 wk ahead inc case,point,NA,110479,2022-01-08,2021-12-27
PT,2 wk ahead inc case,quantile,0.025,9170,2022-01-08,2021-12-27
PT,2 wk ahead inc case,quantile,0.25,61537,2022-01-08,2021-12-27
PT,2 wk ahead inc case,quantile,0.75,163509,2022-01-08,2021-12-27
PT,2 wk ahead inc case,quantile,0.975,856653,2022-01-08,2021-12-27
SI,1 wk ahead inc case,point,NA,6482,2022-01-01,2021-12-27
SI,1 wk ahead inc case,quantile,0.025,1912,2022-01-01,2021-12-27
SI,1 wk ahead inc case,quantile,0.25,4991,2022-01-01,2021-12-27
SI,1 wk ahead inc case,quantile,0.75,8238,2022-01-01,2021-12-27
SI,1 wk ahead inc case,quantile,0.975,23639,2022-01-01,2021-12-27
SI,2 wk ahead inc case,point,NA,5543,2022-01-08,2021-12-27
SI,2 wk ahead inc case,quantile,0.025,460,2022-01-08,2021-12-27
SI,2 wk ahead inc case,quantile,0.25,3088,2022-01-08,2021-12-27
SI,2 wk ahead inc case,quantile,0.75,8204,2022-01-08,2021-12-27
SI,2 wk ahead inc case,quantile,0.975,42984,2022-01-08,2021-12-27
SK,1 wk ahead inc case,point,NA,16048,2022-01-01,2021-12-27
SK,1 wk ahead inc case,quantile,0.025,4734,2022-01-01,2021-12-27
SK,1 wk ahead inc case,quantile,0.25,12357,2022-01-01,2021-12-27
SK,1 wk ahead inc case,quantile,0.75,20397,2022-01-01,2021-12-27
SK,1 wk ahead inc case,quantile,0.975,58527,2022-01-01,2021-12-27
SK,2 wk ahead inc case,point,NA,9443,2022-01-08,2021-12-27
