location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,3120,2021-05-29,2021-05-24
AT,1 wk ahead inc case,quantile,0.025,920,2021-05-29,2021-05-24
AT,1 wk ahead inc case,quantile,0.25,2402,2021-05-29,2021-05-24
AT,1 wk ahead inc case,quantile,0.75,3965,2021-05-29,2021-05-24
AT,1 wk ahead inc case,quantile,0.975,11377,2021-05-29,2021-05-24
AT,2 wk ahead inc case,point,NA,2184,2021-06-05,2021-05-24
AT,2 wk ahead inc case,quantile,0.025,181,2021-06-05,2021-05-24
AT,2 wk ahead inc case,quantile,0.25,1216,2021-06-05,2021-05-24
AT,2 wk ahead inc case,quantile,0.75,3232,2021-06-05,2021-05-24
AT,2 wk ahead inc case,quantile,0.975,16935,2021-06-05,2021-05-24
BE,1 wk ahead inc case,point,NA,17137,2021-05-29,2021-05-24
BE,1 wk ahead inc case,quantile,0.025,5055,2021-05-29,2021-05-24
BE,1 wk ahead inc case,quantile,0.25,13195,2021-05-29,2021-05-24
BE,1 wk ahead inc case,quantile,0.75,21781,2021-05-29,2021-05-24
BE,1 wk ahead inc case,quantile,0.975,62498,2021-05-29,2021-05-24
BE,2 wk ahead inc case,point,NA,17869,2021-06-05,2021-05-24
BE,2 wk ahead inc case,quantile,0.025,1483,2021-06-05,2021-05-24
BE,2 wk ahead inc case,quantile,0.25,9953,2021-06-05,2021-05-24
BE,2 wk ahead inc case,quantile,0.75,26445,2021-06-05,2021-05-24
BE,2 wk ahead inc case,quantile,0.975,138553,2021-06-05,2021-05-24
BG,1 wk ahead inc case,point,NA,1555,2021-05-29,2021-05-24
BG,1 wk ahead inc case,quantile,0.025,459,2021-05-29,2021-05-24
BG,1 wk ahead inc case,quantile,0.25,1198,2021-05-29,2021-05-24
BG,1 wk ahead inc case,quantile,0.75,1977,2021-05-29,2021-05-24
BG,1 wk ahead inc case,quantile,0.975,5672,2021-05-29,2021-05-24
BG,2 wk ahead inc case,point,NA,937,2021-06-05,2021-05-24
BG,2 wk ahead inc case,quantile,0.025,78,2021-06-05,2021-05-24
BG,2 wk ahead inc case,quantile,0.25,522,2021-06-05,2021-05-24
BG,2 wk ahead inc case,quantile,0.75,1386,2021-06-05,2021-05-24
BG,2 wk ahead inc case,quantile,0.975,7262,2021-06-05,2021-05-24
CY,1 wk ahead inc case,point,NA,437,2021-05-29,2021-05-24
CY,1 wk ahead inc case,quantile,0.025,129,2021-05-29,2021-05-24
CY,1 wk ahead inc case,quantile,0.25,337,2021-05-29,2021-05-24
CY,1 wk ahead inc case,quantile,0.75,556,2021-05-29,2021-05-24
CY,1 wk ahead inc case,quantile,0.975,1595,2021-05-29,2021-05-24
CY,2 wk ahead inc case,point,NA,210,2021-06-05,2021-05-24
CY,2 wk ahead inc case,quantile,0.025,17,2021-06-05,2021-05-24
CY,2 wk ahead inc case,quantile,0.25,117,2021-06-05,2021-05-24
CY,2 wk ahead inc case,quantile,0.75,311,2021-06-05,2021-05-24
CY,2 wk ahead inc case,quantile,0.975,1630,2021-06-05,2021-05-24
CZ,1 wk ahead inc case,point,NA,3506,2021-05-29,2021-05-24
CZ,1 wk ahead inc case,quantile,0.025,1034,2021-05-29,2021-05-24
CZ,1 wk ahead inc case,quantile,0.25,2700,2021-05-29,2021-05-24
CZ,1 wk ahead inc case,quantile,0.75,4457,2021-05-29,2021-05-24
CZ,1 wk ahead inc case,quantile,0.975,12788,2021-05-29,2021-05-24
CZ,2 wk ahead inc case,point,NA,2249,2021-06-05,2021-05-24
CZ,2 wk ahead inc case,quantile,0.025,187,2021-06-05,2021-05-24
CZ,2 wk ahead inc case,quantile,0.25,1253,2021-06-05,2021-05-24
CZ,2 wk ahead inc case,quantile,0.75,3328,2021-06-05,2021-05-24
CZ,2 wk ahead inc case,quantile,0.975,17438,2021-06-05,2021-05-24
DE,1 wk ahead inc case,point,NA,61294,2021-05-29,2021-05-24
DE,1 wk ahead inc case,quantile,0.025,18082,2021-05-29,2021-05-24
DE,1 wk ahead inc case,quantile,0.25,47196,2021-05-29,2021-05-24
DE,1 wk ahead inc case,quantile,0.75,77905,2021-05-29,2021-05-24
DE,1 wk ahead inc case,quantile,0.975,223540,2021-05-29,2021-05-24
DE,2 wk ahead inc case,point,NA,56486,2021-06-05,2021-05-24
DE,2 wk ahead inc case,quantile,0.025,4688,2021-06-05,2021-05-24
DE,2 wk ahead inc case,quantile,0.25,31463,2021-06-05,2021-05-24
DE,2 wk ahead inc case,quantile,0.75,83599,2021-06-05,2021-05-24
DE,2 wk ahead inc case,quantile,0.975,437992,2021-06-05,2021-05-24
DK,1 wk ahead inc case,point,NA,6548,2021-05-29,2021-05-24
DK,1 wk ahead inc case,quantile,0.025,1932,2021-05-29,2021-05-24
DK,1 wk ahead inc case,quantile,0.25,5042,2021-05-29,2021-05-24
DK,1 wk ahead inc case,quantile,0.75,8322,2021-05-29,2021-05-24
DK,1 wk ahead inc case,quantile,0.975,23879,2021-05-29,2021-05-24
DK,2 wk ahead inc case,point,NA,5983,2021-06-05,2021-05-24
DK,2 wk ahead inc case,quantile,0.025,497,2021-06-05,2021-05-24
DK,2 wk ahead inc case,quantile,0.25,3332,2021-06-05,2021-05-24
DK,2 wk ahead inc case,quantile,0.75,8854,2021-06-05,2021-05-24
DK,2 wk ahead inc case,quantile,0.975,46389,2021-06-05,2021-05-24
EE,1 wk ahead inc case,point,NA,1264,2021-05-29,2021-05-24
EE,1 wk ahead inc case,quantile,0.025,373,2021-05-29,2021-05-24
EE,1 wk ahead inc case,quantile,0.25,974,2021-05-29,2021-05-24
