location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,3628,2022-09-10,2022-09-05
BG,1 wk ahead inc case,quantile,0.025,1070,2022-09-10,2022-09-05
BG,1 wk ahead inc case,quantile,0.250,2794,2022-09-10,2022-09-05
BG,1 wk ahead inc case,quantile,0.750,4611,2022-09-10,2022-09-05
BG,1 wk ahead inc case,quantile,0.975,13232,2022-09-10,2022-09-05
BG,2 wk ahead inc case,point,NA,2834,2022-09-17,2022-09-05
BG,2 wk ahead inc case,quantile,0.025,235,2022-09-17,2022-09-05
BG,2 wk ahead inc case,quantile,0.250,1579,2022-09-17,2022-09-05
BG,2 wk ahead inc case,quantile,0.750,4195,2022-09-17,2022-09-05
BG,2 wk ahead inc case,quantile,0.975,21977,2022-09-17,2022-09-05
HR,1 wk ahead inc case,point,NA,3769,2022-09-10,2022-09-05
HR,1 wk ahead inc case,quantile,0.025,1112,2022-09-10,2022-09-05
HR,1 wk ahead inc case,quantile,0.250,2902,2022-09-10,2022-09-05
HR,1 wk ahead inc case,quantile,0.750,4790,2022-09-10,2022-09-05
HR,1 wk ahead inc case,quantile,0.975,13744,2022-09-10,2022-09-05
HR,2 wk ahead inc case,point,NA,3068,2022-09-17,2022-09-05
HR,2 wk ahead inc case,quantile,0.025,255,2022-09-17,2022-09-05
HR,2 wk ahead inc case,quantile,0.250,1709,2022-09-17,2022-09-05
HR,2 wk ahead inc case,quantile,0.750,4541,2022-09-17,2022-09-05
HR,2 wk ahead inc case,quantile,0.975,23792,2022-09-17,2022-09-05
IT,1 wk ahead inc case,point,NA,114653,2022-09-10,2022-09-05
IT,1 wk ahead inc case,quantile,0.025,33823,2022-09-10,2022-09-05
IT,1 wk ahead inc case,quantile,0.250,88283,2022-09-10,2022-09-05
IT,1 wk ahead inc case,quantile,0.750,145724,2022-09-10,2022-09-05
IT,1 wk ahead inc case,quantile,0.975,418139,2022-09-10,2022-09-05
IT,2 wk ahead inc case,point,NA,96680,2022-09-17,2022-09-05
IT,2 wk ahead inc case,quantile,0.025,8024,2022-09-17,2022-09-05
IT,2 wk ahead inc case,quantile,0.250,53851,2022-09-17,2022-09-05
IT,2 wk ahead inc case,quantile,0.750,143086,2022-09-17,2022-09-05
IT,2 wk ahead inc case,quantile,0.975,749653,2022-09-17,2022-09-05
NO,1 wk ahead inc case,point,NA,600,2022-09-10,2022-09-05
NO,1 wk ahead inc case,quantile,0.025,177,2022-09-10,2022-09-05
NO,1 wk ahead inc case,quantile,0.250,462,2022-09-10,2022-09-05
NO,1 wk ahead inc case,quantile,0.750,763,2022-09-10,2022-09-05
NO,1 wk ahead inc case,quantile,0.975,2189,2022-09-10,2022-09-05
NO,2 wk ahead inc case,point,NA,536,2022-09-17,2022-09-05
NO,2 wk ahead inc case,quantile,0.025,44,2022-09-17,2022-09-05
NO,2 wk ahead inc case,quantile,0.250,298,2022-09-17,2022-09-05
NO,2 wk ahead inc case,quantile,0.750,793,2022-09-17,2022-09-05
NO,2 wk ahead inc case,quantile,0.975,4155,2022-09-17,2022-09-05
PL,1 wk ahead inc case,point,NA,16855,2022-09-10,2022-09-05
PL,1 wk ahead inc case,quantile,0.025,4972,2022-09-10,2022-09-05
PL,1 wk ahead inc case,quantile,0.250,12978,2022-09-10,2022-09-05
PL,1 wk ahead inc case,quantile,0.750,21422,2022-09-10,2022-09-05
PL,1 wk ahead inc case,quantile,0.975,61469,2022-09-10,2022-09-05
PL,2 wk ahead inc case,point,NA,14187,2022-09-17,2022-09-05
PL,2 wk ahead inc case,quantile,0.025,1178,2022-09-17,2022-09-05
PL,2 wk ahead inc case,quantile,0.250,7902,2022-09-17,2022-09-05
PL,2 wk ahead inc case,quantile,0.750,20997,2022-09-17,2022-09-05
PL,2 wk ahead inc case,quantile,0.975,110006,2022-09-17,2022-09-05
RO,1 wk ahead inc case,point,NA,12524,2022-09-10,2022-09-05
RO,1 wk ahead inc case,quantile,0.025,3695,2022-09-10,2022-09-05
RO,1 wk ahead inc case,quantile,0.250,9644,2022-09-10,2022-09-05
RO,1 wk ahead inc case,quantile,0.750,15918,2022-09-10,2022-09-05
RO,1 wk ahead inc case,quantile,0.975,45675,2022-09-10,2022-09-05
RO,2 wk ahead inc case,point,NA,8955,2022-09-17,2022-09-05
RO,2 wk ahead inc case,quantile,0.025,743,2022-09-17,2022-09-05
RO,2 wk ahead inc case,quantile,0.250,4988,2022-09-17,2022-09-05
RO,2 wk ahead inc case,quantile,0.750,13254,2022-09-17,2022-09-05
RO,2 wk ahead inc case,quantile,0.975,69439,2022-09-17,2022-09-05
SI,1 wk ahead inc case,point,NA,7770,2022-09-10,2022-09-05
SI,1 wk ahead inc case,quantile,0.025,2292,2022-09-10,2022-09-05
SI,1 wk ahead inc case,quantile,0.250,5983,2022-09-10,2022-09-05
SI,1 wk ahead inc case,quantile,0.750,9876,2022-09-10,2022-09-05
SI,1 wk ahead inc case,quantile,0.975,28337,2022-09-10,2022-09-05
SI,2 wk ahead inc case,point,NA,6463,2022-09-17,2022-09-05
SI,2 wk ahead inc case,quantile,0.025,536,2022-09-17,2022-09-05
SI,2 wk ahead inc case,quantile,0.250,3600,2022-09-17,2022-09-05
SI,2 wk ahead inc case,quantile,0.750,9566,2022-09-17,2022-09-05
SI,2 wk ahead inc case,quantile,0.975,50117,2022-09-17,2022-09-05
BG,1 wk ahead inc death,point,NA,12,2022-09-10,2022-09-05
BG,1 wk ahead inc death,quantile,0.025,4,2022-09-10,2022-09-05
BG,1 wk ahead inc death,quantile,0.250,10,2022-09-10,2022-09-05
BG,1 wk ahead inc death,quantile,0.750,16,2022-09-10,2022-09-05
BG,1 wk ahead inc death,quantile,0.975,45,2022-09-10,2022-09-05
BG,2 wk ahead inc death,point,NA,6,2022-09-17,2022-09-05
BG,2 wk ahead inc death,quantile,0.025,1,2022-09-17,2022-09-05
BG,2 wk ahead inc death,quantile,0.250,3,2022-09-17,2022-09-05
BG,2 wk ahead inc death,quantile,0.750,9,2022-09-17,2022-09-05
BG,2 wk ahead inc death,quantile,0.975,48,2022-09-17,2022-09-05
HR,1 wk ahead inc death,point,NA,66,2022-09-10,2022-09-05
HR,1 wk ahead inc death,quantile,0.025,19,2022-09-10,2022-09-05
HR,1 wk ahead inc death,quantile,0.250,51,2022-09-10,2022-09-05
HR,1 wk ahead inc death,quantile,0.750,84,2022-09-10,2022-09-05
HR,1 wk ahead inc death,quantile,0.975,241,2022-09-10,2022-09-05
HR,2 wk ahead inc death,point,NA,44,2022-09-17,2022-09-05
HR,2 wk ahead inc death,quantile,0.025,4,2022-09-17,2022-09-05
HR,2 wk ahead inc death,quantile,0.250,24,2022-09-17,2022-09-05
HR,2 wk ahead inc death,quantile,0.750,65,2022-09-17,2022-09-05
HR,2 wk ahead inc death,quantile,0.975,339,2022-09-17,2022-09-05
IT,1 wk ahead inc death,point,NA,386,2022-09-10,2022-09-05
IT,1 wk ahead inc death,quantile,0.025,114,2022-09-10,2022-09-05
IT,1 wk ahead inc death,quantile,0.250,297,2022-09-10,2022-09-05
IT,1 wk ahead inc death,quantile,0.750,490,2022-09-10,2022-09-05
IT,1 wk ahead inc death,quantile,0.975,1407,2022-09-10,2022-09-05
IT,2 wk ahead inc death,point,NA,296,2022-09-17,2022-09-05
IT,2 wk ahead inc death,quantile,0.025,25,2022-09-17,2022-09-05
IT,2 wk ahead inc death,quantile,0.250,165,2022-09-17,2022-09-05
IT,2 wk ahead inc death,quantile,0.750,438,2022-09-17,2022-09-05
IT,2 wk ahead inc death,quantile,0.975,2295,2022-09-17,2022-09-05
NO,1 wk ahead inc death,point,NA,0,2022-09-10,2022-09-05
NO,1 wk ahead inc death,quantile,0.025,0,2022-09-10,2022-09-05
NO,1 wk ahead inc death,quantile,0.250,0,2022-09-10,2022-09-05
NO,1 wk ahead inc death,quantile,0.750,0,2022-09-10,2022-09-05
NO,1 wk ahead inc death,quantile,0.975,1,2022-09-10,2022-09-05
NO,2 wk ahead inc death,point,NA,0,2022-09-17,2022-09-05
NO,2 wk ahead inc death,quantile,0.025,0,2022-09-17,2022-09-05
